trueR , trueI
0.013337 , -0.005524
n_samples , n_paths , estimateR , estimateI, varianceR, varianceI
524288 , 524288 , 4.080264 , -0.857995, 16.539898, 0.726706
1048576 , 1048576 , 1.447302 , 0.127221, 2.056257, 0.017621
1572864 , 1572864 , 1.276754 , -0.413092, 1.596224, 0.166111
2097152 , 2097152 , 1.126300 , 0.373429, 1.238687, 0.143606
2621440 , 2621440 , 1.228705 , -0.289277, 1.477119, 0.080515
3145728 , 3145728 , 1.382835 , -0.304738, 1.875526, 0.089529
3670016 , 3670016 , 1.078145 , -0.249474, 1.133816, 0.059512
4194304 , 4194304 , 0.671835 , 0.009383, 0.433620, 0.000222
4718592 , 4718592 , 0.871185 , -0.068831, 0.735904, 0.004008
5242880 , 5242880 , 0.644606 , -0.322119, 0.398501, 0.100232
5767168 , 5767168 , 0.638353 , -0.486017, 0.390646, 0.230874
6291456 , 6291456 , 0.369241 , -0.314938, 0.126668, 0.095737
6815744 , 6815744 , 0.354778 , -0.296686, 0.116582, 0.084775
7340032 , 7340032 , 0.535111 , -0.397113, 0.272248, 0.153342
7864320 , 7864320 , 0.547588 , -0.340165, 0.285425, 0.111984
8388608 , 8388608 , 0.408681 , -0.166398, 0.156297, 0.025880
8912896 , 8912896 , 0.446293 , -0.128830, 0.187451, 0.015204
9437184 , 9437184 , 0.475965 , -0.312151, 0.214025, 0.094020
9961472 , 9961472 , 0.493347 , -0.295158, 0.230410, 0.083887
10485760 , 10485760 , 0.442607 , -0.368344, 0.184273, 0.131638
11010048 , 11010048 , 0.483556 , -0.292812, 0.221107, 0.082534
11534336 , 11534336 , 0.426023 , -0.305356, 0.170310, 0.089899
12058624 , 12058624 , 0.449387 , -0.310635, 0.190140, 0.093093
12582912 , 12582912 , 0.441003 , -0.093163, 0.182898, 0.007681
13107200 , 13107200 , 0.404043 , -0.129259, 0.152651, 0.015310
13631488 , 13631488 , 0.447674 , 0.008266, 0.188649, 0.000190
14155776 , 14155776 , 0.462309 , 0.140000, 0.201576, 0.021177
14680064 , 14680064 , 0.424401 , 0.054167, 0.168974, 0.003563
15204352 , 15204352 , 0.365464 , 0.088198, 0.123994, 0.008784
15728640 , 15728640 , 0.390067 , 0.076925, 0.141926, 0.006798
16252928 , 16252928 , 0.335205 , 0.096764, 0.103599, 0.010463
16777216 , 16777216 , 0.224901 , 0.126019, 0.044759, 0.017304
17301504 , 17301504 , 0.160840 , 0.033510, 0.021757, 0.001524
17825792 , 17825792 , 0.170239 , -0.014954, 0.024618, 0.000089
18350080 , 18350080 , 0.264710 , -0.078834, 0.063188, 0.005374
18874368 , 18874368 , 0.240170 , -0.066228, 0.051453, 0.003685
19398656 , 19398656 , 0.177455 , -0.073534, 0.026935, 0.004625
19922944 , 19922944 , 0.187637 , -0.009196, 0.030380, 0.000013
20447232 , 20447232 , 0.173941 , 0.004136, 0.025794, 0.000093
20971520 , 20971520 , 0.148521 , -0.061011, 0.018275, 0.003079
21495808 , 21495808 , 0.140479 , 0.084159, 0.016165, 0.008043
22020096 , 22020096 , 0.192872 , 0.029244, 0.032233, 0.001209
22544384 , 22544384 , 0.194803 , 0.052275, 0.032930, 0.003341
23068672 , 23068672 , 0.181811 , 0.111108, 0.028383, 0.013603
23592960 , 23592960 , 0.166717 , 0.030664, 0.023526, 0.001310
24117248 , 24117248 , 0.158261 , -0.012139, 0.021003, 0.000044
24641536 , 24641536 , 0.187926 , -0.070273, 0.030482, 0.004192
25165824 , 25165824 , 0.215354 , -0.027181, 0.040811, 0.000469
25690112 , 25690112 , 0.224642 , -0.088032, 0.044650, 0.006808
26214400 , 26214400 , 0.193507 , -0.059629, 0.032461, 0.002927
26738688 , 26738688 , 0.251967 , 0.018971, 0.056944, 0.000600
27262976 , 27262976 , 0.286835 , -0.010034, 0.074801, 0.000020
27787264 , 27787264 , 0.296585 , -0.076015, 0.080230, 0.004969
28311552 , 28311552 , 0.318309 , -0.015100, 0.093008, 0.000092
28835840 , 28835840 , 0.317699 , 0.043243, 0.092637, 0.002378
29360128 , 29360128 , 0.283550 , 0.089121, 0.073015, 0.008958
29884416 , 29884416 , 0.223627 , 0.144057, 0.044222, 0.022374
30408704 , 30408704 , 0.192277 , 0.146668, 0.032020, 0.023162
30932992 , 30932992 , 0.264713 , 0.152142, 0.063190, 0.024859
31457280 , 31457280 , 0.256775 , 0.165990, 0.059262, 0.029417
31981568 , 31981568 , 0.269529 , 0.196583, 0.065635, 0.040847
32505856 , 32505856 , 0.212649 , 0.142752, 0.039725, 0.021986
33030144 , 33030144 , 0.123944 , 0.167753, 0.012234, 0.030025
33554432 , 33554432 , 0.152114 , 0.116934, 0.019259, 0.014996
34078720 , 34078720 , 0.186847 , 0.167303, 0.030106, 0.029869
34603008 , 34603008 , 0.199559 , 0.207651, 0.034679, 0.045444
35127296 , 35127296 , 0.174833 , 0.202272, 0.026081, 0.043179
35651584 , 35651584 , 0.146108 , 0.195240, 0.017628, 0.040306
36175872 , 36175872 , 0.173790 , 0.174010, 0.025745, 0.032233
36700160 , 36700160 , 0.155083 , 0.161449, 0.020092, 0.027880
37224448 , 37224448 , 0.173963 , 0.180578, 0.025801, 0.034634
37748736 , 37748736 , 0.174896 , 0.183910, 0.026101, 0.035885
38273024 , 38273024 , 0.152221 , 0.206463, 0.019289, 0.044939
38797312 , 38797312 , 0.173642 , 0.198486, 0.025698, 0.041620
39321600 , 39321600 , 0.147530 , 0.166505, 0.018008, 0.029594
39845888 , 39845888 , 0.188927 , 0.106855, 0.030832, 0.012629
40370176 , 40370176 , 0.223114 , 0.120054, 0.044007, 0.015770
40894464 , 40894464 , 0.229092 , 0.115310, 0.046550, 0.014601
41418752 , 41418752 , 0.231299 , 0.090331, 0.047508, 0.009188
41943040 , 41943040 , 0.199090 , 0.130072, 0.034504, 0.018386
42467328 , 42467328 , 0.157038 , 0.116760, 0.020650, 0.014953
42991616 , 42991616 , 0.148110 , 0.115097, 0.018164, 0.014549
43515904 , 43515904 , 0.179650 , 0.069692, 0.027660, 0.005658
44040192 , 44040192 , 0.173249 , 0.072072, 0.025572, 0.006021
44564480 , 44564480 , 0.188332 , 0.074144, 0.030623, 0.006347
45088768 , 45088768 , 0.217672 , 0.077092, 0.041753, 0.006825
45613056 , 45613056 , 0.184823 , 0.051257, 0.029408, 0.003224
46137344 , 46137344 , 0.173704 , 0.058517, 0.025718, 0.004101
46661632 , 46661632 , 0.171632 , 0.047496, 0.025057, 0.002811
47185920 , 47185920 , 0.174537 , 0.042424, 0.025985, 0.002299
47710208 , 47710208 , 0.201660 , 0.033675, 0.035466, 0.001537
48234496 , 48234496 , 0.173596 , 0.042189, 0.025683, 0.002277
48758784 , 48758784 , 0.201049 , -0.014168, 0.035236, 0.000075
49283072 , 49283072 , 0.186439 , -0.060139, 0.029964, 0.002983
49807360 , 49807360 , 0.145699 , -0.043895, 0.017520, 0.001472
50331648 , 50331648 , 0.162168 , -0.031134, 0.022151, 0.000656
50855936 , 50855936 , 0.150206 , -0.023634, 0.018733, 0.000328
51380224 , 51380224 , 0.154522 , 0.010107, 0.019933, 0.000244
51904512 , 51904512 , 0.168240 , 0.013513, 0.023995, 0.000362
52428800 , 52428800 , 0.169575 , -0.005524, 0.024410, 0.000000
52953088 , 52953088 , 0.138124 , -0.014514, 0.015572, 0.000081
53477376 , 53477376 , 0.158854 , -0.003403, 0.021175, 0.000004
54001664 , 54001664 , 0.150974 , -0.014267, 0.018944, 0.000076
54525952 , 54525952 , 0.142336 , 0.001374, 0.016641, 0.000048
55050240 , 55050240 , 0.147426 , -0.032924, 0.017980, 0.000751
55574528 , 55574528 , 0.155982 , -0.031636, 0.020348, 0.000682
56098816 , 56098816 , 0.162909 , -0.006400, 0.022372, 0.000001
56623104 , 56623104 , 0.158542 , 0.023619, 0.021084, 0.000849
57147392 , 57147392 , 0.154040 , 0.052408, 0.019797, 0.003356
57671680 , 57671680 , 0.150132 , 0.087004, 0.018713, 0.008561
58195968 , 58195968 , 0.150372 , 0.069498, 0.018779, 0.005628
58720256 , 58720256 , 0.142660 , 0.055158, 0.016724, 0.003682
59244544 , 59244544 , 0.150476 , 0.014382, 0.018807, 0.000396
59768832 , 59768832 , 0.135787 , 0.013645, 0.014994, 0.000367
60293120 , 60293120 , 0.117254 , 0.045296, 0.010799, 0.002583
60817408 , 60817408 , 0.114735 , 0.064286, 0.010282, 0.004874
61341696 , 61341696 , 0.132703 , 0.067622, 0.014248, 0.005350
61865984 , 61865984 , 0.132419 , 0.035542, 0.014181, 0.001686
62390272 , 62390272 , 0.166545 , 0.006732, 0.023473, 0.000150
62914560 , 62914560 , 0.184450 , -0.036143, 0.029280, 0.000938
63438848 , 63438848 , 0.180490 , 0.010827, 0.027940, 0.000267
63963136 , 63963136 , 0.152168 , 0.026464, 0.019274, 0.001023
64487424 , 64487424 , 0.138206 , 0.023832, 0.015592, 0.000862
65011712 , 65011712 , 0.142988 , 0.024597, 0.016809, 0.000907
65536000 , 65536000 , 0.143859 , 0.010708, 0.017036, 0.000263
66060288 , 66060288 , 0.135206 , 0.021301, 0.014852, 0.000720
66584576 , 66584576 , 0.122956 , 0.014392, 0.012016, 0.000397
67108864 , 67108864 , 0.114567 , -0.022662, 0.010248, 0.000294
67633152 , 67633152 , 0.130201 , -0.042288, 0.013657, 0.001352
68157440 , 68157440 , 0.104680 , -0.047436, 0.008344, 0.001757
