trueR , trueI
-0.002738 , -0.009095
n_samples , time, n_paths , n_NZero_paths , estimateR , estimateI , varianceR , varianceI,var,L2
21845 , 25144 , 21845 , 0 ,-0.00172,-0.005279,1.036324e-06,1.4561856000000007e-05,1.5598180000000008e-05,0.0039494531266999495
43690 , 25146 , 43690 , 2 ,-0.00258,-0.007919,2.4964000000000047e-08,1.382976e-06,1.40794e-06,0.0011865664751711132
65535 , 25150 , 65535 , 4 ,-0.002294,-0.007039,1.9713599999999995e-07,4.227136000000002e-06,4.424272000000003e-06,0.0021033953503799526
87380 , 25150 , 87380 , 5 ,-0.00215,-0.006599,3.45744e-07,6.230016000000004e-06,6.575760000000005e-06,0.0025643244724488368
109225 , 25150 , 109225 , 7 ,-0.002408,-0.007391,1.089e-07,2.903616000000002e-06,3.012516000000002e-06,0.001735660104974474
131070 , 25150 , 131070 , 9 ,-0.002867,-0.008799,1.6641000000000053e-08,8.761600000000067e-08,1.0425700000000072e-07,0.00032288852565552824
152915 , 25150 , 152915 , 10 ,-0.002703,-0.008296,1.2249999999999913e-09,6.384010000000017e-07,6.396260000000018e-07,0.0007997662158406054
174760 , 25150 , 174760 , 10 ,-0.003225,-0.009899,2.3716900000000002e-07,6.464159999999986e-07,8.835849999999986e-07,0.000939992021242733
196605 , 25150 , 196605 , 10 ,-0.002867,-0.008799,1.6641000000000053e-08,8.761600000000067e-08,1.0425700000000072e-07,0.00032288852565552824
218450 , 25155 , 218450 , 12 ,-0.003096,-0.009503,1.2816399999999988e-07,1.664639999999989e-07,2.9462799999999877e-07,0.0005427964627740298
240295 , 25155 , 240295 , 15 ,-0.002971,-0.009119,5.4289000000000063e-08,5.759999999999863e-10,5.486500000000005e-08,0.00023423279018958907
262140 , 25155 , 262140 , 15 ,-0.002867,-0.008799,1.6641000000000053e-08,8.761600000000067e-08,1.0425700000000072e-07,0.00032288852565552824
283985 , 25155 , 283985 , 15 ,-0.002779,-0.008528,1.680999999999984e-09,3.2148899999999976e-07,3.2316999999999974e-07,0.0005684804306218462
305830 , 25155 , 305830 , 16 ,-0.002826,-0.008673,7.743999999999995e-09,1.7808400000000042e-07,1.858280000000004e-07,0.0004310777192108175
327675 , 25155 , 327675 , 19 ,-0.002867,-0.008799,1.6641000000000053e-08,8.761600000000067e-08,1.0425700000000072e-07,0.00032288852565552824
349520 , 25156 , 349520 , 25 ,-0.002795,-0.008579,3.249000000000022e-09,2.6625600000000085e-07,2.6950500000000085e-07,0.0005191387097876645
371365 , 25156 , 371365 , 26 ,-0.002732,-0.008385,3.5999999999999145e-11,5.041000000000008e-07,5.041360000000009e-07,0.0007100253516600663
393210 , 40075 , 393210 , 29 ,-0.002867,-0.008799,1.6641000000000053e-08,8.761600000000067e-08,1.0425700000000072e-07,0.00032288852565552824
415055 , 40075 , 415055 , 32 ,-0.002716,-0.008336,4.839999999999949e-10,5.760810000000015e-07,5.765650000000015e-07,0.0007593187736385829
436900 , 40075 , 436900 , 32 ,-0.00258,-0.007919,2.4964000000000047e-08,1.382976e-06,1.40794e-06,0.0011865664751711132
458745 , 40075 , 458745 , 34 ,-0.002539,-0.007793,3.9600999999999985e-08,1.6952040000000027e-06,1.7348050000000028e-06,0.0013171199641642377
480590 , 40075 , 480590 , 35 ,-0.002424,-0.007439,9.859600000000003e-08,2.742336000000001e-06,2.840932000000001e-06,0.0016855064520790186
502435 , 40075 , 502435 , 37 ,-0.00344,-0.010559,4.928039999999999e-07,2.143296e-06,2.6361e-06,0.001623607095328177
524280 , 40075 , 524280 , 39 ,-0.00344,-0.010559,4.928039999999999e-07,2.143296e-06,2.6361e-06,0.001623607095328177
546125 , 40076 , 546125 , 39 ,-0.003303,-0.010136,3.1922499999999995e-07,1.0836809999999968e-06,1.4029059999999967e-06,0.0011844433291635344
567970 , 40076 , 567970 , 41 ,-0.003242,-0.009949,2.540160000000001e-07,7.293159999999981e-07,9.83331999999998e-07,0.0009916309797500268
589815 , 40076 , 589815 , 42 ,-0.003249,-0.009972,2.611210000000002e-07,7.691289999999988e-07,1.030249999999999e-06,0.0010150123151962242
611660 , 40076 , 611660 , 45 ,-0.003133,-0.009616,1.5602499999999997e-07,2.7144099999999886e-07,4.2746599999999883e-07,0.0006538088405642729
633505 , 40076 , 633505 , 48 ,-0.003254,-0.010194,2.6625599999999995e-07,1.2078009999999984e-06,1.4740569999999984e-06,0.0012141074911225934
655350 , 48404 , 655350 , 52 ,-0.003317,-0.010207,3.352410000000001e-07,1.2365440000000003e-06,1.5717850000000004e-06,0.0012537084988146169
677195 , 48404 , 677195 , 53 ,-0.003377,-0.010559,4.0832099999999976e-07,2.143296e-06,2.551617e-06,0.0015973781643680999
