Alg,Circuit,DType,R_label,qubits,depth,time,init,final,samples,nodes,threads,paths,nzero_paths,estR,estI,varR,varI
IS_V,315,SP,1,15,55,43144976,0,0,1073741824,1,128,1073741824,130935,-2.19287165e-03,-1.76335289e-03,8.30215583e-07,2.81186931e-06
IS_V,315,SP,2,15,55,43576628,0,0,1073741824,1,128,1073741824,131740,3.93514056e-03,-4.70891222e-03,2.72155285e-05,2.13667863e-05
IS_V,315,SP,3,15,55,44040660,0,0,1073741824,1,128,1073741824,131558,-2.56393990e-03,1.95230020e-03,1.64411358e-06,4.15666545e-06
