trueR , trueI
0.500000 , -0.000000
n_samples , n_paths , estimateR , estimateI, varianceR, varianceI
1024 , 4096 , 0.457031 , -0.001953, 0.001846, 0.000004
2048 , 8192 , 0.504639 , 0.034912, 0.000022, 0.001219
3072 , 12288 , 0.515625 , 0.048828, 0.000244, 0.002384
4096 , 16384 , 0.500122 , 0.040894, 0.000000, 0.001672
5120 , 20480 , 0.495410 , 0.033887, 0.000021, 0.001148
6144 , 24576 , 0.504639 , 0.023519, 0.000022, 0.000553
7168 , 28672 , 0.495257 , 0.023996, 0.000022, 0.000576
8192 , 32768 , 0.502869 , 0.015320, 0.000008, 0.000235
9216 , 36864 , 0.497776 , 0.017415, 0.000005, 0.000303
10240 , 40960 , 0.496973 , 0.013867, 0.000009, 0.000192
11264 , 45056 , 0.496848 , 0.001465, 0.000010, 0.000002
12288 , 49152 , 0.497803 , -0.003499, 0.000005, 0.000012
13312 , 53248 , 0.495568 , -0.005859, 0.000020, 0.000034
14336 , 57344 , 0.498291 , -0.004150, 0.000003, 0.000017
15360 , 61440 , 0.498665 , -0.000358, 0.000002, 0.000000
16384 , 65536 , 0.499359 , -0.001129, 0.000000, 0.000001
17408 , 69632 , 0.499627 , -0.004682, 0.000000, 0.000022
18432 , 73728 , 0.499295 , -0.003635, 0.000000, 0.000013
19456 , 77824 , 0.498998 , -0.002236, 0.000001, 0.000005
20480 , 81920 , 0.499316 , -0.000977, 0.000000, 0.000001
21504 , 86016 , 0.496187 , -0.001814, 0.000015, 0.000003
22528 , 90112 , 0.493630 , -0.000377, 0.000041, 0.000000
23552 , 94208 , 0.492103 , 0.003991, 0.000062, 0.000016
24576 , 98304 , 0.495341 , 0.005880, 0.000022, 0.000035
25600 , 102400 , 0.496055 , 0.004219, 0.000016, 0.000018
26624 , 106496 , 0.500263 , 0.004094, 0.000000, 0.000017
27648 , 110592 , 0.494954 , 0.005877, 0.000025, 0.000035
28672 , 114688 , 0.494978 , 0.004778, 0.000025, 0.000023
29696 , 118784 , 0.492356 , 0.005321, 0.000058, 0.000028
30720 , 122880 , 0.493457 , 0.005143, 0.000043, 0.000026
31744 , 126976 , 0.491542 , 0.005025, 0.000072, 0.000025
32768 , 131072 , 0.494202 , 0.005341, 0.000034, 0.000029
33792 , 135168 , 0.494585 , 0.004261, 0.000029, 0.000018
34816 , 139264 , 0.492762 , 0.004825, 0.000052, 0.000023
35840 , 143360 , 0.493108 , 0.005190, 0.000047, 0.000027
36864 , 147456 , 0.492716 , 0.005710, 0.000053, 0.000033
37888 , 151552 , 0.491660 , 0.007654, 0.000070, 0.000059
38912 , 155648 , 0.491506 , 0.005281, 0.000072, 0.000028
39936 , 159744 , 0.494253 , 0.004970, 0.000033, 0.000025
40960 , 163840 , 0.494080 , 0.004993, 0.000035, 0.000025
41984 , 167936 , 0.494593 , 0.004859, 0.000029, 0.000024
43008 , 172032 , 0.494582 , 0.005162, 0.000029, 0.000027
44032 , 176128 , 0.493289 , 0.006348, 0.000045, 0.000040
45056 , 180224 , 0.494718 , 0.007302, 0.000028, 0.000053
46080 , 184320 , 0.495182 , 0.008095, 0.000023, 0.000066
47104 , 188416 , 0.497580 , 0.008683, 0.000006, 0.000075
48128 , 192512 , 0.496125 , 0.008488, 0.000015, 0.000072
49152 , 196608 , 0.495107 , 0.008942, 0.000024, 0.000080
50176 , 200704 , 0.495486 , 0.007723, 0.000020, 0.000060
51200 , 204800 , 0.494902 , 0.007578, 0.000026, 0.000057
52224 , 208896 , 0.495031 , 0.007286, 0.000025, 0.000053
53248 , 212992 , 0.495108 , 0.006526, 0.000024, 0.000043
54272 , 217088 , 0.494528 , 0.005841, 0.000030, 0.000034
55296 , 221184 , 0.494430 , 0.005588, 0.000031, 0.000031
56320 , 225280 , 0.495321 , 0.006436, 0.000022, 0.000041
57344 , 229376 , 0.496198 , 0.006330, 0.000014, 0.000040
58368 , 233472 , 0.494877 , 0.006305, 0.000026, 0.000040
59392 , 237568 , 0.494932 , 0.006129, 0.000026, 0.000038
60416 , 241664 , 0.494190 , 0.005744, 0.000034, 0.000033
61440 , 245760 , 0.493758 , 0.005965, 0.000039, 0.000036
62464 , 249856 , 0.494061 , 0.006676, 0.000035, 0.000045
63488 , 253952 , 0.495692 , 0.006734, 0.000019, 0.000045
64512 , 258048 , 0.494505 , 0.006208, 0.000030, 0.000039
65536 , 262144 , 0.495033 , 0.006538, 0.000025, 0.000043
