Alg,Circuit,DType,R_label,qubits,depth,time,init,final,samples,nodes,threads,paths,nzero_paths,estR,estI,varR,varI
IS_V,196,SP,1,15,22,4324868,0,0,536870912,1,128,536870912,36481,5.56422491e-03,-6.96969044e-04,3.68043084e-06,1.69731129e-06
IS_V,196,SP,2,15,22,6115427,0,0,536870912,1,128,536870912,36562,3.67418374e-03,6.58947683e-04,8.06770650e-10,2.82042567e-09
IS_V,196,SP,3,15,22,6271255,0,0,536870912,1,128,536870912,36413,4.17111348e-03,5.11767401e-04,2.75975225e-07,8.84965434e-09
