trueR , trueI
0.003646 , 0.000606
n_samples , time, n_paths , n_NZero_paths , estimateR , estimateI , varianceR , varianceI,var,L2
10922 , 51051 , 240284 , 11434 ,0.005651,-0.000223,4.020025e-06,6.872409999999999e-07,4.707265999999999e-06,0.0021696234696370704
21844 , 53378 , 480568 , 22828 ,0.00378,0.000507,1.7956000000000002e-08,9.801000000000005e-09,2.7757000000000008e-08,0.00016660432167263852
32766 , 53497 , 720852 , 34254 ,0.005511,-0.000185,3.4782250000000013e-06,6.256810000000001e-07,4.103906000000001e-06,0.0020258099614722013
43688 , 53542 , 961136 , 45660 ,0.004337,-0.000953,4.774809999999997e-07,2.430481e-06,2.9079619999999997e-06,0.0017052747579202594
54610 , 61493 , 1201420 , 57049 ,0.003383,0.000509,6.916899999999988e-08,9.408999999999995e-09,7.857799999999987e-08,0.0002803176769310132
65532 , 83005 , 1441704 , 68482 ,0.003228,0.001954,1.7472399999999997e-07,1.817104e-06,1.991828e-06,0.0014113213666631708
76454 , 83025 , 1681988 , 79884 ,0.003492,0.001675,2.371600000000002e-08,1.142761e-06,1.1664770000000002e-06,0.0010800356475598387
87376 , 92917 , 1922272 , 91303 ,0.003861,0.002067,4.6224999999999966e-08,2.1345209999999996e-06,2.1807459999999997e-06,0.001476734911891772
98298 , 101704 , 2162556 , 102685 ,0.004635,0.001838,9.781210000000006e-07,1.5178240000000001e-06,2.4959450000000007e-06,0.0015798560060967584
109220 , 103713 , 2402840 , 114074 ,0.003999,0.001698,1.24609e-07,1.1924640000000003e-06,1.3170730000000004e-06,0.0011476380091300568
120142 , 103736 , 2643124 , 125478 ,0.004616,0.002591,9.409000000000007e-07,3.940224999999999e-06,4.881125e-06,0.002209326820549644
131064 , 103917 , 2883408 , 136864 ,0.004665,0.002442,1.0383609999999999e-06,3.3708960000000005e-06,4.409257e-06,0.002099823087786207
141986 , 105487 , 3123692 , 148274 ,0.004344,0.002006,4.872039999999998e-07,1.96e-06,2.4472039999999997e-06,0.001564354179845472
152908 , 111290 , 3363976 , 159668 ,0.003942,0.002478,8.761600000000015e-08,3.5043840000000007e-06,3.592000000000001e-06,0.0018952572384771417
163830 , 132407 , 3604260 , 171092 ,0.003539,0.002356,1.1448999999999977e-08,3.0625000000000003e-06,3.073949e-06,0.001753268091308343
