trueR,trueI
3.645780e-03,6.058400e-04
n_samples,time,n_paths,n_NZero_paths,estimateR,estimateI,varianceR,varianceI
16384,52190,360448,12685,-1.051690e-03,3.246671e-03,2.206623e-05,6.973989e-06
32768,52193,720896,25460,-2.913135e-03,5.910916e-03,4.301937e-05,2.814383e-05
49152,52193,1081344,38249,-2.938622e-03,6.139155e-03,4.335435e-05,3.061757e-05
65536,52197,1441792,51144,-9.743080e-04,4.349476e-03,2.134521e-05,1.401481e-05
81920,52209,1802240,63803,-4.630293e-04,3.664218e-03,1.688232e-05,9.353678e-06
98304,52235,2162688,76545,-1.662004e-03,4.963273e-03,2.817257e-05,1.898722e-05
114688,52243,2523136,89301,-1.531659e-03,4.698718e-03,2.680588e-05,1.675165e-05
131072,52243,2883584,102025,-1.815694e-03,4.875386e-03,2.982770e-05,1.822902e-05
147456,52257,3244032,114757,-1.467184e-03,4.722408e-03,2.614240e-05,1.694613e-05
163840,52260,3604480,127581,-1.234210e-03,4.135792e-03,2.381430e-05,1.246056e-05
180224,52277,3964928,140316,-2.121823e-03,3.797213e-03,3.326525e-05,1.018486e-05
196608,52279,4325376,152995,-1.521243e-03,3.379913e-03,2.669812e-05,7.695478e-06
212992,52284,4685824,165832,-1.156323e-03,3.228249e-03,2.306019e-05,6.877029e-06
229376,52291,5046272,178620,-9.473615e-04,3.517875e-03,2.109695e-05,8.479948e-06
245760,52300,5406720,191446,-3.816459e-04,3.098644e-03,1.622016e-05,6.214070e-06
262144,52305,5767168,204136,-3.547622e-04,2.968253e-03,1.600434e-05,5.580997e-06
278528,52310,6127616,216872,-2.085350e-04,3.126190e-03,1.485574e-05,6.352166e-06
294912,52310,6488064,229684,-2.435672e-04,3.239428e-03,1.512702e-05,6.935788e-06
311296,52316,6848512,242325,-4.371383e-04,3.347109e-03,1.667022e-05,7.514554e-06
327680,52322,7208960,255036,-6.118565e-04,3.477066e-03,1.812747e-05,8.243940e-06
344064,52329,7569408,267760,-3.262538e-04,3.382295e-03,1.577705e-05,7.708701e-06
360448,52346,7929856,280561,-2.861749e-04,3.310821e-03,1.546027e-05,7.316920e-06
376832,52346,8290304,293280,1.241626e-05,3.204234e-03,1.320133e-05,6.751653e-06
393216,52348,8650752,306135,2.500151e-04,2.993066e-03,1.153122e-05,5.698847e-06
409600,52348,9011200,318924,3.761894e-04,2.912308e-03,1.069022e-05,5.319795e-06
425984,52349,9371648,331790,4.621751e-04,2.800258e-03,1.013534e-05,4.815472e-06
442368,52359,9732096,344642,9.363854e-04,2.534413e-03,7.340820e-06,3.719395e-06
458752,52366,10092544,357435,1.084013e-03,2.437633e-03,6.562652e-06,3.355464e-06
475136,52366,10452992,370163,1.000706e-03,2.724615e-03,6.996416e-06,4.489207e-06
491520,52368,10813440,382916,9.501241e-04,2.616297e-03,7.266561e-06,4.041935e-06
507904,52372,11173888,395701,1.016801e-03,2.527589e-03,6.911532e-06,3.693119e-06
524288,52377,11534336,408619,1.272473e-03,2.493825e-03,5.632588e-06,3.564488e-06
540672,52378,11894784,421371,1.590419e-03,2.267513e-03,4.224510e-06,2.761157e-06
557056,52381,12255232,434154,1.693079e-03,2.174395e-03,3.813042e-06,2.460366e-06
573440,52384,12615680,446896,2.055936e-03,1.977924e-03,2.527602e-06,1.882613e-06
589824,52384,12976128,459623,2.051357e-03,1.950005e-03,2.542183e-06,1.806779e-06
606208,52387,13336576,472539,2.057981e-03,1.993725e-03,2.521107e-06,1.926225e-06
622592,52387,13697024,485393,2.262109e-03,1.858231e-03,1.914546e-06,1.568483e-06
638976,52394,14057472,498185,2.344957e-03,1.704618e-03,1.692140e-06,1.207314e-06
655360,52397,14417920,510916,2.513049e-03,1.572411e-03,1.283080e-06,9.342593e-07
671744,52398,14778368,523733,2.530352e-03,1.643863e-03,1.244181e-06,1.077492e-06
688128,52403,15138816,536596,2.460731e-03,1.417126e-03,1.404340e-06,6.581843e-07
704512,52403,15499264,549448,2.553823e-03,1.317826e-03,1.192371e-06,5.069244e-07
720896,52405,15859712,562220,2.751193e-03,1.207408e-03,8.002859e-07,3.618840e-07
737280,52407,16220160,575020,2.677657e-03,1.295086e-03,9.372619e-07,4.750597e-07
753664,52415,16580608,587994,2.869470e-03,1.188710e-03,6.026576e-07,3.397374e-07
770048,52441,16941056,600802,2.918553e-03,1.228456e-03,5.288587e-07,3.876501e-07
786432,52454,17301504,613566,3.056671e-03,1.173634e-03,3.470495e-07,3.223904e-07
802816,52486,17661952,626226,3.010427e-03,1.146303e-03,4.036739e-07,2.921003e-07
819200,52488,18022400,638881,2.724411e-03,1.080643e-03,8.489205e-07,2.254380e-07
835584,52499,18382848,651552,2.749444e-03,1.409152e-03,8.034179e-07,6.453099e-07
851968,52500,18743296,664277,2.792745e-03,1.337581e-03,7.276693e-07,5.354443e-07
868352,52658,19103744,677056,2.876027e-03,1.277189e-03,5.925190e-07,4.507092e-07
884736,52710,19464192,689787,2.987328e-03,1.218893e-03,4.335585e-07,3.758338e-07
901120,52728,19824640,702611,2.926717e-03,1.211556e-03,5.170519e-07,3.668918e-07
917504,52734,20185088,715373,3.084719e-03,1.014212e-03,3.147890e-07,1.667677e-07
933888,53721,20545536,728242,3.056345e-03,1.009034e-03,3.474342e-07,1.625656e-07
950272,53826,20905984,741151,2.874877e-03,1.243408e-03,5.942921e-07,4.064932e-07
966656,53844,21266432,753871,3.147781e-03,1.156330e-03,2.480027e-07,3.030388e-07
983040,53844,21626880,766776,3.221810e-03,1.089431e-03,1.797503e-07,2.338598e-07
999424,53863,21987328,779443,3.205296e-03,1.071341e-03,1.940263e-07,2.166907e-07
1015808,53866,22347776,792165,3.155904e-03,1.081871e-03,2.399782e-07,2.266053e-07
1032192,53888,22708224,804923,3.172537e-03,1.054768e-03,2.239591e-07,2.015367e-07
1048576,53901,23068672,817734,3.180298e-03,1.013890e-03,2.166735e-07,1.665051e-07
1064960,53903,23429120,830561,3.064660e-03,1.074490e-03,3.377004e-07,2.196324e-07
1081344,53905,23789568,843307,2.989746e-03,1.137816e-03,4.303807e-07,2.829990e-07
1097728,53906,24150016,855931,2.889525e-03,1.210933e-03,5.719215e-07,3.661371e-07
1114112,53920,24510464,868574,2.813597e-03,1.260073e-03,6.925290e-07,4.280204e-07
1130496,53941,24870912,881317,2.873514e-03,1.202896e-03,5.963954e-07,3.564760e-07
1146880,53952,25231360,894176,2.948199e-03,1.139447e-03,4.866187e-07,2.847369e-07
1163264,53955,25591808,906925,3.164694e-03,7.484786e-04,2.314434e-07,2.034578e-08
1179648,53957,25952256,919797,3.248664e-03,6.862919e-04,1.577013e-07,6.472507e-09
1196032,53965,26312704,932572,3.294926e-03,6.354038e-04,1.230985e-07,8.740175e-10
1212416,53976,26673152,945366,3.328936e-03,6.158240e-04,1.003900e-07,9.968047e-11
1228800,53989,27033600,958174,3.335507e-03,6.434686e-04,9.626957e-08,1.415914e-09
1245184,53994,27394048,970941,3.385379e-03,6.137174e-04,6.780871e-08,6.205279e-11
1261568,53996,27754496,983795,2.936743e-03,8.240699e-04,5.027329e-07,4.762429e-08
1277952,54003,28114944,996566,3.014906e-03,7.662343e-04,3.980022e-07,2.572633e-08
1294336,54004,28475392,1009293,3.069332e-03,1.076131e-03,3.322925e-07,2.211734e-07
1310720,54014,28835840,1022000,3.039108e-03,1.136349e-03,3.680511e-07,2.814398e-07
1327104,54027,29196288,1034749,2.964029e-03,1.169094e-03,4.647847e-07,3.172549e-07
1343488,54038,29556736,1047557,3.023442e-03,1.122685e-03,3.873042e-07,2.671291e-07
1359872,54047,29917184,1060424,3.093251e-03,1.072968e-03,3.052880e-07,2.182081e-07
1376256,54049,30277632,1073228,3.200660e-03,1.022653e-03,1.981323e-07,1.737332e-07
1392640,54053,30638080,1086082,3.263789e-03,9.730454e-04,1.459172e-07,1.348398e-07
1409024,54056,30998528,1098863,3.343261e-03,9.266148e-04,9.151800e-08,1.028965e-07
1425408,54059,31358976,1111652,3.292119e-03,9.405008e-04,1.250764e-07,1.119978e-07
1441792,54093,31719424,1124481,3.286993e-03,9.631139e-04,1.287282e-07,1.276446e-07
