Alg,Circuit,DType,R_label,qubits,depth,time,init,final,samples,nodes,threads,paths,nzero_paths,estR,estI,varR,varI
BD_V,196,SP,1,15,22,9968922,0,0,536870912,1,128,11811160064,418554296,3.50753893e-03,7.72922533e-04,1.91106011e-08,2.79165722e-08
BD_V,196,SP,3,15,22,14265797,0,0,536870912,1,128,11811160064,418580748,4.11575427e-03,3.62093124e-04,2.20875791e-07,5.94125424e-08
BD_V,196,SP,2,15,22,13692034,0,0,536870912,1,128,11811160064,418571127,3.65183968e-03,3.50569579e-04,3.67193637e-11,6.51629861e-08
