circuitID,qubits,psi0,0r,0i,1r,1i,2r,2i,3r,3i,4r,4i,5r,5i,6r,6i,7r,7i,8r,8i,9r,9i,10r,10i,11r,11i,12r,12i,13r,13i,14r,14i,15r,15i,16r,16i,17r,17i,18r,18i,19r,19i,20r,20i,21r,21i,22r,22i,23r,23i,24r,24i,25r,25i,26r,26i,27r,27i,28r,28i,29r,29i,30r,30i,31r,31i
305,5,0,-0.10446163,0.10669417,0.22217912,-0.01830583,-0.13379077,-0.01830583,-0.05026844,-0.01830583,0.16919417,-0.22732863,-0.13258252,-0.0920296,0.04419417,-0.12135874,0.04419417,-0.32299949,-0.0898966,-0.01830583,0.09717912,-0.01830583,-0.00879077,-0.01830583,0.31784997,0.10669417,0.04419417,0.23461114,0.04419417,-0.2170296,-0.13258252,0.00364126,0.16919417,0.13894028,-0.07801893,0.11463058,-0.07801893,0.16640728,0.11463058,-0.07801893,-0.01036942,-0.07801893,-0.09996601,-0.06335436,0.02503399,-0.06335436,0.18835436,-0.02503399,0.18835436,0.27674271,-0.07801893,-0.01036942,0.04698107,-0.01036942,-0.01036942,0.09875777,-0.01036942,0.04698107,0.02503399,0.11342234,0.02503399,-0.18835436,0.18835436,0.09996601,0.06335436,0.09996601
