n_samples,time,n_paths,n_NZero_paths,estimateR,estimateI,variance,varianceVar
16384,38246,278528,27781,-0.12476026666666666,0.10459706666666667,0.0006388596052000001,2.0745003811919723e-07
32768,38247,557056,55613,-0.11131725999999999,0.11192063000000001,0.0005177058666666666,6.033805034282895e-08
49152,38263,835584,83386,-0.11435924000000001,0.10916370333333332,0.0004444479533333333,1.3914322647514765e-08
65536,38286,1114112,111248,-0.11475769000000001,0.11489062333333333,0.000640762,6.297158724576002e-08
81920,38313,1392640,138739,-0.11401089999999998,0.11061633333333333,0.0004563301543333333,5.589987150773312e-09
98304,38322,1671168,166222,-0.10997467333333333,0.11266916666666667,0.00031228918,1.3746040124012488e-08
114688,38322,1949696,193907,-0.10991283333333333,0.10801062,0.000299373319,1.4815069862916962e-09
131072,38356,2228224,221298,-0.10752827,0.10688017999999999,0.00022580587343333332,5.79146097356526e-10
147456,38375,2506752,248768,-0.10946908,0.10565254,0.00018271125333333335,6.795047195659351e-09
163840,38377,2785280,276326,-0.10959406666666667,0.10737530333333334,0.00014581334266666667,9.21935262957002e-09
180224,38378,3063808,303784,-0.10950156666666666,0.10745453333333332,0.00013154405266666667,1.0961209192272365e-08
196608,38395,3342336,331525,-0.11022623333333333,0.10720863333333334,9.724491233333332e-05,2.90544514576606e-09
212992,38398,3620864,358907,-0.10932423333333334,0.1065219,7.355635266666667e-05,1.4211508314100067e-09
229376,38408,3899392,386337,-0.10986806666666665,0.10535699999999999,7.472175500000001e-05,1.0266332587568437e-09
245760,38414,4177920,413977,-0.11115593333333333,0.10473462,9.912605791333335e-05,4.191244072608931e-09
262144,38426,4456448,441261,-0.11005023333333332,0.10446681333333334,9.4083125e-05,2.8429449122471253e-09
278528,38430,4734976,468625,-0.10950123333333334,0.10424082,6.443328266666667e-05,1.0885222746605559e-09
294912,38434,5013504,496196,-0.10905883333333334,0.10398126666666667,4.544537766666666e-05,9.261458949541955e-11
311296,38441,5292032,524070,-0.10870056666666666,0.10531406666666666,3.635225757000001e-05,3.703577527017746e-10
327680,38442,5570560,551751,-0.10781776666666666,0.1052077,2.300673200333333e-05,1.1807682728495398e-10
344064,38446,5849088,579296,-0.10697823333333334,0.10496013333333332,2.995399742833333e-05,9.578574784629758e-11
360448,38449,6127616,607088,-0.1071364,0.10563796666666668,2.988298206393333e-05,4.516919618411555e-11
376832,38450,6406144,634715,-0.10750589999999999,0.1062368,3.0227867933333335e-05,1.0823549810881742e-10
393216,38453,6684672,662135,-0.10711336666666667,0.10578416666666667,3.157341173333334e-05,2.4612627740317217e-10
409600,38462,6963200,689701,-0.1069237,0.10656813333333333,2.6875620233333334e-05,2.4854790238515357e-10
425984,38464,7241728,717081,-0.106893,0.1060973,1.9774622731433335e-05,2.590916205752569e-10
442368,38465,7520256,744465,-0.10614236666666665,0.10650463333333333,1.402034422e-05,5.573027879228335e-11
458752,38466,7798784,772089,-0.10602033333333334,0.1055959,1.38296679406e-05,1.7379714779281493e-10
475136,38472,8077312,799791,-0.10648993333333334,0.10538193333333334,1.7696066566666667e-05,3.85408561382083e-10
491520,38480,8355840,827240,-0.10634106666666666,0.10566466666666667,2.00806593e-05,3.035813363481919e-10
507904,38485,8634368,854675,-0.10590636666666665,0.10556159999999999,1.4151521333333334e-05,1.838843656700548e-10
524288,38486,8912896,882214,-0.10493503333333333,0.10565883333333333,1.4299071533333334e-05,4.3045229588107736e-11
540672,38494,9191424,909929,-0.10512213333333333,0.10530426666666666,1.3432739066666666e-05,1.2771188384844267e-11
557056,38502,9469952,937673,-0.10523356666666667,0.10508460000000001,1.2502311733333335e-05,2.660754671293396e-11
573440,38510,9748480,965290,-0.10484693333333334,0.10522983333333334,1.6615456666666666e-05,1.5080986999896236e-11
589824,38514,10027008,993013,-0.10486993333333333,0.1050592,1.6150631333333332e-05,5.9059301024976025e-12
606208,38519,10305536,1020693,-0.10483710333333333,0.105137,2.0909824333333336e-05,2.8546526905273434e-11
622592,38522,10584064,1048566,-0.10517786666666668,0.1057849,1.7384342e-05,1.9932335370848708e-11
638976,38525,10862592,1075867,-0.10529686666666667,0.10558916666666666,1.4971872000000002e-05,1.611758303246066e-11
655360,38526,11141120,1103490,-0.10583666666666668,0.10481776666666666,1.830364089e-05,4.698251651876519e-11
671744,38540,11419648,1131163,-0.10572526666666666,0.10441873333333333,2.25371805e-05,5.16021251395535e-11
688128,38542,11698176,1158844,-0.10580233333333333,0.10447463333333333,2.3651935033333334e-05,7.055522663641176e-11
704512,38547,11976704,1186548,-0.10593983333333334,0.1041949,2.0139634333333332e-05,6.21575857228563e-11
720896,38549,12255232,1214002,-0.10587593333333334,0.1049369,1.76119921e-05,2.6193810668401127e-11
737280,38555,12533760,1241643,-0.10554340000000001,0.10514886666666667,1.8025690366666667e-05,1.6255583342276785e-11
753664,38557,12812288,1269035,-0.10584246666666668,0.1050108,1.84894373e-05,4.5270615842087275e-11
770048,38565,13090816,1296706,-0.105419,0.10557236666666665,1.4028234559999999e-05,2.7400407517732435e-11
786432,38566,13369344,1324399,-0.10502303333333333,0.10560936666666666,1.6080755866666667e-05,2.1681918780386028e-11
802816,38568,13647872,1352402,-0.10517186666666667,0.10551586666666668,1.28027558909e-05,8.357826068567026e-12
819200,38574,13926400,1380398,-0.10534313333333334,0.10535349999999999,1.26762141e-05,3.634206045776775e-11
835584,38580,14204928,1408058,-0.10537506666666667,0.10570283333333334,1.2067266453e-05,1.2961893620792665e-11
851968,38582,14483456,1435582,-0.10531926666666667,0.10584843333333334,1.2953869233333333e-05,1.3353979120130317e-11
868352,38582,14761984,1463143,-0.1054325,0.10595613333333333,1.4444140833333335e-05,2.4741826680173988e-11
884736,38586,15040512,1490682,-0.10530103333333334,0.1059626,1.5295096066666668e-05,4.5501818396605084e-11
901120,38589,15319040,1518270,-0.10533193333333335,0.10577323333333333,1.3101066596666667e-05,6.614227375893349e-11
917504,38592,15597568,1545964,-0.1052671,0.10535290000000001,1.3135564e-05,7.820851673642874e-11
933888,38595,15876096,1573742,-0.10541443333333333,0.10548866666666668,1.6414006166666667e-05,9.733503437246274e-11
950272,38599,16154624,1601659,-0.10575503333333332,0.10552046666666666,1.36576026e-05,1.2011663758444424e-10
966656,38612,16433152,1629031,-0.10572923333333334,0.1052592,1.54379973e-05,1.7976109942811028e-10
