Alg,Circuit,DType,R_label,qubits,depth,time,init,final,samples,nodes,threads,paths,nzero_paths,estR,estI,varR,varI
IS_V,305,SP,1,5,17,273771,0,0,33554432,1,128,33554432,4196699,-1.04591504e-01,1.06155090e-01,1.67718017e-08,2.90421781e-07
IS_V,305,SP,2,5,17,274055,0,0,33554432,1,128,33554432,4193452,-1.04521722e-01,1.06565505e-01,3.56693874e-09,1.65103771e-08
IS_V,305,SP,3,5,17,242777,0,0,33554432,1,128,33554432,4194285,-1.03992015e-01,1.06701165e-01,2.20883663e-07,5.13724618e-11
