Alg,Circuit,DType,R_label,qubits,depth,time,init,final,samples,nodes,threads,paths,nzero_paths,estR,estI,varR,varI
BD_V,305,SP,1,5,17,547447,0,0,33554432,1,128,570425344,56608832,-1.04196094e-01,1.06824584e-01,7.07048144e-08,1.70527894e-08
BD_V,305,SP,2,5,17,536438,0,0,33554432,1,128,570425344,56631191,-1.04663171e-01,1.06354892e-01,4.04706277e-08,1.14992694e-07
BD_V,305,SP,3,5,17,546721,0,0,33554432,1,128,570425344,56615285,-1.04195856e-01,1.05491914e-01,7.08316676e-08,1.44500621e-06
