trueR , trueI
-0.104462 , 0.106694
n_samples , time, n_paths , n_NZero_paths , estimateR , estimateI , varianceR , varianceI,var,L2
43690 , 30077 , 43690 , 5447 ,-0.110313,0.109169,3.423420099999994e-05,6.125625000000025e-06,4.035982599999996e-05,0.006352938375271711
87380 , 30354 , 87380 , 10970 ,-0.102485,0.101917,3.908528999999971e-06,2.2819729000000034e-05,2.6728258000000005e-05,0.005169937910652313
131070 , 31222 , 131070 , 16495 ,-0.107357,0.104653,8.38102499999997e-06,4.1656810000000045e-06,1.2546705999999974e-05,0.0035421329732238985
174760 , 35463 , 174760 , 21749 ,-0.104764,0.104647,9.120399999999802e-08,4.190208999999973e-06,4.28141299999997e-06,0.0020691575580414293
218450 , 38535 , 218450 , 27242 ,-0.104047,0.103706,1.7222499999999894e-07,8.928143999999945e-06,9.100368999999943e-06,0.003016681786334108
262140 , 42221 , 262140 , 32721 ,-0.103761,0.10436,4.914009999999906e-07,5.4475560000000125e-06,5.938957000000003e-06,0.002436997537955261
305830 , 42397 , 305830 , 38099 ,-0.102927,0.104883,2.3562249999999835e-06,3.279720999999975e-06,5.635945999999958e-06,0.0023740147430039178
349520 , 42476 , 349520 , 43648 ,-0.103376,0.105337,1.1793960000000078e-06,1.841448999999992e-06,3.0208449999999997e-06,0.0017380578241243873
393210 , 43334 , 393210 , 49150 ,-0.104291,0.105969,2.9241000000001532e-08,5.256250000000049e-07,5.548660000000064e-07,0.0007448932809470135
436900 , 43438 , 436900 , 54636 ,-0.104916,0.105662,2.0611599999999644e-07,1.065023999999982e-06,1.2711399999999784e-06,0.001127448446714961
480590 , 48220 , 480590 , 60017 ,-0.104014,0.10575,2.0070400000000354e-07,8.911360000000007e-07,1.0918400000000044e-06,0.0010449114795043667
524280 , 49575 , 524280 , 65600 ,-0.102952,0.10572,2.2800999999999924e-06,9.486760000000052e-07,3.2287759999999975e-06,0.0017968795173856252
567970 , 59635 , 567970 , 71065 ,-0.103427,0.105843,1.0712249999999882e-06,7.242009999999841e-07,1.7954259999999723e-06,0.0013399350730539045
611660 , 60088 , 611660 , 76451 ,-0.103624,0.106494,7.022440000000091e-07,3.999999999999674e-08,7.422440000000058e-07,0.0008615358379080965
655350 , 60672 , 655350 , 81804 ,-0.104171,0.106509,8.468099999999976e-08,3.422499999999657e-08,1.1890599999999634e-07,0.0003448274931034304
699040 , 65090 , 699040 , 87306 ,-0.105046,0.106839,3.410560000000014e-07,2.1025000000001808e-08,3.620810000000032e-07,0.0006017316677722747
742730 , 68264 , 742730 , 92751 ,-0.105206,0.106838,5.535359999999921e-07,2.0736000000001507e-08,5.742719999999936e-07,0.0007578073633846491
786420 , 71765 , 786420 , 98164 ,-0.105496,0.107537,1.0691560000000147e-06,7.106489999999942e-07,1.779805000000009e-06,0.0013340933250713793
830110 , 72090 , 830110 , 103615 ,-0.105895,0.107758,2.053489000000011e-06,1.13209600000002e-06,3.1855850000000308e-06,0.0017848207192880832
873800 , 72396 , 873800 , 109037 ,-0.105892,0.108147,2.0449000000000022e-06,2.1112089999999884e-06,4.15610899999999e-06,0.002038653722435468
917490 , 73174 , 917490 , 114479 ,-0.105546,0.108206,1.1750560000000036e-06,2.2861439999999983e-06,3.4612000000000017e-06,0.0018604300578092157
961180 , 73387 , 961180 , 119989 ,-0.105335,0.107954,7.621289999999979e-07,1.587599999999993e-06,2.349728999999991e-06,0.0015328825786732625
1004870 , 77916 , 1004870 , 125459 ,-0.105621,0.108063,1.3432810000000168e-06,1.874161000000025e-06,3.2174420000000417e-06,0.001793722944046834
1048560 , 79113 , 1048560 , 130966 ,-0.105342,0.108211,7.744000000000102e-07,2.3012890000000133e-06,3.0756890000000237e-06,0.001753764237290755
1092250 , 89281 , 1092250 , 136427 ,-0.105183,0.108399,5.198409999999992e-07,2.907024999999994e-06,3.4268659999999933e-06,0.0018511796239155166
1135940 , 89889 , 1135940 , 141902 ,-0.105087,0.108683,3.906250000000007e-07,3.956121000000019e-06,4.34674600000002e-06,0.0020848851287301223
1179630 , 90008 , 1179630 , 147470 ,-0.104983,0.107853,2.7144100000000786e-07,1.3432810000000168e-06,1.6147220000000247e-06,0.001270717120369449
1223320 , 94685 , 1223320 , 153080 ,-0.104628,0.108006,2.7555999999999827e-08,1.72134400000002e-06,1.7489000000000198e-06,0.001322459829257592
1267010 , 97947 , 1267010 , 158592 ,-0.104309,0.107569,2.340900000000011e-08,7.656250000000014e-07,7.890340000000015e-07,0.0008882758580531171
1310700 , 101312 , 1310700 , 164113 ,-0.104268,0.107562,3.7635999999999894e-08,7.534240000000133e-07,7.910600000000132e-07,0.0008894155384295988
1354390 , 101800 , 1354390 , 169455 ,-0.104157,0.107455,9.302499999999983e-08,5.791209999999967e-07,6.721459999999965e-07,0.0008198451073221066
1398080 , 102332 , 1398080 , 174928 ,-0.104232,0.107541,5.2899999999997284e-08,7.174090000000009e-07,7.703089999999982e-07,0.0008776724901693103
1441770 , 103001 , 1441770 , 180575 ,-0.104176,0.107346,8.17959999999969e-08,4.2510399999999975e-07,5.068999999999967e-07,0.0007119691004531002
1485460 , 103281 , 1485460 , 186059 ,-0.104285,0.10693,3.13289999999988e-08,5.5696000000000044e-08,8.702499999999884e-08,0.000294999999999998
1529150 , 107556 , 1529150 , 191455 ,-0.10446,0.107218,4.000000000008001e-12,2.745759999999965e-07,2.745799999999965e-07,0.0005240038167799892
1572840 , 108702 , 1572840 , 196886 ,-0.104294,0.106985,2.8224000000000498e-08,8.468099999999976e-08,1.1290500000000026e-07,0.0003360133925902363
1616530 , 118790 , 1616530 , 202310 ,-0.104066,0.106838,1.568159999999949e-07,2.0736000000001507e-08,1.7755199999999643e-07,0.00042136919678590224
