n_samples,time,n_paths,n_NZero_paths,estimateR,estimateI,variance,varianceVar
16384,38098,278528,27516,-0.09619512000000001,0.12193723333333333,0.002578521144,4.549916108580548e-06
32768,38105,557056,55267,-0.10192951666666666,0.11033970666666666,0.0010862113276666667,8.631074467883312e-07
49152,38127,835584,83125,-0.10466384333333334,0.10675576999999999,0.0006321845366666666,1.8129341830635182e-07
65536,38138,1114112,111077,-0.10225255333333333,0.10736101999999999,0.0003445760443666667,7.357854052421425e-08
81920,38139,1392640,138491,-0.10271443333333334,0.10523215333333334,0.00025889932,1.5875073739753394e-08
98304,38152,1671168,166063,-0.09970709,0.10842874666666667,0.00018005682796666663,1.4767505001843125e-08
114688,38153,1949696,193985,-0.10121037333333333,0.10890791,7.4173005e-05,1.5646401496525624e-09
131072,38155,2228224,221553,-0.10286112333333335,0.10859207666666666,5.6112569333333334e-05,4.1284363959637895e-10
147456,38162,2506752,249559,-0.10578383333333334,0.10699259666666668,7.022722049999999e-05,2.8181950042930394e-09
163840,38180,2785280,277132,-0.10591556666666667,0.10757600333333334,7.1045971e-05,2.522666024758266e-09
180224,38182,3063808,304694,-0.10745506666666667,0.10778707666666666,7.631806203333333e-05,4.536907697289692e-09
196608,38183,3342336,332292,-0.10812746666666667,0.10759300000000001,6.497816576666667e-05,3.782867757666836e-09
212992,38200,3620864,360212,-0.10857006666666665,0.10962453333333333,6.37588985e-05,1.7835242988366716e-09
229376,38200,3899392,387724,-0.10785343333333332,0.10945489999999998,4.19576575762e-05,8.908797178282081e-10
245760,38203,4177920,415238,-0.1048733,0.10856213333333332,2.88122888e-05,3.2002879610383405e-10
262144,38207,4456448,442756,-0.10499759999999998,0.10883183333333334,2.85068604e-05,3.9658359179773453e-10
278528,38207,4734976,470494,-0.10438666666666667,0.10892740000000001,1.572231092333333e-05,1.1030979935082694e-11
294912,38209,5013504,498031,-0.10413516333333332,0.10835413333333332,2.9728930520999996e-05,2.5921347435649282e-11
311296,38218,5292032,525921,-0.10478611333333333,0.10804983333333333,2.520895866e-05,1.2753524779806216e-10
327680,38224,5570560,553344,-0.1047393,0.10824653333333334,2.6147293906666666e-05,2.9663098754291056e-11
344064,38233,5849088,581064,-0.1049271,0.10779880000000001,1.2950255099999999e-05,9.874687739625133e-12
360448,38245,6127616,608883,-0.10480849999999999,0.1084831,1.8655512745e-05,3.45731740743958e-11
376832,38247,6406144,636275,-0.1042767,0.1073158,1.1006836423333333e-05,6.982674845085677e-12
393216,38247,6684672,664152,-0.10374406666666668,0.1074117,9.010622466666668e-06,1.6796410671854904e-12
409600,38248,6963200,691559,-0.1042684,0.10739783333333335,1.3173933043333334e-05,2.154403641467403e-11
425984,38248,7241728,719414,-0.10449493333333333,0.1082358,1.8801455333333336e-05,6.838150466136281e-11
