n_samples,time,n_paths,n_NZero_paths,estimateR,estimateI,variance,varianceVar
16384,19166,16384,2040,-0.10781857666666667,0.10431484,0.00018746549633333331,9.592040627697482e-09
32768,19173,32768,4089,-0.09894284666666668,0.11165796666666666,8.848198593333334e-05,2.1165556882955687e-09
49152,19175,49152,6175,-0.10085544,0.11237113333333333,5.961004443333333e-05,8.60406274185299e-10
65536,19177,65536,8203,-0.10402953333333333,0.11413936666666667,8.942188523333333e-05,3.805427645711002e-09
81920,19180,81920,10287,-0.1025891,0.11240030000000001,0.00010038530166666667,9.652894292174817e-09
98304,19182,98304,12333,-0.10182597333333333,0.11473256666666669,0.00013474384140000001,1.6472561565709447e-08
114688,19193,114688,14382,-0.10339919999999998,0.11122789999999999,6.872061634666666e-05,7.936256106456985e-09
131072,19194,131072,16406,-0.1048983,0.11041613333333333,2.8836954026666663e-05,1.1859026615453267e-09
147456,19206,147456,18451,-0.10518403333333333,0.10969016666666669,3.453855979666667e-05,1.4535879843509403e-09
163840,19221,163840,20535,-0.10449366666666667,0.1121522,4.949174023333334e-05,2.7623997676054924e-09
180224,19219,180224,22631,-0.10460653333333332,0.11138203333333334,4.2379750699999995e-05,2.9787292175472696e-09
196608,19220,196608,24662,-0.10512163333333334,0.11045666666666666,3.9697732000000005e-05,2.5123800815329492e-09
212992,19222,212992,26710,-0.10645530000000002,0.10974080000000001,4.2155949533333334e-05,2.3713378290911277e-09
229376,19270,229376,28789,-0.10584500000000001,0.11045356666666667,5.674025696666667e-05,5.226469936468065e-09
245760,19713,245760,30797,-0.1061775,0.11060806666666667,5.2298960833333334e-05,4.639455487359819e-09
262144,19717,262144,32871,-0.10595790000000001,0.11028843333333334,4.222225196073e-05,2.8245501454110404e-09
278528,19732,278528,34869,-0.10497746666666667,0.11034153333333334,3.7897544221333336e-05,1.9532148365153927e-09
294912,19743,294912,36882,-0.10406416666666667,0.11052060000000001,2.9853983533333332e-05,1.199458425992633e-09
311296,19753,311296,38957,-0.10391216666666665,0.11001110000000001,2.9712769630999996e-05,1.3193222292896807e-09
327680,19754,327680,41019,-0.10432523333333332,0.11028936666666667,2.656470911333333e-05,1.0325765183438127e-09
344064,19766,344064,43068,-0.10336156666666667,0.11049096666666665,2.74792324e-05,7.4821479073918e-10
360448,19769,360448,45118,-0.1033642,0.11028183333333334,2.6647800298999997e-05,6.322843465882639e-10
376832,19770,376832,47143,-0.10334943333333334,0.11059789999999999,2.5649290476666667e-05,4.705808240957508e-10
393216,19770,393216,49164,-0.10398086666666667,0.11049159999999998,2.411037801e-05,3.2763667332470283e-10
409600,19770,409600,51215,-0.10431193333333333,0.11052606666666666,2.5192158173333333e-05,4.605420808595914e-10
425984,19772,425984,53253,-0.10441479999999999,0.11059016666666666,2.3949895499999997e-05,2.918619677224936e-10
442368,19772,442368,55274,-0.10487430000000002,0.11077416666666666,2.372067738e-05,3.1189969611887574e-10
458752,19783,458752,57344,-0.10493363333333333,0.11093793333333334,2.4512328116666665e-05,3.9005190944575284e-10
475136,19784,475136,59404,-0.10523519999999999,0.11066353333333334,2.659358316666667e-05,7.118473266656425e-10
491520,19784,491520,61433,-0.10526493333333332,0.11085803333333333,2.6637753413333334e-05,5.869243634909948e-10
507904,19786,507904,63490,-0.10455243333333335,0.11041103333333334,1.9589813166666667e-05,2.5541334129955946e-10
524288,19787,524288,65518,-0.10450773333333334,0.11028893333333334,1.8748732833333334e-05,1.5259268327103283e-10
540672,19794,540672,67587,-0.1042072,0.11038793333333334,1.8361722700000002e-05,7.826888433358522e-11
557056,19795,557056,69621,-0.10448376666666666,0.11035906666666667,1.7343146566666667e-05,9.06262980770178e-11
573440,19798,573440,71697,-0.1043941,0.10994916666666665,1.5195426033333333e-05,1.001776175974312e-10
589824,19798,589824,73695,-0.104294,0.10968490000000002,1.27426874e-05,2.794368302028792e-11
606208,19800,606208,75771,-0.10416226666666667,0.10961993333333332,1.0926309733333333e-05,1.6070101883605086e-11
622592,19802,622592,77819,-0.10436973333333333,0.1091981,8.909999866666666e-06,1.8932039041522167e-11
638976,19803,638976,79876,-0.10470943333333334,0.10913046666666666,8.289353633333333e-06,2.378291196930817e-11
655360,19804,655360,81907,-0.10452053333333333,0.10937593333333334,9.580131666666666e-06,3.148898931619624e-11
671744,19805,671744,83967,-0.10471473333333332,0.10949216666666667,1.0227145233333332e-05,3.09412143141074e-11
688128,19806,688128,86032,-0.10466703333333333,0.10962946666666668,1.0995774433333333e-05,3.16461820587482e-11
704512,19808,704512,88093,-0.1049368,0.1097148,1.1801855413333333e-05,5.952996147351414e-11
720896,19807,720896,90151,-0.1051876,0.10935196666666668,9.919365858e-06,6.014274459424638e-11
737280,19810,737280,92237,-0.10522303333333333,0.10899186666666667,9.090219677352333e-06,6.448318502537753e-11
753664,19811,753664,94315,-0.10509743333333332,0.1090989,9.695723876666667e-06,6.252461320991757e-11
770048,19813,770048,96319,-0.10530996666666666,0.10919499999999999,9.755990537e-06,6.05935286323635e-11
786432,19815,786432,98367,-0.10545643333333332,0.10908136666666667,1.0319772129999998e-05,1.0627972362987036e-10
802816,19816,802816,100417,-0.10544863333333333,0.108752,7.624703793333334e-06,4.39790969182969e-11
819200,19818,819200,102475,-0.10524023333333332,0.10845046666666668,5.675685706166666e-06,2.542660917216835e-11
835584,19819,835584,104500,-0.10530063333333334,0.10840776666666667,5.708861206500001e-06,1.737392228199211e-11
851968,19820,851968,106552,-0.10538753333333334,0.10844196666666667,6.030460723033333e-06,1.899317750867351e-11
868352,19821,868352,108654,-0.10552793333333332,0.10841393333333332,5.58056261e-06,1.685675971758899e-11
884736,19821,884736,110693,-0.10527786666666668,0.10852623333333333,5.427482066666667e-06,1.3319572707165266e-11
901120,19824,901120,112740,-0.10521573333333334,0.10847763333333334,5.02025385e-06,1.1585860938773572e-11
917504,19825,917504,114794,-0.1054953,0.10830576666666668,5.370206887666667e-06,1.2804582555931054e-11
933888,19826,933888,116798,-0.10540626666666665,0.10817700000000001,5.286108803333334e-06,1.4010037050339857e-11
950272,19829,950272,118861,-0.10541536666666666,0.1084527,6.192515766666667e-06,1.5882516272931635e-11
966656,19829,966656,120944,-0.10535926666666667,0.10852759999999999,6.040551617000001e-06,1.3923213780929476e-11
983040,19832,983040,122974,-0.1054729,0.10837043333333334,5.628025486666668e-06,1.1510414622075694e-11
999424,19833,999424,124999,-0.10546349999999999,0.1083437,5.241236111e-06,9.740870272535757e-12
1015808,19853,1015808,127089,-0.10546873333333334,0.10835803333333334,5.911474566666667e-06,1.2550682709706772e-11
1032192,19879,1032192,129170,-0.10545443333333333,0.10837816666666666,6.300798233333334e-06,1.2696993994369739e-11
1048576,21781,1048576,131218,-0.10532163333333333,0.10843623333333334,6.966734166666667e-06,1.276921420165505e-11
1064960,23769,1064960,133263,-0.10513426666666668,0.10849986666666667,7.135234656666666e-06,1.5414501721354326e-11
1081344,23987,1081344,135315,-0.10526806666666667,0.10825526666666667,7.539846476666666e-06,1.0809162491426897e-11
1097728,24336,1097728,137309,-0.1053602,0.10822596666666667,7.089182433333333e-06,1.46507418766803e-11
1114112,24881,1114112,139359,-0.10524116666666668,0.10813476666666666,7.250162933333333e-06,2.2992588486314033e-11
