trueR,trueI
-1.044620e-01,1.066940e-01
n_samples,time,n_paths,n_NZero_paths,estimateR,estimateI,varianceR,varianceI
16384,40310,278528,27809,-1.346343e-01,1.731586e-01,9.103670e-04,4.417538e-03
32768,40311,557056,55178,-1.073239e-01,1.552952e-01,8.190655e-06,2.362081e-03
49152,40316,835584,83115,-1.059665e-01,1.402532e-01,2.263620e-06,1.126221e-03
65536,40318,1114112,111354,-9.940626e-02,1.332008e-01,2.556051e-05,7.026102e-04
81920,40318,1392640,138786,-1.001522e-01,1.270866e-01,1.857421e-05,4.158592e-04
98304,40321,1671168,166174,-1.001630e-01,1.249328e-01,1.848172e-05,3.326548e-04
114688,40323,1949696,194093,-1.024503e-01,1.179183e-01,4.046733e-06,1.259861e-04
131072,40329,2228224,221422,-9.978177e-02,1.143779e-01,2.190449e-05,5.904294e-05
147456,40344,2506752,249839,-1.023373e-01,1.129731e-01,4.514496e-06,3.942686e-05
163840,40344,2785280,277662,-1.018928e-01,1.130399e-01,6.600743e-06,4.027023e-05
180224,40356,3063808,305481,-1.030563e-01,1.125460e-01,1.975891e-06,3.424598e-05
196608,40357,3342336,332763,-1.053707e-01,1.114059e-01,8.257269e-07,2.220246e-05
212992,40362,3620864,360831,-1.052664e-01,1.146561e-01,6.470025e-07,6.339444e-05
229376,40369,3899392,388401,-1.040531e-01,1.129554e-01,1.672137e-07,3.920524e-05
245760,40369,4177920,415554,-1.016071e-01,1.128001e-01,8.150446e-06,3.728401e-05
262144,40379,4456448,442882,-9.992150e-02,1.089381e-01,2.061610e-05,5.036152e-06
278528,40393,4734976,470029,-1.003911e-01,1.084835e-01,1.657247e-05,3.202480e-06
294912,40395,5013504,497532,-9.864839e-02,1.066216e-01,3.379802e-05,5.246763e-09
311296,40395,5292032,525250,-9.949054e-02,1.072227e-01,2.471541e-05,2.795244e-07
327680,40399,5570560,552793,-1.001587e-01,1.069844e-01,1.851864e-05,8.431992e-08
344064,40404,5849088,580317,-1.014794e-01,1.072070e-01,8.896134e-06,2.631637e-07
360448,40403,6127616,607879,-1.010785e-01,1.069233e-01,1.144834e-05,5.255756e-08
376832,40417,6406144,635434,-1.017585e-01,1.059561e-01,7.308685e-06,5.445595e-07
393216,40435,6684672,663561,-1.016513e-01,1.060223e-01,7.900212e-06,4.512004e-07
409600,40438,6963200,691026,-1.025080e-01,1.047294e-01,3.818220e-06,3.859766e-06
425984,40441,7241728,718962,-1.020574e-01,1.052384e-01,5.781924e-06,2.118873e-06
442368,40442,7520256,746040,-1.006818e-01,1.056299e-01,1.428986e-05,1.132307e-06
458752,40445,7798784,773398,-9.996884e-02,1.053423e-01,2.018844e-05,1.827111e-06
475136,40448,8077312,801312,-1.003049e-01,1.066077e-01,1.728108e-05,7.452848e-09
491520,40450,8355840,829168,-1.012333e-01,1.058448e-01,1.042451e-05,7.210686e-07
507904,40454,8634368,856533,-1.021814e-01,1.053283e-01,5.201240e-06,1.865011e-06
524288,40461,8912896,883557,-1.014610e-01,1.066642e-01,9.006162e-06,8.881784e-10
540672,40462,9191424,910801,-1.007455e-01,1.068787e-01,1.381208e-05,3.409754e-08
557056,40467,9469952,938210,-1.007478e-01,1.071070e-01,1.379509e-05,1.705510e-07
573440,40466,9748480,965914,-1.015116e-01,1.059330e-01,8.704685e-06,5.790791e-07
589824,40471,10027008,993477,-1.008752e-01,1.052613e-01,1.286513e-05,2.052699e-06
606208,40472,10305536,1020769,-1.001286e-01,1.056626e-01,1.877874e-05,1.063753e-06
622592,40474,10584064,1048338,-9.985576e-02,1.056598e-01,2.121744e-05,1.069539e-06
638976,40475,10862592,1076465,-1.007281e-01,1.054841e-01,1.394181e-05,1.463875e-06
655360,40477,11141120,1104281,-1.011610e-01,1.052559e-01,1.089647e-05,2.067992e-06
671744,40486,11419648,1131771,-1.013084e-01,1.042726e-01,9.945192e-06,5.863004e-06
688128,40490,11698176,1159683,-1.017291e-01,1.034804e-01,7.468880e-06,1.032732e-05
