trueR,trueI
-1.044620e-01,1.066940e-01
n_samples,time,n_paths,n_NZero_paths,estimateR,estimateI,varianceR,varianceI
16384,18318,16384,2117,-1.159409e-01,1.168959e-01,1.317645e-04,1.040797e-04
32768,18341,32768,4143,-1.029042e-01,1.172694e-01,2.426732e-06,1.118391e-04
49152,18348,49152,6252,-1.049739e-01,1.134672e-01,2.620793e-07,4.587659e-05
65536,18353,65536,8304,-1.076867e-01,1.192403e-01,1.039855e-05,1.574097e-04
81920,18355,81920,10408,-1.041729e-01,1.220640e-01,8.355148e-08,2.362382e-04
98304,18357,98304,12481,-1.048196e-01,1.242347e-01,1.278817e-07,3.076751e-04
114688,18361,114688,14564,-1.058268e-01,1.205789e-01,1.862794e-06,1.927917e-04
131072,18370,131072,16578,-1.061147e-01,1.153279e-01,2.731303e-06,7.454366e-05
147456,18378,147456,18655,-1.048317e-01,1.160918e-01,1.366985e-07,8.831929e-05
163840,18379,163840,20743,-1.050220e-01,1.177496e-01,3.135756e-07,1.222270e-04
180224,18380,180224,22877,-1.034468e-01,1.175780e-01,1.030588e-06,1.184605e-04
196608,18385,196608,24975,-1.029933e-01,1.171065e-01,2.157023e-06,1.084201e-04
212992,18385,212992,27020,-1.050688e-01,1.172132e-01,3.682576e-07,1.106528e-04
229376,18388,229376,29121,-1.051689e-01,1.192799e-01,4.997760e-07,1.584038e-04
245760,18394,245760,31131,-1.074050e-01,1.185242e-01,8.661435e-06,1.399534e-04
262144,18395,262144,33192,-1.066270e-01,1.173073e-01,4.687181e-06,1.126428e-04
278528,18398,278528,35121,-1.051620e-01,1.166875e-01,4.900166e-07,9.986991e-05
294912,18396,294912,37150,-1.048731e-01,1.155408e-01,1.689854e-07,7.826674e-05
311296,18397,311296,39196,-1.047169e-01,1.156878e-01,6.498503e-08,8.088905e-05
327680,18398,327680,41280,-1.054272e-01,1.151199e-01,9.315974e-07,7.099502e-05
344064,18400,344064,43316,-1.053867e-01,1.147718e-01,8.551372e-07,6.525122e-05
360448,18402,360448,45328,-1.054942e-01,1.145031e-01,1.065429e-06,6.098197e-05
376832,18403,376832,47366,-1.046239e-01,1.141806e-01,2.620473e-08,5.604880e-05
393216,18408,393216,49364,-1.056644e-01,1.135322e-01,1.445866e-06,4.676162e-05
409600,18408,409600,51395,-1.061371e-01,1.138579e-01,2.805907e-06,5.132089e-05
425984,18409,425984,53426,-1.064292e-01,1.130888e-01,3.869931e-06,4.089408e-05
442368,18411,442368,55364,-1.065383e-01,1.130747e-01,4.310983e-06,4.071352e-05
458752,18415,458752,57447,-1.065027e-01,1.135080e-01,4.164605e-06,4.643064e-05
475136,18418,475136,59473,-1.075060e-01,1.140803e-01,9.265992e-06,5.455815e-05
491520,18422,491520,61467,-1.077249e-01,1.137167e-01,1.064671e-05,4.931875e-05
507904,18425,507904,63508,-1.065519e-01,1.127779e-01,4.367569e-06,3.701364e-05
524288,18430,524288,65528,-1.070761e-01,1.120345e-01,6.833341e-06,2.852096e-05
540672,18431,540672,67655,-1.066082e-01,1.117393e-01,4.605980e-06,2.545537e-05
557056,18431,557056,69732,-1.067629e-01,1.117340e-01,5.294258e-06,2.540135e-05
573440,18433,573440,71822,-1.068153e-01,1.115672e-01,5.537896e-06,2.374787e-05
589824,18442,589824,73807,-1.067882e-01,1.105412e-01,5.411439e-06,1.480115e-05
606208,18445,606208,75916,-1.059808e-01,1.104738e-01,2.306620e-06,1.428671e-05
622592,18450,622592,77944,-1.063450e-01,1.099655e-01,3.545746e-06,1.070280e-05
638976,18449,638976,79989,-1.066540e-01,1.098989e-01,4.804953e-06,1.027132e-05
655360,18449,655360,81994,-1.064084e-01,1.103988e-01,3.788636e-06,1.372550e-05
671744,18453,671744,84026,-1.065794e-01,1.103491e-01,4.483584e-06,1.335947e-05
688128,18455,688128,86068,-1.065697e-01,1.103849e-01,4.442440e-06,1.362273e-05
704512,18455,704512,88146,-1.067073e-01,1.108329e-01,5.041203e-06,1.713082e-05
720896,18454,720896,90157,-1.068510e-01,1.105436e-01,5.707209e-06,1.481973e-05
737280,18454,737280,92246,-1.072358e-01,1.102091e-01,7.693879e-06,1.235563e-05
753664,18460,753664,94326,-1.070680e-01,1.103365e-01,6.791259e-06,1.326813e-05
770048,18466,770048,96252,-1.072413e-01,1.102353e-01,7.724495e-06,1.254058e-05
786432,18466,786432,98329,-1.073742e-01,1.107065e-01,8.481175e-06,1.610054e-05
802816,18472,802816,100372,-1.071612e-01,1.097310e-01,7.285500e-06,9.223177e-06
819200,18475,819200,102465,-1.064435e-01,1.095857e-01,3.926418e-06,8.362083e-06
835584,18479,835584,104548,-1.062089e-01,1.093029e-01,3.051791e-06,6.806296e-06
851968,18483,851968,106603,-1.063679e-01,1.092551e-01,3.632354e-06,6.559309e-06
