trueR,trueI
-1.044620e-01,1.066940e-01
n_samples,time,n_paths,n_NZero_paths,estimateR,estimateI,varianceR,varianceI
16384,24659,16384,2035,-9.752993e-02,1.050125e-01,4.805363e-05,2.827289e-06
32768,24661,32768,4126,-9.430896e-02,1.116172e-01,1.030842e-04,2.423814e-05
49152,24661,49152,6170,-9.830976e-02,1.145980e-01,3.784999e-05,6.247369e-05
65536,24662,65536,8203,-1.040164e-01,1.158151e-01,1.985699e-07,8.319374e-05
81920,24664,81920,10289,-1.067017e-01,1.082735e-01,5.016308e-06,2.494893e-06
98304,24664,98304,12291,-1.041094e-01,1.075247e-01,1.243364e-07,6.901161e-07
114688,24666,114688,14334,-1.028901e-01,1.063200e-01,2.470897e-06,1.398513e-07
131072,24668,131072,16347,-1.047411e-01,1.062924e-01,7.787948e-08,1.613194e-07
147456,24669,147456,18330,-1.046496e-01,1.039941e-01,3.518189e-08,7.289442e-06
163840,24675,163840,20450,-1.034907e-01,1.070525e-01,9.434283e-07,1.285006e-07
180224,24678,180224,22520,-1.050936e-01,1.074109e-01,3.989570e-07,5.139275e-07
196608,24685,196608,24525,-1.062168e-01,1.060858e-01,3.079421e-06,3.698690e-07
212992,24687,212992,26599,-1.071081e-01,1.061748e-01,7.001745e-06,2.695312e-07
229376,24687,229376,28653,-1.057357e-01,1.074789e-01,1.622423e-06,6.160739e-07
245760,24691,245760,30655,-1.050508e-01,1.082816e-01,3.466995e-07,2.520543e-06
262144,24693,262144,32734,-1.044704e-01,1.081872e-01,7.088219e-11,2.229670e-06
278528,24694,278528,34822,-1.043941e-01,1.096223e-01,4.604964e-09,8.574951e-06
294912,24694,294912,36817,-1.030590e-01,1.096914e-01,1.968462e-06,8.984308e-06
311296,24695,311296,38896,-1.026074e-01,1.086363e-01,3.439425e-06,3.772469e-06
327680,24701,327680,40994,-1.043120e-01,1.091890e-01,2.250300e-08,6.225091e-06
344064,24704,344064,43069,-1.026500e-01,1.092812e-01,3.283222e-06,6.693831e-06
360448,24708,360448,45124,-1.025890e-01,1.095868e-01,3.508246e-06,8.368548e-06
376832,24708,376832,47094,-1.035408e-01,1.102982e-01,8.486044e-07,1.299050e-05
393216,24713,393216,49126,-1.039504e-01,1.110849e-01,2.617743e-07,1.928016e-05
409600,24711,409600,51153,-1.040077e-01,1.109893e-01,2.064080e-07,1.844958e-05
425984,24713,425984,53203,-1.040146e-01,1.115896e-01,2.001800e-07,2.396680e-05
442368,24713,442368,55286,-1.045828e-01,1.116280e-01,1.460434e-08,2.434397e-05
458752,24716,458752,57336,-1.047025e-01,1.111733e-01,5.786045e-08,2.006396e-05
475136,24716,475136,59446,-1.050809e-01,1.102862e-01,3.830985e-07,1.290417e-05
491520,24715,491520,61477,-1.047093e-01,1.107919e-01,6.117924e-08,1.679273e-05
507904,24718,507904,63535,-1.039040e-01,1.103786e-01,3.113765e-07,1.357613e-05
524288,24718,524288,65570,-1.037545e-01,1.105208e-01,5.004925e-07,1.464443e-05
540672,24721,540672,67554,-1.036386e-01,1.106530e-01,6.780381e-07,1.567345e-05
557056,24721,557056,69552,-1.039214e-01,1.101387e-01,2.922717e-07,1.186571e-05
573440,24723,573440,71629,-1.037043e-01,1.096510e-01,5.741231e-07,8.743680e-06
589824,24724,589824,73662,-1.036459e-01,1.095374e-01,6.659452e-07,8.084980e-06
606208,24724,606208,75692,-1.038226e-01,1.094411e-01,4.088532e-07,7.546783e-06
622592,24725,622592,77760,-1.035910e-01,1.095457e-01,7.586586e-07,8.132163e-06
638976,24727,638976,79833,-1.039529e-01,1.090812e-01,2.592113e-07,5.698597e-06
655360,24727,655360,81865,-1.039055e-01,1.089644e-01,3.096660e-07,5.154583e-06
671744,24727,671744,83922,-1.041400e-01,1.095262e-01,1.036787e-07,8.021464e-06
688128,24729,688128,85966,-1.036473e-01,1.098496e-01,6.636974e-07,9.957602e-06
704512,24731,704512,88004,-1.041551e-01,1.097700e-01,9.417654e-08,9.461925e-06
720896,24735,720896,90113,-1.044278e-01,1.093450e-01,1.170534e-09,7.027635e-06
737280,24735,737280,92225,-1.044602e-01,1.091816e-01,3.332057e-12,6.188412e-06
753664,24736,753664,94313,-1.043617e-01,1.095473e-01,1.006153e-08,8.141515e-06
770048,24738,770048,96339,-1.045297e-01,1.094025e-01,4.578711e-09,7.335822e-06
786432,24738,786432,98332,-1.046411e-01,1.090976e-01,3.209177e-08,5.777267e-06
802816,24741,802816,100396,-1.048081e-01,1.090743e-01,1.197710e-07,5.665812e-06
819200,24743,819200,102451,-1.047868e-01,1.088330e-01,1.055196e-07,4.575234e-06
835584,24746,835584,104455,-1.053183e-01,1.092488e-01,7.332415e-07,6.527138e-06
851968,24748,851968,106468,-1.052230e-01,1.093974e-01,5.790905e-07,7.308162e-06
868352,24754,868352,108580,-1.053331e-01,1.090198e-01,7.588144e-07,5.409325e-06
884736,24757,884736,110604,-1.049691e-01,1.094915e-01,2.571594e-07,7.825794e-06
901120,24761,901120,112607,-1.049975e-01,1.093206e-01,2.868114e-07,6.899017e-06
917504,24765,917504,114723,-1.051853e-01,1.092136e-01,5.232095e-07,6.348610e-06
