circuitID,qubits,psi0,0r,0i,1r,1i,2r,2i,3r,3i,4r,4i,5r,5i,6r,6i,7r,7i,8r,8i,9r,9i,10r,10i,11r,11i,12r,12i,13r,13i,14r,14i,15r,15i
22,4,0,0.02867524,-0.03261651,0.15538396,0.06922816,-0.31142182,0.2118097,0.24206359,0.13687767,0.20229464,0.0868097,-0.0597131,0.20321939,0.15367524,0.01916019,0.28038396,-0.23254853,0.22132476,-0.14416019,0.02139273,-0.06922816,-0.32729464,-0.2118097,0.00793641,-0.1514427,0.08286843,-0.0868097,0.3097131,0.16489902,0.09632476,-0.19593688,-0.10360727,0.23254853
