trueR , trueI
0.242064 , 0.136878
n_samples , n_paths , estimateR , estimateI, varianceR, varianceI
1024 , 8192 , 0.302684 , 0.094355, 0.003675, 0.001808
2048 , 16384 , 0.294513 , 0.090290, 0.002751, 0.002170
3072 , 24576 , 0.276428 , 0.101904, 0.001181, 0.001223
4096 , 32768 , 0.271656 , 0.124518, 0.000876, 0.000153
5120 , 40960 , 0.273918 , 0.138367, 0.001015, 0.000002
6144 , 49152 , 0.275108 , 0.141948, 0.001092, 0.000026
7168 , 57344 , 0.278503 , 0.129704, 0.001328, 0.000051
8192 , 65536 , 0.282953 , 0.125539, 0.001672, 0.000129
9216 , 73728 , 0.273632 , 0.129021, 0.000997, 0.000062
10240 , 81920 , 0.261159 , 0.125232, 0.000365, 0.000136
11264 , 90112 , 0.253373 , 0.127737, 0.000128, 0.000084
12288 , 98304 , 0.247159 , 0.134572, 0.000026, 0.000005
13312 , 106496 , 0.239575 , 0.126510, 0.000006, 0.000107
14336 , 114688 , 0.234988 , 0.130692, 0.000050, 0.000038
15360 , 122880 , 0.232389 , 0.133199, 0.000094, 0.000014
16384 , 131072 , 0.229444 , 0.136929, 0.000159, 0.000000
17408 , 139264 , 0.234780 , 0.138570, 0.000053, 0.000003
18432 , 147456 , 0.236562 , 0.135407, 0.000030, 0.000002
19456 , 155648 , 0.240461 , 0.138867, 0.000003, 0.000004
20480 , 163840 , 0.242370 , 0.138485, 0.000000, 0.000003
21504 , 172032 , 0.241472 , 0.141803, 0.000000, 0.000024
22528 , 180224 , 0.240259 , 0.141493, 0.000003, 0.000021
23552 , 188416 , 0.239430 , 0.141653, 0.000007, 0.000023
24576 , 196608 , 0.240687 , 0.142579, 0.000002, 0.000033
25600 , 204800 , 0.241067 , 0.140727, 0.000001, 0.000015
26624 , 212992 , 0.236981 , 0.141113, 0.000026, 0.000018
27648 , 221184 , 0.235486 , 0.141130, 0.000043, 0.000018
28672 , 229376 , 0.237240 , 0.141305, 0.000023, 0.000020
29696 , 237568 , 0.237159 , 0.138167, 0.000024, 0.000002
30720 , 245760 , 0.233493 , 0.137271, 0.000073, 0.000000
31744 , 253952 , 0.237575 , 0.135015, 0.000020, 0.000003
32768 , 262144 , 0.235654 , 0.134872, 0.000041, 0.000004
33792 , 270336 , 0.233974 , 0.133571, 0.000065, 0.000011
34816 , 278528 , 0.233222 , 0.134664, 0.000078, 0.000005
35840 , 286720 , 0.230823 , 0.135204, 0.000126, 0.000003
36864 , 294912 , 0.232435 , 0.135132, 0.000093, 0.000003
37888 , 303104 , 0.233180 , 0.135357, 0.000079, 0.000002
38912 , 311296 , 0.233430 , 0.135248, 0.000075, 0.000003
39936 , 319488 , 0.231941 , 0.134597, 0.000102, 0.000005
40960 , 327680 , 0.231261 , 0.135864, 0.000117, 0.000001
41984 , 335872 , 0.231380 , 0.134216, 0.000114, 0.000007
43008 , 344064 , 0.230853 , 0.135114, 0.000126, 0.000003
44032 , 352256 , 0.233909 , 0.134388, 0.000066, 0.000006
45056 , 360448 , 0.235495 , 0.134608, 0.000043, 0.000005
46080 , 368640 , 0.236123 , 0.133885, 0.000035, 0.000009
47104 , 376832 , 0.237421 , 0.135461, 0.000022, 0.000002
48128 , 385024 , 0.237148 , 0.136250, 0.000024, 0.000000
49152 , 393216 , 0.236291 , 0.137515, 0.000033, 0.000000
50176 , 401408 , 0.236850 , 0.138963, 0.000027, 0.000004
51200 , 409600 , 0.236790 , 0.140466, 0.000028, 0.000013
52224 , 417792 , 0.237507 , 0.141684, 0.000021, 0.000023
53248 , 425984 , 0.236075 , 0.141005, 0.000036, 0.000017
54272 , 434176 , 0.236688 , 0.141673, 0.000029, 0.000023
55296 , 442368 , 0.237059 , 0.142328, 0.000025, 0.000030
56320 , 450560 , 0.237880 , 0.142210, 0.000018, 0.000028
57344 , 458752 , 0.237663 , 0.143184, 0.000019, 0.000040
58368 , 466944 , 0.238763 , 0.142478, 0.000011, 0.000031
59392 , 475136 , 0.236725 , 0.141682, 0.000028, 0.000023
60416 , 483328 , 0.238191 , 0.141522, 0.000015, 0.000022
61440 , 491520 , 0.239438 , 0.141956, 0.000007, 0.000026
62464 , 499712 , 0.238390 , 0.141785, 0.000013, 0.000024
63488 , 507904 , 0.237442 , 0.141517, 0.000021, 0.000022
64512 , 516096 , 0.237366 , 0.140780, 0.000022, 0.000015
