trueR , trueI
0.028675 , -0.032617
n_samples , n_paths , estimateR , estimateI, varianceR, varianceI
1024 , 1024 , 0.083187 , -0.019957, 0.002971, 0.000160
2048 , 2048 , 0.085065 , -0.052704, 0.003180, 0.000403
3072 , 3072 , 0.084973 , -0.051114, 0.003169, 0.000342
4096 , 4096 , 0.061768 , -0.053972, 0.001095, 0.000456
5120 , 5120 , 0.057868 , -0.041623, 0.000852, 0.000081
6144 , 6144 , 0.042893 , -0.040634, 0.000202, 0.000064
7168 , 7168 , 0.039635 , -0.034288, 0.000120, 0.000003
8192 , 8192 , 0.043855 , -0.037361, 0.000230, 0.000023
9216 , 9216 , 0.043887 , -0.041827, 0.000231, 0.000085
10240 , 10240 , 0.040152 , -0.044405, 0.000132, 0.000139
11264 , 11264 , 0.036944 , -0.047773, 0.000068, 0.000230
12288 , 12288 , 0.035212 , -0.047470, 0.000043, 0.000221
13312 , 13312 , 0.031381 , -0.050737, 0.000007, 0.000328
14336 , 14336 , 0.031105 , -0.051627, 0.000006, 0.000361
15360 , 15360 , 0.031230 , -0.051804, 0.000007, 0.000368
16384 , 16384 , 0.035669 , -0.049267, 0.000049, 0.000277
17408 , 17408 , 0.038064 , -0.048379, 0.000088, 0.000248
18432 , 18432 , 0.041122 , -0.045220, 0.000155, 0.000159
19456 , 19456 , 0.043213 , -0.041642, 0.000211, 0.000081
20480 , 20480 , 0.044514 , -0.039618, 0.000251, 0.000049
21504 , 21504 , 0.045069 , -0.038461, 0.000269, 0.000034
22528 , 22528 , 0.043953 , -0.038107, 0.000233, 0.000030
23552 , 23552 , 0.046758 , -0.037993, 0.000327, 0.000029
24576 , 24576 , 0.046225 , -0.038610, 0.000308, 0.000036
25600 , 25600 , 0.047474 , -0.040227, 0.000353, 0.000058
26624 , 26624 , 0.046730 , -0.042835, 0.000326, 0.000104
27648 , 27648 , 0.048635 , -0.041525, 0.000398, 0.000079
28672 , 28672 , 0.044897 , -0.039095, 0.000263, 0.000042
29696 , 29696 , 0.045189 , -0.039385, 0.000273, 0.000046
30720 , 30720 , 0.042773 , -0.038165, 0.000199, 0.000031
31744 , 31744 , 0.041172 , -0.039998, 0.000156, 0.000054
32768 , 32768 , 0.040056 , -0.039189, 0.000130, 0.000043
