trueR , trueI
1.000000 , 0.000000
n_samples , time, n_paths , n_NZero_paths , estimateR , estimateI , varianceR , varianceI,var,L2
87381 , 2260270 , 3757383 , 17 ,0.023983,0.0,0.9526091842890001,0.0,0.9526091842890001,0.976017
174762 , 2262105 , 7514766 , 30 ,0.016352,0.0,0.967563387904,0.0,0.967563387904,0.983648
262143 , 2273481 , 11272149 , 57 ,0.024709,0.0,0.9511925346810001,0.0,0.9511925346810001,0.975291
349524 , 2277832 , 15029532 , 83 ,0.044695,0.0,0.912607643025,0.0,0.912607643025,0.955305
436905 , 2279580 , 18786915 , 108 ,0.040116,0.0,0.921377293456,0.0,0.921377293456,0.959884
524286 , 2291240 , 22544298 , 125 ,0.019259,0.0,0.961852909081,0.0,0.961852909081,0.980741
611667 , 2291862 , 26301681 , 150 ,0.044851,0.0,0.912309612201,0.0,0.912309612201,0.955149
699048 , 2294677 , 30059064 , 170 ,0.052598,0.0,0.897570549604,0.0,0.897570549604,0.947402
786429 , 2296969 , 33816447 , 198 ,0.049176,0.0,0.904066278976,0.0,0.904066278976,0.950824
873810 , 2298416 , 37573830 , 221 ,0.051672,0.0,0.899325995584,0.0,0.899325995584,0.948328
961191 , 2314539 , 41331213 , 237 ,0.044794,0.0,0.912418502436,0.0,0.912418502436,0.955206
1048572 , 2329714 , 45088596 , 259 ,0.051962,0.0,0.8987760494440001,0.0,0.8987760494440001,0.948038
1135953 , 2380862 , 48845979 , 279 ,0.050145,0.0,0.9022245210250001,0.0,0.9022245210250001,0.949855
1223334 , 2398050 , 52603362 , 301 ,0.047342,0.0,0.907557264964,0.0,0.907557264964,0.952658
1310715 , 2400528 , 56360745 , 321 ,0.048692,0.0,0.9049869108640001,0.0,0.9049869108640001,0.951308
1398096 , 2439567 , 60118128 , 350 ,0.070585,0.0,0.863812242225,0.0,0.863812242225,0.929415
1485477 , 2443038 , 63875511 , 375 ,0.072333,0.0,0.8605660628890001,0.0,0.8605660628890001,0.927667
1572858 , 2457904 , 67632894 , 403 ,0.08297,0.0,0.8409440209,0.0,0.8409440209,0.91703
1660239 , 2461643 , 71390277 , 431 ,0.08457,0.0,0.8380120848999999,0.0,0.8380120848999999,0.91543
1747620 , 2472613 , 75147660 , 450 ,0.070313,0.0,0.864317917969,0.0,0.864317917969,0.929687
1835001 , 2536677 , 78905043 , 471 ,0.067795,0.0,0.8690061620249999,0.0,0.8690061620249999,0.932205
1922382 , 2573129 , 82662426 , 494 ,0.078885,0.0,0.848452843225,0.0,0.848452843225,0.921115
2009763 , 2650306 , 86419809 , 524 ,0.076688,0.0,0.8525050493440001,0.0,0.8525050493440001,0.923312
2097144 , 2691347 , 90177192 , 546 ,0.074673,0.0,0.856230056929,0.0,0.856230056929,0.925327
2184525 , 4523422 , 93934575 , 570 ,0.075087,0.0,0.855464057569,0.0,0.855464057569,0.924913
2271906 , 4541756 , 97691958 , 589 ,0.078908,0.0,0.848410472464,0.0,0.848410472464,0.921092
2359287 , 4543708 , 101449341 , 611 ,0.075339,0.0,0.8549979649209999,0.0,0.8549979649209999,0.924661
2446668 , 4559603 , 105206724 , 632 ,0.076698,0.0,0.852486583204,0.0,0.852486583204,0.923302
2534049 , 4567362 , 108964107 , 652 ,0.074955,0.0,0.855708252025,0.0,0.855708252025,0.925045
2621430 , 4579605 , 112721490 , 670 ,0.073183,0.0,0.858989751489,0.0,0.858989751489,0.926817
2708811 , 4588484 , 116478873 , 694 ,0.073495,0.0,0.858411515025,0.0,0.858411515025,0.926505
2796192 , 4591680 , 120236256 , 708 ,0.075491,0.0,0.854716891081,0.0,0.854716891081,0.924509
2883573 , 4593388 , 123993639 , 725 ,0.07426,0.0,0.8569945476,0.0,0.8569945476,0.92574
2970954 , 4601677 , 127751022 , 754 ,0.070858,0.0,0.863304856164,0.0,0.863304856164,0.929142
3058335 , 4611855 , 131508405 , 774 ,0.070827,0.0,0.8633624639290001,0.0,0.8633624639290001,0.929173
3145716 , 4624316 , 135265788 , 793 ,0.071342,0.0,0.8624056809639999,0.0,0.8624056809639999,0.928658
3233097 , 4670659 , 139023171 , 810 ,0.061989,0.0,0.8798646361210001,0.0,0.8798646361210001,0.938011
3320478 , 4683543 , 142780554 , 832 ,0.060301,0.0,0.883034210601,0.0,0.883034210601,0.939699
3407859 , 4689013 , 146537937 , 854 ,0.05937,0.0,0.8847847968999999,0.0,0.8847847968999999,0.94063
3495240 , 4712645 , 150295320 , 880 ,0.060175,0.0,0.883271030625,0.0,0.883271030625,0.939825
3582621 , 4740379 , 154052703 , 902 ,0.065726,0.0,0.872867907076,0.0,0.872867907076,0.934274
3670002 , 4752274 , 157810086 , 926 ,0.065459,0.0,0.8733668806809999,0.0,0.8733668806809999,0.934541
3757383 , 4757653 , 161567469 , 951 ,0.066371,0.0,0.8716631096410001,0.0,0.8716631096410001,0.933629
3844764 , 4806970 , 165324852 , 977 ,0.065556,0.0,0.8731855891360001,0.0,0.8731855891360001,0.934444
3932145 , 4821083 , 169082235 , 993 ,0.072287,0.0,0.8606514103690001,0.0,0.8606514103690001,0.927713
4019526 , 4876983 , 172839618 , 1010 ,0.069768,0.0,0.8653315738239999,0.0,0.8653315738239999,0.930232
4106907 , 4941112 , 176597001 , 1027 ,0.068608,0.0,0.867491057664,0.0,0.867491057664,0.931392
4194288 , 4943713 , 180354384 , 1051 ,0.067724,0.0,0.869138540176,0.0,0.869138540176,0.932276
4281669 , 6786798 , 184111767 , 1076 ,0.066831,0.0,0.870804382561,0.0,0.870804382561,0.933169
4369050 , 6840113 , 187869150 , 1091 ,0.071512,0.0,0.8620899661439999,0.0,0.8620899661439999,0.928488
4456431 , 6842832 , 191626533 , 1100 ,0.071991,0.0,0.8612007040809999,0.0,0.8612007040809999,0.928009
4543812 , 6852592 , 195383916 , 1121 ,0.072074,0.0,0.8610466614760001,0.0,0.8610466614760001,0.927926
4631193 , 6861279 , 199141299 , 1143 ,0.072195,0.0,0.860822118025,0.0,0.860822118025,0.927805
4718574 , 6864863 , 202898682 , 1167 ,0.071423,0.0,0.862255244929,0.0,0.862255244929,0.928577
4805955 , 6880378 , 206656065 , 1189 ,0.071869,0.0,0.861427153161,0.0,0.861427153161,0.928131
4893336 , 6882035 , 210413448 , 1209 ,0.070118,0.0,0.864680533924,0.0,0.864680533924,0.929882
4980717 , 6905468 , 214170831 , 1233 ,0.070571,0.0,0.8638382660410001,0.0,0.8638382660410001,0.9294290000000001
5068098 , 6907706 , 217928214 , 1249 ,0.06864,0.0,0.8674314496,0.0,0.8674314496,0.93136
5155479 , 6916968 , 221685597 , 1277 ,0.068992,0.0,0.8667758960640001,0.0,0.8667758960640001,0.9310080000000001
5242860 , 6923367 , 225442980 , 1295 ,0.068314,0.0,0.8680388025960001,0.0,0.8680388025960001,0.931686
5330241 , 6934675 , 229200363 , 1312 ,0.067623,0.0,0.869326870129,0.0,0.869326870129,0.932377
5417622 , 6977854 , 232957746 , 1341 ,0.066814,0.0,0.870836110596,0.0,0.870836110596,0.933186
5505003 , 6978903 , 236715129 , 1363 ,0.067414,0.0,0.8697166473960001,0.0,0.8697166473960001,0.932586
5592384 , 6988227 , 240472512 , 1372 ,0.066599,0.0,0.871237426801,0.0,0.871237426801,0.933401
5679765 , 7035521 , 244229895 , 1387 ,0.06591,0.0,0.8725241280999999,0.0,0.8725241280999999,0.93409
5767146 , 7057028 , 247987278 , 1411 ,0.065011,0.0,0.8742044301209999,0.0,0.8742044301209999,0.934989
5854527 , 7059186 , 251744661 , 1436 ,0.064463,0.0,0.8752294783689999,0.0,0.8752294783689999,0.935537
5941908 , 7076112 , 255502044 , 1469 ,0.063804,0.0,0.8764629504160001,0.0,0.8764629504160001,0.936196
6029289 , 7190054 , 259259427 , 1490 ,0.062279,0.0,0.8793206738410001,0.0,0.8793206738410001,0.937721
6116670 , 7190598 , 263016810 , 1521 ,0.063133,0.0,0.8777197756890001,0.0,0.8777197756890001,0.936867
6204051 , 7198552 , 266774193 , 1538 ,0.062367,0.0,0.879155642689,0.0,0.879155642689,0.937633
6291432 , 7231951 , 270531576 , 1563 ,0.061985,0.0,0.879872140225,0.0,0.879872140225,0.938015
6378813 , 9061498 , 274288959 , 1585 ,0.06254,0.0,0.8788312516,0.0,0.8788312516,0.93746
6466194 , 9109066 , 278046342 , 1604 ,0.062137,0.0,0.879587006769,0.0,0.879587006769,0.937863
6553575 , 9137930 , 281803725 , 1623 ,0.061366,0.0,0.8810337859559999,0.0,0.8810337859559999,0.938634
6640956 , 9138766 , 285561108 , 1643 ,0.061879,0.0,0.880071010641,0.0,0.880071010641,0.938121
6728337 , 9142867 , 289318491 , 1665 ,0.0615,0.0,0.88078225,0.0,0.88078225,0.9385
6815718 , 9175875 , 293075874 , 1681 ,0.061885,0.0,0.8800597532250001,0.0,0.8800597532250001,0.938115
6903099 , 9202954 , 296833257 , 1700 ,0.062371,0.0,0.8791481416410001,0.0,0.8791481416410001,0.937629
6990480 , 9204034 , 300590640 , 1715 ,0.06538,0.0,0.8735145444,0.0,0.8735145444,0.93462
7077861 , 9211122 , 304348023 , 1752 ,0.065703,0.0,0.8729108842090001,0.0,0.8729108842090001,0.934297
7165242 , 9217396 , 308105406 , 1774 ,0.065301,0.0,0.8736622206009999,0.0,0.8736622206009999,0.934699
7252623 , 9218066 , 311862789 , 1799 ,0.071528,0.0,0.862060254784,0.0,0.862060254784,0.928472
7340004 , 9246190 , 315620172 , 1823 ,0.070988,0.0,0.8630632961439999,0.0,0.8630632961439999,0.929012
7427385 , 9273105 , 319377555 , 1847 ,0.071358,0.0,0.862375964164,0.0,0.862375964164,0.928642
7514766 , 9274188 , 323134938 , 1877 ,0.073849,0.0,0.8577556748009999,0.0,0.8577556748009999,0.926151
7602147 , 9336416 , 326892321 , 1893 ,0.069943,0.0,0.865006023249,0.0,0.865006023249,0.930057
7689528 , 9362218 , 330649704 , 1915 ,0.07113,0.0,0.8627994768999999,0.0,0.8627994768999999,0.92887
7776909 , 9378856 , 334407087 , 1936 ,0.070723,0.0,0.863555742729,0.0,0.863555742729,0.929277
7864290 , 9424054 , 338164470 , 1958 ,0.070107,0.0,0.8647009914489999,0.0,0.8647009914489999,0.929893
7951671 , 9454638 , 341921853 , 1979 ,0.069672,0.0,0.8655101875840001,0.0,0.8655101875840001,0.930328
8039052 , 9462821 , 345679236 , 2004 ,0.070573,0.0,0.863834548329,0.0,0.863834548329,0.929427
8126433 , 9516304 , 349436619 , 2025 ,0.070776,0.0,0.8634572421760001,0.0,0.8634572421760001,0.929224
8213814 , 9516494 , 353194002 , 2045 ,0.070927,0.0,0.863176639329,0.0,0.863176639329,0.929073
8301195 , 9550812 , 356951385 , 2066 ,0.07103,0.0,0.8629852608999999,0.0,0.8629852608999999,0.92897
8388576 , 9635807 , 360708768 , 2092 ,0.070721,0.0,0.8635594598409999,0.0,0.8635594598409999,0.929279
8475957 , 11362454 , 364466151 , 2118 ,0.07024,0.0,0.8644536576,0.0,0.8644536576,0.92976
8563338 , 11407757 , 368223534 , 2142 ,0.069834,0.0,0.8652087875560001,0.0,0.8652087875560001,0.930166
8650719 , 11408409 , 371980917 , 2158 ,0.071507,0.0,0.862099251049,0.0,0.862099251049,0.928493
8738100 , 11409617 , 375738300 , 2180 ,0.07101,0.0,0.8630224201,0.0,0.8630224201,0.92899
8825481 , 11441303 , 379495683 , 2203 ,0.070653,0.0,0.863685846409,0.0,0.863685846409,0.929347
8912862 , 11456511 , 383253066 , 2219 ,0.070195,0.0,0.864537338025,0.0,0.864537338025,0.929805
9000243 , 11490696 , 387010449 , 2241 ,0.072435,0.0,0.8603768292249999,0.0,0.8603768292249999,0.927565
9087624 , 11493366 , 390767832 , 2262 ,0.072828,0.0,0.8596479175839999,0.0,0.8596479175839999,0.927172
9175005 , 11501474 , 394525215 , 2290 ,0.071097,0.0,0.8628607834090001,0.0,0.8628607834090001,0.928903
9262386 , 11507528 , 398282598 , 2312 ,0.070693,0.0,0.863611500249,0.0,0.863611500249,0.929307
9349767 , 11533016 , 402039981 , 2329 ,0.069523,0.0,0.8657874475289999,0.0,0.8657874475289999,0.930477
9437148 , 11543711 , 405797364 , 2359 ,0.071706,0.0,0.8617297504359999,0.0,0.8617297504359999,0.928294
9524529 , 11583875 , 409554747 , 2381 ,0.071808,0.0,0.8615403888640001,0.0,0.8615403888640001,0.928192
9611910 , 11593551 , 413312130 , 2405 ,0.072027,0.0,0.8611338887290001,0.0,0.8611338887290001,0.927973
9699291 , 11664990 , 417069513 , 2426 ,0.071987,0.0,0.8612081281689999,0.0,0.8612081281689999,0.928013
9786672 , 11668382 , 420826896 , 2440 ,0.071617,0.0,0.8618949946889999,0.0,0.8618949946889999,0.928383
9874053 , 11688909 , 424584279 , 2456 ,0.070713,0.0,0.8635743283689999,0.0,0.8635743283689999,0.929287
9961434 , 11700989 , 428341662 , 2470 ,0.072808,0.0,0.859685004864,0.0,0.859685004864,0.927192
