Alg,Circuit,DType,R_label,qubits,depth,time,init,final,samples,nodes,threads,paths,nzero_paths,estR,estI,varR,varI
BD_V,191,SP,1,3,10,165526,0,0,33554432,1,64,335544320,123186035,-2.94675529e-01,-1.87125131e-01,6.20744345e-10,1.61940683e-08
BD_V,191,SP,2,3,10,204981,0,0,33554432,1,64,335544320,123192189,-2.94811666e-01,-1.87029511e-01,2.59376662e-08,1.00078368e-09
BD_V,191,SP,3,3,10,217016,0,0,33554432,1,64,335544320,123175590,-2.94634938e-01,-1.86952055e-01,2.45737652e-10,2.09957052e-09
