trueR , trueI
-0.294651 , -0.186998
n_samples , n_paths , estimateR , estimateI, varianceR, varianceI
1024 , 10240 , -0.282759 , -0.183072, 0.000141, 0.000015
2048 , 20480 , -0.310673 , -0.195909, 0.000257, 0.000079
3072 , 30720 , -0.306241 , -0.194172, 0.000134, 0.000051
4096 , 40960 , -0.293294 , -0.191381, 0.000002, 0.000019
5120 , 51200 , -0.290037 , -0.192099, 0.000021, 0.000026
6144 , 61440 , -0.271187 , -0.183609, 0.000551, 0.000011
7168 , 71680 , -0.280771 , -0.184740, 0.000193, 0.000005
8192 , 81920 , -0.281569 , -0.185367, 0.000171, 0.000003
9216 , 92160 , -0.281454 , -0.185567, 0.000174, 0.000002
10240 , 102400 , -0.286760 , -0.188072, 0.000062, 0.000001
11264 , 112640 , -0.288918 , -0.188405, 0.000033, 0.000002
12288 , 122880 , -0.289353 , -0.187465, 0.000028, 0.000000
13312 , 133120 , -0.289017 , -0.186695, 0.000032, 0.000000
14336 , 143360 , -0.289767 , -0.187420, 0.000024, 0.000000
15360 , 153600 , -0.291282 , -0.188253, 0.000011, 0.000002
16384 , 163840 , -0.291883 , -0.188463, 0.000008, 0.000002
17408 , 174080 , -0.294155 , -0.188791, 0.000000, 0.000003
18432 , 184320 , -0.297380 , -0.189043, 0.000007, 0.000004
19456 , 194560 , -0.296279 , -0.188420, 0.000003, 0.000002
20480 , 204800 , -0.293839 , -0.187574, 0.000001, 0.000000
21504 , 215040 , -0.295123 , -0.187835, 0.000000, 0.000001
22528 , 225280 , -0.294546 , -0.188082, 0.000000, 0.000001
23552 , 235520 , -0.295440 , -0.188185, 0.000001, 0.000001
24576 , 245760 , -0.296060 , -0.188450, 0.000002, 0.000002
25600 , 256000 , -0.292186 , -0.186759, 0.000006, 0.000000
26624 , 266240 , -0.293217 , -0.186554, 0.000002, 0.000000
27648 , 276480 , -0.293787 , -0.186991, 0.000001, 0.000000
28672 , 286720 , -0.294226 , -0.187221, 0.000000, 0.000000
29696 , 296960 , -0.294034 , -0.187103, 0.000000, 0.000000
30720 , 307200 , -0.295121 , -0.187844, 0.000000, 0.000001
31744 , 317440 , -0.296525 , -0.188281, 0.000004, 0.000002
32768 , 327680 , -0.297247 , -0.188808, 0.000007, 0.000003
33792 , 337920 , -0.298854 , -0.188941, 0.000018, 0.000004
34816 , 348160 , -0.293386 , -0.190664, 0.000002, 0.000013
35840 , 358400 , -0.293285 , -0.190767, 0.000002, 0.000014
36864 , 368640 , -0.293564 , -0.190613, 0.000001, 0.000013
37888 , 378880 , -0.294547 , -0.190935, 0.000000, 0.000015
38912 , 389120 , -0.295181 , -0.190925, 0.000000, 0.000015
39936 , 399360 , -0.295332 , -0.190967, 0.000000, 0.000016
40960 , 409600 , -0.294891 , -0.190647, 0.000000, 0.000013
41984 , 419840 , -0.295177 , -0.190431, 0.000000, 0.000012
43008 , 430080 , -0.296960 , -0.190697, 0.000005, 0.000014
44032 , 440320 , -0.296503 , -0.190731, 0.000003, 0.000014
45056 , 450560 , -0.296135 , -0.190912, 0.000002, 0.000015
46080 , 460800 , -0.295613 , -0.190813, 0.000001, 0.000015
47104 , 471040 , -0.296125 , -0.190714, 0.000002, 0.000014
48128 , 481280 , -0.296621 , -0.190604, 0.000004, 0.000013
49152 , 491520 , -0.296162 , -0.190557, 0.000002, 0.000013
50176 , 501760 , -0.296184 , -0.190427, 0.000002, 0.000012
51200 , 512000 , -0.296560 , -0.190323, 0.000004, 0.000011
52224 , 522240 , -0.297510 , -0.190544, 0.000008, 0.000013
53248 , 532480 , -0.297716 , -0.190619, 0.000009, 0.000013
54272 , 542720 , -0.298251 , -0.190995, 0.000013, 0.000016
55296 , 552960 , -0.298722 , -0.191069, 0.000017, 0.000017
56320 , 563200 , -0.298567 , -0.190998, 0.000015, 0.000016
57344 , 573440 , -0.297870 , -0.190678, 0.000010, 0.000014
58368 , 583680 , -0.298032 , -0.190774, 0.000011, 0.000014
59392 , 593920 , -0.298911 , -0.190902, 0.000018, 0.000015
60416 , 604160 , -0.301285 , -0.190223, 0.000044, 0.000010
61440 , 614400 , -0.300688 , -0.189876, 0.000036, 0.000008
62464 , 624640 , -0.301116 , -0.189688, 0.000042, 0.000007
63488 , 634880 , -0.301397 , -0.189745, 0.000046, 0.000008
64512 , 645120 , -0.300130 , -0.189293, 0.000030, 0.000005
65536 , 655360 , -0.300215 , -0.189225, 0.000031, 0.000005
66560 , 665600 , -0.299773 , -0.188976, 0.000026, 0.000004
67584 , 675840 , -0.299719 , -0.188982, 0.000026, 0.000004
68608 , 686080 , -0.299563 , -0.188937, 0.000024, 0.000004
69632 , 696320 , -0.299704 , -0.189082, 0.000026, 0.000004
70656 , 706560 , -0.299507 , -0.188996, 0.000024, 0.000004
71680 , 716800 , -0.299783 , -0.189139, 0.000026, 0.000005
72704 , 727040 , -0.299329 , -0.188995, 0.000022, 0.000004
73728 , 737280 , -0.299356 , -0.189059, 0.000022, 0.000004
74752 , 747520 , -0.299417 , -0.188950, 0.000023, 0.000004
75776 , 757760 , -0.299413 , -0.189026, 0.000023, 0.000004
76800 , 768000 , -0.299201 , -0.189060, 0.000021, 0.000004
77824 , 778240 , -0.299818 , -0.189252, 0.000027, 0.000005
78848 , 788480 , -0.299934 , -0.189316, 0.000028, 0.000005
79872 , 798720 , -0.299659 , -0.189181, 0.000025, 0.000005
80896 , 808960 , -0.299496 , -0.189086, 0.000023, 0.000004
81920 , 819200 , -0.299656 , -0.189100, 0.000025, 0.000004
82944 , 829440 , -0.299466 , -0.189134, 0.000023, 0.000005
83968 , 839680 , -0.299726 , -0.189331, 0.000026, 0.000005
84992 , 849920 , -0.300014 , -0.189411, 0.000029, 0.000006
86016 , 860160 , -0.300635 , -0.189520, 0.000036, 0.000006
87040 , 870400 , -0.299690 , -0.189199, 0.000025, 0.000005
88064 , 880640 , -0.297300 , -0.189870, 0.000007, 0.000008
89088 , 890880 , -0.297565 , -0.190085, 0.000008, 0.000010
90112 , 901120 , -0.297762 , -0.190166, 0.000010, 0.000010
91136 , 911360 , -0.297518 , -0.190068, 0.000008, 0.000009
92160 , 921600 , -0.296715 , -0.189641, 0.000004, 0.000007
93184 , 931840 , -0.296088 , -0.188842, 0.000002, 0.000003
94208 , 942080 , -0.296576 , -0.188972, 0.000004, 0.000004
95232 , 952320 , -0.296285 , -0.188856, 0.000003, 0.000003
96256 , 962560 , -0.296261 , -0.189071, 0.000003, 0.000004
97280 , 972800 , -0.296593 , -0.189303, 0.000004, 0.000005
98304 , 983040 , -0.296732 , -0.189282, 0.000004, 0.000005
99328 , 993280 , -0.296771 , -0.189199, 0.000004, 0.000005
100352 , 1003520 , -0.297265 , -0.189273, 0.000007, 0.000005
101376 , 1013760 , -0.297622 , -0.189378, 0.000009, 0.000006
102400 , 1024000 , -0.297612 , -0.189315, 0.000009, 0.000005
103424 , 1034240 , -0.297382 , -0.189276, 0.000007, 0.000005
104448 , 1044480 , -0.297419 , -0.189389, 0.000008, 0.000006
105472 , 1054720 , -0.297511 , -0.189460, 0.000008, 0.000006
106496 , 1064960 , -0.297339 , -0.189434, 0.000007, 0.000006
107520 , 1075200 , -0.297380 , -0.189536, 0.000007, 0.000006
108544 , 1085440 , -0.297589 , -0.189708, 0.000009, 0.000007
109568 , 1095680 , -0.297559 , -0.189724, 0.000008, 0.000007
110592 , 1105920 , -0.297918 , -0.189822, 0.000011, 0.000008
111616 , 1116160 , -0.297889 , -0.189822, 0.000010, 0.000008
112640 , 1126400 , -0.297021 , -0.189211, 0.000006, 0.000005
113664 , 1136640 , -0.297047 , -0.189305, 0.000006, 0.000005
114688 , 1146880 , -0.296770 , -0.189169, 0.000004, 0.000005
115712 , 1157120 , -0.297172 , -0.189174, 0.000006, 0.000005
116736 , 1167360 , -0.297010 , -0.189066, 0.000006, 0.000004
117760 , 1177600 , -0.296709 , -0.188807, 0.000004, 0.000003
118784 , 1187840 , -0.296618 , -0.188812, 0.000004, 0.000003
119808 , 1198080 , -0.296714 , -0.188740, 0.000004, 0.000003
120832 , 1208320 , -0.296942 , -0.188881, 0.000005, 0.000004
121856 , 1218560 , -0.296789 , -0.188855, 0.000005, 0.000003
122880 , 1228800 , -0.296979 , -0.188922, 0.000005, 0.000004
123904 , 1239040 , -0.296966 , -0.188875, 0.000005, 0.000004
124928 , 1249280 , -0.295008 , -0.189145, 0.000000, 0.000005
125952 , 1259520 , -0.294920 , -0.189148, 0.000000, 0.000005
126976 , 1269760 , -0.295024 , -0.189154, 0.000000, 0.000005
128000 , 1280000 , -0.295081 , -0.189148, 0.000000, 0.000005
129024 , 1290240 , -0.295250 , -0.189212, 0.000000, 0.000005
130048 , 1300480 , -0.295395 , -0.189260, 0.000001, 0.000005
131072 , 1310720 , -0.295450 , -0.189293, 0.000001, 0.000005
132096 , 1320960 , -0.295783 , -0.189506, 0.000001, 0.000006
133120 , 1331200 , -0.295801 , -0.189521, 0.000001, 0.000006
134144 , 1341440 , -0.295859 , -0.189575, 0.000001, 0.000007
135168 , 1351680 , -0.295770 , -0.189570, 0.000001, 0.000007
136192 , 1361920 , -0.295927 , -0.189482, 0.000002, 0.000006
137216 , 1372160 , -0.295358 , -0.188943, 0.000001, 0.000004
138240 , 1382400 , -0.295822 , -0.189112, 0.000001, 0.000004
139264 , 1392640 , -0.295989 , -0.189046, 0.000002, 0.000004
140288 , 1402880 , -0.296128 , -0.189107, 0.000002, 0.000004
141312 , 1413120 , -0.296327 , -0.189114, 0.000003, 0.000004
142336 , 1423360 , -0.296202 , -0.189082, 0.000002, 0.000004
