trueR,trueI
-2.946506e-01,-1.869979e-01
n_samples,time,n_paths,n_NZero_paths,estimateR,estimateI,varianceR,varianceI
16384,13595,163840,59910,-2.930661e-01,-1.846574e-01,2.510735e-06,5.477710e-06
32768,13597,327680,120201,-2.990046e-01,-1.886751e-01,1.895732e-05,2.812950e-06
49152,13601,491520,180330,-3.016748e-01,-1.875934e-01,4.933853e-05,3.545967e-07
65536,13603,655360,240220,-3.004739e-01,-1.870210e-01,3.391030e-05,5.341507e-10
81920,13610,819200,300281,-2.900845e-01,-1.853727e-01,2.084957e-05,2.641259e-06
98304,13612,983040,360554,-2.913836e-01,-1.865319e-01,1.067323e-05,2.170903e-07
114688,13624,1146880,420664,-2.920656e-01,-1.869231e-01,6.682193e-06,5.597842e-09
131072,13630,1310720,480929,-2.971155e-01,-1.887071e-01,6.075685e-06,2.921493e-06
147456,13630,1474560,541681,-2.990420e-01,-1.891056e-01,1.928441e-05,4.442440e-06
163840,13629,1638400,601820,-2.975533e-01,-1.889946e-01,8.425416e-06,3.986914e-06
180224,13637,1802240,661945,-2.977282e-01,-1.891027e-01,9.471783e-06,4.430262e-06
196608,13640,1966080,722157,-2.978663e-01,-1.892919e-01,1.034073e-05,5.262454e-06
212992,13643,2129920,782471,-2.981896e-01,-1.889135e-01,1.252449e-05,3.669481e-06
229376,13645,2293760,842974,-2.966096e-01,-1.888071e-01,3.837432e-06,3.273132e-06
245760,13654,2457600,903514,-2.972742e-01,-1.888024e-01,6.883057e-06,3.256438e-06
262144,13655,2621440,963940,-2.970691e-01,-1.887939e-01,5.849230e-06,3.225802e-06
278528,13658,2785280,1024463,-2.975994e-01,-1.891421e-01,8.695543e-06,4.597733e-06
294912,13672,2949120,1084456,-2.969250e-01,-1.885229e-01,5.173004e-06,2.325851e-06
311296,13672,3112960,1144465,-2.972357e-01,-1.885362e-01,6.682656e-06,2.366341e-06
327680,13675,3276800,1204426,-2.971148e-01,-1.885388e-01,6.072306e-06,2.374554e-06
344064,13680,3440640,1264032,-2.972972e-01,-1.883664e-01,7.004624e-06,1.872936e-06
360448,13687,3604480,1323919,-2.966974e-01,-1.881153e-01,4.189365e-06,1.248568e-06
376832,13691,3768320,1384280,-2.965770e-01,-1.883759e-01,3.711102e-06,1.898924e-06
