trueR,trueI
-2.946506e-01,-1.869979e-01
n_samples,time,n_paths,n_NZero_paths,estimateR,estimateI,varianceR,varianceI
16384,7397,16384,1991,-3.068966e-01,-1.955817e-01,1.499648e-04,7.368161e-05
32768,7402,32768,3959,-2.880334e-01,-1.933933e-01,4.378758e-05,4.090094e-05
49152,7402,49152,5914,-2.844505e-01,-1.931396e-01,1.040417e-04,3.772112e-05
65536,7402,65536,7880,-2.804300e-01,-1.938377e-01,2.022253e-04,4.678282e-05
81920,7405,81920,9832,-2.854179e-01,-1.933949e-01,8.524219e-05,4.092134e-05
98304,7407,98304,11732,-2.859366e-01,-1.920407e-01,7.593467e-05,2.542990e-05
114688,7407,114688,13770,-2.938132e-01,-1.930971e-01,7.012147e-07,3.720017e-05
131072,7409,131072,15694,-2.909159e-01,-1.907589e-01,1.394804e-05,1.414541e-05
147456,7410,147456,17629,-2.892967e-01,-1.899975e-01,2.866454e-05,8.997801e-06
163840,7413,163840,19545,-2.889726e-01,-1.882299e-01,3.223966e-05,1.517820e-06
180224,7412,180224,21571,-2.917580e-01,-1.890559e-01,8.367040e-06,4.235607e-06
196608,7412,196608,23587,-2.924310e-01,-1.900147e-01,4.926569e-06,9.100991e-06
212992,7417,212992,25572,-2.931825e-01,-1.894556e-01,2.155470e-06,6.040622e-06
229376,7426,229376,27534,-2.945493e-01,-1.895629e-01,1.027338e-08,6.579207e-06
245760,7427,245760,29484,-2.932338e-01,-1.890918e-01,2.007498e-06,4.384651e-06
262144,7427,262144,31455,-2.939389e-01,-1.888979e-01,5.064877e-07,3.610009e-06
278528,7427,278528,33420,-2.945798e-01,-1.888736e-01,5.014101e-09,3.518413e-06
294912,7434,294912,35447,-2.960239e-01,-1.894300e-01,1.886010e-06,5.915004e-06
311296,7443,311296,37386,-2.924112e-01,-1.893298e-01,5.014940e-06,5.438024e-06
327680,7445,327680,39333,-2.958154e-01,-1.901153e-01,1.356814e-06,9.718353e-06
344064,7452,344064,41283,-2.951547e-01,-1.889614e-01,2.541231e-07,3.855376e-06
360448,7455,360448,43264,-2.950921e-01,-1.889606e-01,1.949412e-07,3.852334e-06
376832,7455,376832,45245,-2.952091e-01,-1.889196e-01,3.119172e-07,3.693211e-06
393216,7460,393216,47219,-2.946738e-01,-1.891834e-01,5.389831e-10,4.776643e-06
409600,7463,409600,49258,-2.957151e-01,-1.895011e-01,1.133116e-06,6.265942e-06
425984,7465,425984,51179,-2.960728e-01,-1.894607e-01,2.022728e-06,6.065698e-06
442368,7468,442368,53099,-2.952375e-01,-1.891757e-01,3.444133e-07,4.742898e-06
458752,7470,458752,55129,-2.955685e-01,-1.894139e-01,8.424522e-07,5.837343e-06
475136,7472,475136,57124,-2.965301e-01,-1.895730e-01,3.532458e-06,6.631291e-06
491520,7471,491520,59091,-2.956074e-01,-1.899745e-01,9.155301e-07,8.860037e-06
507904,7473,507904,61033,-2.955103e-01,-1.899580e-01,7.390459e-07,8.762197e-06
524288,7479,524288,62967,-2.954199e-01,-1.895776e-01,5.917572e-07,6.655026e-06
540672,7479,540672,64966,-2.956020e-01,-1.896532e-01,9.051797e-07,7.050526e-06
557056,7480,557056,66959,-2.957475e-01,-1.897069e-01,1.203199e-06,7.338688e-06
573440,7485,573440,68948,-2.961543e-01,-1.898236e-01,2.261132e-06,7.984874e-06
589824,7485,589824,70876,-2.954647e-01,-1.895919e-01,6.626781e-07,6.729192e-06
606208,7487,606208,72854,-2.978656e-01,-1.902274e-01,1.033594e-05,1.042957e-05
622592,7498,622592,74833,-2.979250e-01,-1.903015e-01,1.072157e-05,1.091418e-05
638976,7497,638976,76807,-2.988981e-01,-1.903711e-01,1.804140e-05,1.137892e-05
655360,7501,655360,78817,-2.985114e-01,-1.903018e-01,1.490602e-05,1.091576e-05
671744,7501,671744,80907,-2.989993e-01,-1.906338e-01,1.891115e-05,1.321986e-05
688128,7503,688128,82792,-2.984850e-01,-1.903507e-01,1.470237e-05,1.124171e-05
704512,7504,704512,84749,-2.980919e-01,-1.900322e-01,1.184237e-05,9.207300e-06
720896,7505,720896,86668,-2.975836e-01,-1.897298e-01,8.602288e-06,7.463546e-06
737280,7507,737280,88635,-2.978626e-01,-1.897366e-01,1.031678e-05,7.500719e-06
753664,7508,753664,90635,-2.981874e-01,-1.895583e-01,1.250868e-05,6.555836e-06
770048,7508,770048,92625,-2.983795e-01,-1.896205e-01,1.390489e-05,6.877897e-06
786432,7510,786432,94585,-2.981338e-01,-1.894695e-01,1.213272e-05,6.109081e-06
802816,7513,802816,96484,-2.978920e-01,-1.893830e-01,1.050661e-05,5.689033e-06
819200,7515,819200,98459,-2.979468e-01,-1.894016e-01,1.086452e-05,5.778091e-06
835584,7517,835584,100430,-2.969844e-01,-1.894173e-01,5.446576e-06,5.853771e-06
851968,7518,851968,102410,-2.968796e-01,-1.894075e-01,4.968198e-06,5.806279e-06
868352,7518,868352,104418,-2.969851e-01,-1.892827e-01,5.449637e-06,5.220220e-06
884736,7519,884736,106352,-2.971929e-01,-1.892626e-01,6.463224e-06,5.129039e-06
901120,7519,901120,108309,-2.973218e-01,-1.892463e-01,7.135214e-06,5.055264e-06
917504,7682,917504,110327,-2.974561e-01,-1.893420e-01,7.870670e-06,5.494813e-06
933888,7722,933888,112223,-2.965304e-01,-1.893171e-01,3.533466e-06,5.378904e-06
950272,7744,950272,114212,-2.963676e-01,-1.891785e-01,2.948196e-06,4.755108e-06
966656,7858,966656,116190,-2.964862e-01,-1.892154e-01,3.369262e-06,4.917511e-06
983040,7877,983040,118193,-2.972077e-01,-1.891931e-01,6.538450e-06,4.818813e-06
999424,7883,999424,120135,-2.974206e-01,-1.892138e-01,7.672772e-06,4.910508e-06
