trueR,trueI
-2.946506e-01,-1.869979e-01
n_samples,time,n_paths,n_NZero_paths,estimateR,estimateI,varianceR,varianceI
16384,13402,163840,60064,-2.873783e-01,-1.853554e-01,5.288726e-05,2.697693e-06
32768,13427,327680,120318,-2.690106e-01,-1.854293e-01,6.574086e-04,2.460414e-06
49152,13432,491520,180365,-2.796400e-01,-1.843044e-01,2.253189e-04,7.254964e-06
65536,13439,655360,240554,-2.856700e-01,-1.859019e-01,8.065228e-05,1.201271e-06
81920,13442,819200,300556,-2.875099e-01,-1.853629e-01,5.098911e-05,2.673274e-06
98304,13452,983040,360770,-2.892222e-01,-1.856185e-01,2.946724e-05,1.902705e-06
114688,13460,1146880,421063,-2.918023e-01,-1.860197e-01,8.112798e-06,9.567909e-07
131072,13478,1310720,481091,-2.916046e-01,-1.856568e-01,9.278152e-06,1.798441e-06
147456,13520,1474560,540959,-2.912368e-01,-1.859946e-01,1.165401e-05,1.006661e-06
163840,13525,1638400,601092,-2.902134e-01,-1.865247e-01,1.968908e-05,2.238489e-07
180224,13532,1802240,661312,-2.893243e-01,-1.870520e-01,2.836948e-05,2.932311e-09
196608,13537,1966080,721430,-2.894357e-01,-1.868982e-01,2.719580e-05,9.934880e-09
212992,13537,2129920,781895,-2.892886e-01,-1.864451e-01,2.875173e-05,3.055256e-07
229376,13546,2293760,841820,-2.896974e-01,-1.859915e-01,2.453454e-05,1.012860e-06
245760,13546,2457600,901541,-2.891929e-01,-1.857326e-01,2.978713e-05,1.600839e-06
262144,13548,2621440,961476,-2.898139e-01,-1.855910e-01,2.339375e-05,1.979223e-06
278528,13549,2785280,1021347,-2.888991e-01,-1.852213e-01,3.307964e-05,3.156275e-06
294912,13550,2949120,1081743,-2.892067e-01,-1.855139e-01,2.963638e-05,2.202055e-06
311296,13551,3112960,1141830,-2.901676e-01,-1.858422e-01,2.009715e-05,1.335515e-06
327680,13550,3276800,1202088,-2.907608e-01,-1.858646e-01,1.513031e-05,1.284252e-06
344064,13552,3440640,1262338,-2.908170e-01,-1.858632e-01,1.469688e-05,1.287597e-06
360448,13553,3604480,1322384,-2.906319e-01,-1.858013e-01,1.615038e-05,1.431871e-06
376832,13554,3768320,1382593,-2.915393e-01,-1.859485e-01,9.680205e-06,1.101270e-06
393216,13557,3932160,1442442,-2.927612e-01,-1.861515e-01,3.569974e-06,7.162683e-07
409600,13556,4096000,1502618,-2.924499e-01,-1.862295e-01,4.843312e-06,5.903366e-07
425984,13564,4259840,1562992,-2.930701e-01,-1.865238e-01,2.498095e-06,2.247664e-07
442368,13568,4423680,1622917,-2.936383e-01,-1.865202e-01,1.024742e-06,2.281275e-07
458752,13569,4587520,1683213,-2.939260e-01,-1.865779e-01,5.250218e-07,1.763910e-07
475136,13570,4751360,1743646,-2.937190e-01,-1.867740e-01,8.679725e-07,5.010002e-08
491520,13569,4915200,1803653,-2.940553e-01,-1.868650e-01,3.543483e-07,1.766729e-08
507904,13569,5079040,1863513,-2.938166e-01,-1.865472e-01,6.955363e-07,2.030638e-07
524288,13571,5242880,1923506,-2.939176e-01,-1.864697e-01,5.373153e-07,2.790125e-07
540672,13572,5406720,1983326,-2.934893e-01,-1.863893e-01,1.348565e-06,3.703857e-07
557056,13576,5570560,2043458,-2.931501e-01,-1.863218e-01,2.251462e-06,4.570446e-07
573440,13575,5734400,2103774,-2.932673e-01,-1.863197e-01,1.913532e-06,4.599303e-07
589824,13576,5898240,2164171,-2.927858e-01,-1.863125e-01,3.477667e-06,4.696830e-07
606208,13577,6062080,2224206,-2.923932e-01,-1.863139e-01,5.095885e-06,4.678058e-07
622592,13580,6225920,2284327,-2.926961e-01,-1.864321e-01,3.820287e-06,3.201264e-07
638976,13585,6389760,2344396,-2.923465e-01,-1.865518e-01,5.308909e-06,1.989751e-07
655360,13586,6553600,2404825,-2.925974e-01,-1.866957e-01,4.215635e-06,9.129514e-08
671744,13586,6717440,2464621,-2.923926e-01,-1.867404e-01,5.098576e-06,6.628682e-08
688128,13588,6881280,2524702,-2.922996e-01,-1.866576e-01,5.527415e-06,1.157722e-07
704512,13590,7045120,2585361,-2.927383e-01,-1.867677e-01,3.656761e-06,5.296144e-08
720896,13590,7208960,2645730,-2.931670e-01,-1.867569e-01,2.201037e-06,5.807930e-08
737280,13590,7372800,2705958,-2.931848e-01,-1.868322e-01,2.148562e-06,2.746173e-08
753664,13591,7536640,2766409,-2.931954e-01,-1.869487e-01,2.117658e-06,2.415136e-09
770048,13597,7700480,2826642,-2.932830e-01,-1.870403e-01,1.870408e-06,1.801027e-09
786432,13597,7864320,2886844,-2.933332e-01,-1.871332e-01,1.735574e-06,1.830275e-08
802816,13598,8028160,2946932,-2.930229e-01,-1.870296e-01,2.649354e-06,1.006448e-09
819200,13604,8192000,3007135,-2.932661e-01,-1.870111e-01,1.916996e-06,1.754865e-10
835584,13603,8355840,3066994,-2.925386e-01,-1.869581e-01,4.460423e-06,1.580563e-09
851968,13603,8519680,3127044,-2.919179e-01,-1.869695e-01,7.467617e-06,8.058054e-10
868352,13608,8683520,3187108,-2.921235e-01,-1.870150e-01,6.386324e-06,2.936540e-10
884736,13606,8847360,3247154,-2.917694e-01,-1.869842e-01,8.301308e-06,1.883473e-10
901120,13607,9011200,3307243,-2.916679e-01,-1.868085e-01,8.896712e-06,3.585871e-08
917504,13616,9175040,3367681,-2.916192e-01,-1.869668e-01,9.189765e-06,9.652779e-10
933888,13616,9338880,3427875,-2.918089e-01,-1.869300e-01,8.075491e-06,4.613057e-09
950272,13617,9502720,3488133,-2.917565e-01,-1.869467e-01,8.376008e-06,2.616904e-09
966656,13617,9666560,3548085,-2.913902e-01,-1.869687e-01,1.063043e-05,8.495284e-10
983040,13621,9830400,3608341,-2.914490e-01,-1.869966e-01,1.025046e-05,1.529665e-12
999424,13623,9994240,3668710,-2.911157e-01,-1.869629e-01,1.249540e-05,1.219988e-09
1015808,13626,10158080,3728823,-2.914127e-01,-1.870223e-01,1.048402e-05,5.964831e-10
1032192,13625,10321920,3788961,-2.914958e-01,-1.870339e-01,9.953041e-06,1.298234e-09
1048576,13651,10485760,3848932,-2.914620e-01,-1.869027e-01,1.016723e-05,9.049529e-09
1064960,19572,10649600,3909163,-2.915983e-01,-1.868992e-01,9.316682e-06,9.739793e-09
