circuitID,qubits,psi0,0r,0i,1r,1i,2r,2i,3r,3i,4r,4i,5r,5i,6r,6i,7r,7i,8r,8i,9r,9i,10r,10i,11r,11i,12r,12i,13r,13i,14r,14i,15r,15i,16r,16i,17r,17i,18r,18i,19r,19i,20r,20i,21r,21i,22r,22i,23r,23i,24r,24i,25r,25i,26r,26i,27r,27i,28r,28i,29r,29i,30r,30i,31r,31i,32r,32i,33r,33i,34r,34i,35r,35i,36r,36i,37r,37i,38r,38i,39r,39i,40r,40i,41r,41i,42r,42i,43r,43i,44r,44i,45r,45i,46r,46i,47r,47i,48r,48i,49r,49i,50r,50i,51r,51i,52r,52i,53r,53i,54r,54i,55r,55i,56r,56i,57r,57i,58r,58i,59r,59i,60r,60i,61r,61i,62r,62i,63r,63i
21,6,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08993511,-0.02550866,0.0,0.0,0.0,0.0,0.0,0.0,-0.08993511,-0.02550866,0.0,0.0,0.0,0.0,0.0,0.0,-0.11972244,-0.03395736,0.0,0.0,0.0,0.0,0.0,0.0,-0.11972244,-0.03395736,0.0,0.0,0.0,0.0,0.0,0.0,-0.04744093,-0.01345587,0.0,0.0,0.0,0.0,0.0,0.0,-0.04744093,-0.01345587,0.0,0.0,0.0,0.0,0.0,0.0,0.22696119,0.06437393,0.0,0.0,0.0,0.0,0.0,0.0,0.22696119,0.06437393,0.0,0.0,0.0,0.0,0.0,0.0,0.03720167,0.01055166,0.0,0.0,0.0,0.0,0.0,0.0,0.03720167,0.01055166,0.0,0.0,0.0,0.0,0.0,0.0,-0.2894292,-0.08209199,0.0,0.0,0.0,0.0,0.0,0.0,-0.2894292,-0.08209199,0.0,0.0,0.0,0.0,0.0,0.0,0.01962395,0.00556602,0.0,0.0,0.0,0.0,0.0,0.0,0.01962395,0.00556602,0.0,0.0,0.0,0.0,0.0,0.0,0.54867908,0.15562409,0.0,0.0,0.0,0.0,0.0,0.0,0.54867908,0.15562409
21,6,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08993511,-0.02550866,0.0,0.0,0.0,0.0,0.0,0.0,-0.08993511,-0.02550866,0.0,0.0,0.0,0.0,0.0,0.0,-0.11972244,-0.03395736,0.0,0.0,0.0,0.0,0.0,0.0,-0.11972244,-0.03395736,0.0,0.0,0.0,0.0,0.0,0.0,-0.04744093,-0.01345587,0.0,0.0,0.0,0.0,0.0,0.0,-0.04744093,-0.01345587,0.0,0.0,0.0,0.0,0.0,0.0,0.22696119,0.06437393,0.0,0.0,0.0,0.0,0.0,0.0,0.22696119,0.06437393,0.0,0.0,0.0,0.0,0.0,0.0,0.03720167,0.01055166,0.0,0.0,0.0,0.0,0.0,0.0,0.03720167,0.01055166,0.0,0.0,0.0,0.0,0.0,0.0,-0.2894292,-0.08209199,0.0,0.0,0.0,0.0,0.0,0.0,-0.2894292,-0.08209199,0.0,0.0,0.0,0.0,0.0,0.0,0.01962395,0.00556602,0.0,0.0,0.0,0.0,0.0,0.0,0.01962395,0.00556602,0.0,0.0,0.0,0.0,0.0,0.0,0.54867908,0.15562409,0.0,0.0,0.0,0.0,0.0,0.0,0.54867908,0.15562409
