trueR , trueI
0.000633 , -0.009456
n_samples , n_paths , estimateR , estimateI, varianceR, varianceI
1024 , 8192 , 0.000058 , -0.001195, 0.000000, 0.000068
2048 , 16384 , 0.000168 , -0.001979, 0.000000, 0.000056
3072 , 24576 , 0.000146 , -0.001811, 0.000000, 0.000058
4096 , 32768 , 0.000172 , -0.002056, 0.000000, 0.000055
5120 , 40960 , 0.000153 , -0.001987, 0.000000, 0.000056
6144 , 49152 , 0.000148 , -0.001899, 0.000000, 0.000057
7168 , 57344 , 0.000181 , -0.002131, 0.000000, 0.000054
8192 , 65536 , 0.000186 , -0.002279, 0.000000, 0.000052
9216 , 73728 , 0.000175 , -0.002181, 0.000000, 0.000053
10240 , 81920 , 0.000356 , -0.003692, 0.000000, 0.000033
11264 , 90112 , 0.000346 , -0.003570, 0.000000, 0.000035
12288 , 98304 , 0.000340 , -0.003515, 0.000000, 0.000035
13312 , 106496 , 0.000328 , -0.003427, 0.000000, 0.000036
14336 , 114688 , 0.000316 , -0.003301, 0.000000, 0.000038
15360 , 122880 , 0.000311 , -0.003248, 0.000000, 0.000039
16384 , 131072 , 0.000296 , -0.003119, 0.000000, 0.000040
17408 , 139264 , 0.000288 , -0.003038, 0.000000, 0.000041
18432 , 147456 , 0.000272 , -0.002915, 0.000000, 0.000043
19456 , 155648 , 0.000273 , -0.002968, 0.000000, 0.000042
20480 , 163840 , 0.000263 , -0.002888, 0.000000, 0.000043
21504 , 172032 , 0.000346 , -0.003615, 0.000000, 0.000034
22528 , 180224 , 0.000339 , -0.003541, 0.000000, 0.000035
23552 , 188416 , 0.000410 , -0.004135, 0.000000, 0.000028
24576 , 196608 , 0.000400 , -0.004047, 0.000000, 0.000029
25600 , 204800 , 0.000392 , -0.003968, 0.000000, 0.000030
26624 , 212992 , 0.000385 , -0.003897, 0.000000, 0.000031
27648 , 221184 , 0.000381 , -0.003845, 0.000000, 0.000031
28672 , 229376 , 0.000373 , -0.003786, 0.000000, 0.000032
29696 , 237568 , 0.000364 , -0.003711, 0.000000, 0.000033
30720 , 245760 , 0.000360 , -0.003666, 0.000000, 0.000034
31744 , 253952 , 0.000357 , -0.003650, 0.000000, 0.000034
32768 , 262144 , 0.000353 , -0.003615, 0.000000, 0.000034
33792 , 270336 , 0.000346 , -0.003555, 0.000000, 0.000035
34816 , 278528 , 0.000345 , -0.003547, 0.000000, 0.000035
35840 , 286720 , 0.000340 , -0.003484, 0.000000, 0.000036
36864 , 294912 , 0.000338 , -0.003496, 0.000000, 0.000036
37888 , 303104 , 0.000331 , -0.003437, 0.000000, 0.000036
38912 , 311296 , 0.000465 , -0.004612, 0.000000, 0.000023
39936 , 319488 , 0.000461 , -0.004560, 0.000000, 0.000024
40960 , 327680 , 0.000456 , -0.004514, 0.000000, 0.000024
41984 , 335872 , 0.000579 , -0.005566, 0.000000, 0.000015
43008 , 344064 , 0.000608 , -0.005827, 0.000000, 0.000013
44032 , 352256 , 0.000597 , -0.005740, 0.000000, 0.000014
45056 , 360448 , 0.000700 , -0.006650, 0.000000, 0.000008
46080 , 368640 , 0.000689 , -0.006551, 0.000000, 0.000008
47104 , 376832 , 0.000793 , -0.007441, 0.000000, 0.000004
48128 , 385024 , 0.000780 , -0.007329, 0.000000, 0.000005
49152 , 393216 , 0.000767 , -0.007210, 0.000000, 0.000005
50176 , 401408 , 0.000758 , -0.007122, 0.000000, 0.000005
51200 , 409600 , 0.000749 , -0.007069, 0.000000, 0.000006
