trueR , trueI
-0.001721 , 0.001279
n_samples , time, n_paths , n_NZero_paths , estimateR , estimateI , varianceR , varianceI,var,L2
5461 , 25227 , 43688 , 5472 ,-0.000586,0.000615,1.2882250000000003e-06,4.40896e-07,1.7291210000000003e-06,0.0013149604556791815
10922 , 37968 , 87376 , 10945 ,-0.00069,0.000866,1.0629610000000004e-06,1.7056899999999997e-07,1.2335300000000003e-06,0.0011106439573508697
16383 , 37985 , 131064 , 16427 ,-0.000525,0.000612,1.4304160000000001e-06,4.4488899999999993e-07,1.875305e-06,0.001369417759487586
21844 , 37993 , 174752 , 21904 ,-0.000505,0.000514,1.4786560000000002e-06,5.852249999999999e-07,2.063881e-06,0.0014366213836637682
27305 , 37999 , 218440 , 27378 ,-0.000577,0.000609,1.3087360000000002e-06,4.4890000000000006e-07,1.7576360000000003e-06,0.001325758650735495
32766 , 38006 , 262128 , 32854 ,-0.00063,0.000755,1.190281e-06,2.7457599999999996e-07,1.464857e-06,0.0012103127694939023
38227 , 38012 , 305816 , 38325 ,-0.000608,0.000642,1.238769e-06,4.05769e-07,1.644538e-06,0.0012823954148389646
43688 , 38018 , 349504 , 43800 ,-0.000606,0.000608,1.2432250000000003e-06,4.502409999999999e-07,1.6934660000000003e-06,0.0013013323941253442
49149 , 38024 , 393192 , 49276 ,-0.000576,0.000564,1.3110250000000005e-06,5.112249999999999e-07,1.8222500000000004e-06,0.001349907404231861
54610 , 38034 , 436880 , 54750 ,-0.000619,0.00056,1.2144040000000003e-06,5.169610000000001e-07,1.7313650000000004e-06,0.0013158134366239008
60071 , 38040 , 480568 , 60230 ,-0.000814,0.000992,8.22649e-07,8.236899999999996e-08,9.05018e-07,0.0009513243400649434
65532 , 38046 , 524256 , 65706 ,-0.000779,0.000942,8.873640000000002e-07,1.1356899999999996e-07,1.0009330000000003e-06,0.001000466391239606
70993 , 38052 , 567944 , 71189 ,-0.000744,0.000682,9.54529e-07,3.5640899999999997e-07,1.310938e-06,0.0011449620081033258
76454 , 38058 , 611632 , 76663 ,-0.001045,0.001139,4.569760000000002e-07,1.959999999999998e-08,4.765760000000002e-07,0.000690344841365531
81915 , 38063 , 655320 , 82134 ,-0.001054,0.001111,4.448890000000001e-07,2.822399999999999e-08,4.7311300000000006e-07,0.0006878321016061987
87376 , 46218 , 699008 , 87610 ,-0.001081,0.001271,4.0960000000000023e-07,6.399999999999964e-11,4.0966400000000025e-07,0.0006400499980470278
92837 , 46229 , 742696 , 93086 ,-0.001082,0.001225,4.08321e-07,2.916000000000001e-09,4.1123700000000004e-07,0.0006412776309836481
98298 , 46236 , 786384 , 98557 ,-0.001063,0.001125,4.329640000000002e-07,2.371600000000002e-08,4.566800000000002e-07,0.0006757810296242416
103759 , 46242 , 830072 , 104036 ,-0.001115,0.00108,3.67236e-07,3.9600999999999985e-08,4.06837e-07,0.0006378377536646761
109220 , 46248 , 873760 , 109513 ,-0.001092,0.001016,3.95641e-07,6.9169e-08,4.6481e-07,0.0006817697558560368
114681 , 46254 , 917448 , 114985 ,-0.001064,0.001039,4.3164900000000006e-07,5.759999999999999e-08,4.892490000000001e-07,0.0006994633657311869
120142 , 46260 , 961136 , 120459 ,-0.001876,0.001018,2.4024999999999992e-08,6.812099999999998e-08,9.214599999999997e-08,0.00030355559622579845
125603 , 46266 , 1004824 , 125932 ,-0.001844,0.000995,1.5128999999999963e-08,8.065599999999998e-08,9.578499999999994e-08,0.00030949151846213803
131064 , 46272 , 1048512 , 131404 ,-0.00178,0.000964,3.480999999999977e-09,9.922499999999998e-08,1.0270599999999995e-07,0.00032047776833970864
136525 , 46277 , 1092200 , 136876 ,-0.001726,0.000996,2.500000000000013e-11,8.008900000000002e-08,8.011400000000003e-08,0.00028304416616492913
141986 , 58370 , 1135888 , 142354 ,-0.00167,0.00097,2.601000000000005e-09,9.548099999999995e-08,9.808199999999996e-08,0.0003131804591605293
147447 , 58380 , 1179576 , 147831 ,-0.002297,0.000972,3.317759999999999e-07,9.424899999999999e-08,4.2602499999999987e-07,0.0006527059062089142
152908 , 58386 , 1223264 , 153311 ,-0.002236,0.000955,2.652250000000001e-07,1.0497599999999997e-07,3.7020100000000005e-07,0.0006084414515793611
158369 , 58392 , 1266952 , 158788 ,-0.002166,0.000945,1.9802499999999987e-07,1.11556e-07,3.0958099999999987e-07,0.0005564000359453618
163830 , 58398 , 1310640 , 164265 ,-0.002089,0.001694,1.3542400000000004e-07,1.72225e-07,3.07649e-07,0.0005546611578252078
169291 , 58404 , 1354328 , 169736 ,-0.002048,0.00166,1.0692899999999989e-07,1.4516100000000004e-07,2.520899999999999e-07,0.0005020856500638113
174752 , 58410 , 1398016 , 175207 ,-0.00198,0.001626,6.708099999999995e-08,1.2040900000000006e-07,1.8749e-07,0.00043300115473287134
180213 , 58417 , 1441704 , 180684 ,-0.001923,0.001588,4.0803999999999966e-08,9.548100000000002e-08,1.3628499999999998e-07,0.00036916798344385174
185674 , 58428 , 1485392 , 186152 ,-0.001895,0.001644,3.027599999999996e-08,1.3322500000000006e-07,1.6350100000000003e-07,0.00040435256892964094
191135 , 58434 , 1529080 , 191624 ,-0.001991,0.001589,7.290000000000004e-08,9.609999999999997e-08,1.69e-07,0.0004110960958218893
196596 , 58440 , 1572768 , 197100 ,-0.001956,0.001552,5.522499999999988e-08,7.452900000000002e-08,1.297539999999999e-07,0.00036021382538708855
202057 , 58446 , 1616456 , 202576 ,-0.001914,0.001522,3.7248999999999925e-08,5.9048999999999975e-08,9.62979999999999e-08,0.00031031919051196285
207518 , 58453 , 1660144 , 208051 ,-0.001875,0.001652,2.371599999999995e-08,1.3912900000000005e-07,1.62845e-07,0.0004035405803633632
212979 , 58458 , 1703832 , 213527 ,-0.001837,0.001596,1.3456e-08,1.0048900000000001e-07,1.13945e-07,0.0003375574025258519
218440 , 58464 , 1747520 , 219002 ,-0.001803,0.001571,6.723999999999971e-09,8.526399999999996e-08,9.198799999999994e-08,0.00030329523570277184
223901 , 67177 , 1791208 , 224479 ,-0.001769,0.001527,2.303999999999987e-09,6.150399999999998e-08,6.380799999999997e-08,0.00025260245446155107
229362 , 67188 , 1834896 , 229952 ,-0.001739,0.001501,3.240000000000001e-10,4.9283999999999987e-08,4.960799999999999e-08,0.000222728534319247
234823 , 67195 , 1878584 , 235420 ,-0.001726,0.001332,2.500000000000013e-11,2.80900000000001e-09,2.8340000000000103e-09,5.3235326616824753e-05
