n_samples,time,n_paths,n_NZero_paths,estimateR,estimateI,variance,varianceVar
16384,18432,16384,30,0.53431378,0.07573595999999996,6.81096816,11.006759734920358
32768,18444,32768,55,0.914643822,0.26464442,3.912486760332,7.250208933767263
49152,18464,49152,89,0.519525774,0.43333301999999996,3.4487311778,13.856361693446216
65536,18482,65536,119,0.4585782399999999,0.310355154,2.5085670670600004,7.1186810302056855
81920,18495,81920,149,0.386862606,0.22343138200000007,1.6594939944,3.550977250199021
98304,18498,98304,181,0.57928898,0.2678510434,1.558775764,2.913055339986142
114688,18500,114688,210,0.56234182,0.369274712,1.1901982480000002,1.797441954102943
131072,18503,131072,243,0.49659862,0.376776458,0.8861806074,0.3674288542262225
147456,18510,147456,273,0.2967453786,0.40023103199999993,0.57159053948,0.11634100890709759
163840,18515,163840,312,0.3848525,0.511421124,0.7708225308800001,0.4060664770877265
180224,18518,180224,349,0.51414826,0.417267848,1.0946456193,0.47681639366260686
196608,18520,196608,382,0.40564694,0.36826962,0.8096736011999999,0.3657213476714041
212992,18522,212992,409,0.4310891760000001,0.3435141,0.7701790554000001,0.44097637185402216
229376,18525,229376,444,0.40412231,0.19321608000000004,0.5752209204,0.15386542690034444
245760,18527,245760,479,0.295563282,0.22309636399999996,0.5380843764,0.16880350004541944
262144,18525,262144,514,0.29066288599999995,0.30915272600000004,0.4630179589600001,0.1853273186223603
278528,18530,278528,545,0.22608824,0.262564761,0.4179513636,0.12400426013685367
294912,18531,294912,579,0.176824472,0.15532423,0.48361094078199995,0.17289858393204852
311296,18532,311296,608,0.11052624600000001,0.14135708,0.49700859399999997,0.19732507162753354
327680,18535,327680,638,0.034142128,0.15843141600000002,0.39363531322000006,0.22426349311471414
344064,18537,344064,668,0.031360888,0.11721539399999999,0.3515987904976,0.13039517057565525
360448,18547,360448,700,0.0165274678,0.130620596,0.34627134691999994,0.1128918432769145
376832,18554,376832,730,-0.046643069999999995,0.08708448,0.361146895122,0.1133884620893896
393216,18554,393216,762,-0.07538275420000001,0.05306896,0.33067748984399997,0.058174409303167876
409600,18555,409600,796,-0.04076950380000001,0.08928929999999999,0.30924724184,0.055923135355045867
425984,18556,425984,830,0.016044517999999987,0.127309584,0.27701495968999995,0.03464514141945084
442368,18557,442368,863,0.015636388000000005,0.125585552,0.22428789600000001,0.02282404535613905
458752,18559,458752,895,0.0028843439999999944,0.154109802,0.24249946251,0.032494873915050834
475136,18560,475136,924,-0.034799532,0.117516154,0.22087260759999996,0.022907156923732144
491520,18561,491520,958,0.003096477999999997,0.16228756800000002,0.25397275056999996,0.03258274927782419
507904,18561,507904,990,0.023134101999999993,0.20110685800000003,0.25450743454799996,0.03706535046116727
524288,18563,524288,1026,-0.0006011839999999935,0.189265462,0.23571630617300002,0.032176499295837484
540672,18564,540672,1054,0.023139525199999993,0.162318024,0.17936251086000002,0.016202305071874444
557056,18564,557056,1085,-0.012835162,0.12935051,0.1563264818,0.013188901704068768
573440,18565,573440,1119,-0.053854915999999996,0.154632284,0.1690194364674,0.016685757817658006
589824,18567,589824,1150,-0.055473744000000005,0.172222162,0.162699605736,0.01670051282241757
606208,18567,606208,1184,-0.05561390400000001,0.14878440999999998,0.166698486,0.013786856961383345
622592,18568,622592,1213,-0.053698884,0.16483161000000002,0.17325192021,0.010060699369929902
638976,18570,638976,1246,-0.090965732,0.17661192800000003,0.21517913060000002,0.01612432082684393
655360,18573,655360,1275,-0.125940306,0.175732146,0.20716209379999997,0.016006779097488023
671744,18571,671744,1308,-0.091998238,0.21165396000000003,0.1788776966,0.013508523037839962
688128,18572,688128,1339,-0.108038394,0.21474364,0.20000487360000002,0.013734417466540631
704512,18573,704512,1369,-0.138366128,0.21355432000000002,0.19735748479999998,0.016197306910192062
720896,18575,720896,1401,-0.1507406,0.23519366599999997,0.24241161344,0.025591186883996156
737280,18578,737280,1434,-0.15394575800000002,0.22303088999999998,0.2519482582,0.03243996368189847
753664,18577,753664,1464,-0.187073426,0.22984315800000005,0.2796908306,0.03994991237342102
770048,18578,770048,1494,-0.20623921799999997,0.257642126,0.31815779618000006,0.059936536030530896
786432,18578,786432,1530,-0.209412926,0.261828296,0.28992047834,0.05815705364200004
802816,18579,802816,1565,-0.211406714,0.285406438,0.2928522428,0.0648685655537031
819200,18580,819200,1596,-0.22424959600000002,0.27842622,0.29470057040000003,0.08034877596306585
835584,18583,835584,1626,-0.19273802,0.28601954,0.2705309796,0.061230698055596625
851968,18580,851968,1660,-0.179416128,0.30101310000000003,0.2586247622,0.04720693694255293
868352,18581,868352,1689,-0.179251894,0.30389122,0.23186482279999998,0.03944647027403619
