n_samples,time,n_paths,n_NZero_paths,estimateR,estimateI,variance,varianceVar
16384,48258,212992,1850,0.19062419999999997,-0.05485351999999997,0.40825219399999996,0.022556603536908137
32768,48258,425984,3743,0.419957728,0.19552468799999997,0.37882340948,0.19933311109222165
49152,48338,638976,5609,0.388317646,0.084690522,0.3190450726,0.06605300686876579
65536,48340,851968,7499,0.311938768,0.149957278,0.3050625868,0.13452141024061182
81920,48341,1064960,9398,0.20418217999999996,0.17796058,0.26923674540000003,0.03372029289088005
98304,48354,1277952,11236,0.08038502,0.17207144,0.1668391838,0.011500673688451576
114688,48371,1490944,13102,0.06486022,0.13750025999999999,0.136955194,0.009057410286920066
131072,48376,1703936,14980,0.08774056599999999,0.10087615999999999,0.11096091904000001,0.007701961918904498
147456,48389,1916928,16853,0.130517658,0.17109954,0.1246574404,0.0109174853188708
163840,48390,2129920,18718,0.19131328,0.14281634599999998,0.13062286594,0.01332322245058084
180224,48394,2342912,20586,0.158185716,0.13737882,0.12251829052,0.007490665940672825
196608,48411,2555904,22448,0.16191554,0.10337825780000001,0.09273981612,0.003522861129189099
212992,48412,2768896,24341,0.1315905,0.10818625600000001,0.0727572493082,0.0021386542933773548
229376,48421,2981888,26187,0.11905885999999999,0.108340226,0.051273332840000005,0.0010043030573109362
245760,48429,3194880,28095,0.12144785999999999,0.120857878,0.0609583619,0.0010419579966632663
262144,48494,3407872,29949,0.09726968,0.140253352,0.0670841538061638,0.0028224454912454443
278528,48507,3620864,31828,0.1158901,0.150029902,0.07511135937999999,0.0029752265499119164
294912,48511,3833856,33706,0.12991152,0.15916055599999998,0.0636776623566,0.0027653677109394656
311296,48512,4046848,35567,0.12851702,0.15121935400000003,0.0516196851,0.001574360444204816
327680,48527,4259840,37415,0.13723196399999998,0.153678484,0.05557103147,0.003226131919433042
344064,48536,4472832,39320,0.11271901400000002,0.137561812,0.039236429546,0.0019931644039875504
