n_samples,time,n_paths,n_NZero_paths,estimateR,estimateI,variance,varianceVar
16384,38511,212992,1911,-0.4255998,0.31078297,0.7862266538,0.5014702052856734
32768,38570,425984,3808,-0.155633432,0.35688687999999996,0.27992169419999996,0.026521833549955687
49152,38592,638976,5667,-0.182292002,0.31472572800000004,0.171445453,0.008895073862890204
65536,38602,851968,7535,-0.0888984628,0.258707382,0.17317518224,0.03215708612463443
81920,38605,1064960,9456,-0.1261604,0.1829149088,0.1565931642,0.011596436302103254
98304,38610,1277952,11344,-0.153037184,0.144802822,0.1269149412,0.010553751392268985
114688,38634,1490944,13233,-0.086049988,0.07379156240000001,0.1077482828,0.007072087548505607
131072,38666,1703936,15099,-0.10742195400000001,0.060957057999999995,0.125926211397,0.010871186081734416
147456,38670,1916928,16991,-0.10168803159999999,-0.009938185999999998,0.132461209688,0.007427788041428254
163840,38675,2129920,18855,-0.021244157999999996,-0.008541915,0.09572332922000001,0.003617337806814506
180224,38678,2342912,20688,-0.005416628000000002,0.012370456000000007,0.086020683248,0.003051215259913422
196608,38682,2555904,22559,-0.011672713999999995,0.012077029999999994,0.09147391129999999,0.004017609623669174
212992,38686,2768896,24429,-0.020354915999999994,0.021035572000000002,0.09576906362,0.004763654776747435
229376,38685,2981888,26310,-0.022976667599999993,0.03255571800000001,0.07948865764,0.004173956676591166
245760,38689,3194880,28169,-0.020973613999999995,0.0571137818,0.069832016386,0.0026003747447718153
262144,38696,3407872,30041,-0.009786183799999994,0.079193976,0.06936958325999999,0.003252586061497748
278528,38697,3620864,31931,-0.003427713199999998,0.09213343,0.064679344,0.0036920131088175262
294912,38696,3833856,33802,-0.028285872,0.092165756,0.06788983600000001,0.0035490178245921053
311296,38697,4046848,35653,-0.014511837999999994,0.11362291799999999,0.06071304624,0.0035324494347375567
327680,38708,4259840,37542,-0.019323668,0.12380257399999998,0.06355740606000002,0.0044319187727816884
344064,38710,4472832,39415,-0.018907873999999998,0.141397368,0.07186610046,0.005378964764607566
360448,38715,4685824,41307,-0.032308868000000004,0.13915292,0.07358349435,0.006049921436452927
376832,38718,4898816,43188,-0.032421796,0.14254643799999997,0.07577992130480002,0.006624739608408813
393216,38718,5111808,45084,-0.021055472000000002,0.142371596,0.073447421158,0.007603138714148472
409600,38723,5324800,46936,-0.025432318,0.12968631339999998,0.07112504864,0.006550865367751898
425984,38727,5537792,48838,-0.015052827999999999,0.125152504,0.061183470360000006,0.005323894903905842
442368,38731,5750784,50697,-0.014790558,0.13301471399999998,0.06630713761156001,0.005975857420359482
458752,38731,5963776,52557,-0.013925314000000003,0.132873946,0.06388485552,0.005066412092301158
475136,38731,6176768,54374,-0.011236535999999997,0.13028251200000002,0.06150738514,0.004346950697148214
491520,38736,6389760,56236,-0.014785880000000005,0.12697284,0.060878188102,0.0036584109371581145
507904,38740,6602752,58114,-0.005866401999999995,0.12646036600000002,0.0566491755,0.002823188936578021
524288,38744,6815744,60012,-0.0007078499999999988,0.11376900999999999,0.05379868446,0.002383918141146321
540672,38754,7028736,61935,0.004252862000000001,0.111634554,0.05451417938000001,0.002422598298686644
557056,38756,7241728,63834,0.018121326000000004,0.107278648,0.054213296,0.0025427810306152005
573440,38757,7454720,65713,0.027930212800000003,0.11533041799999999,0.050515866320000005,0.002198223251414221
589824,38758,7667712,67600,0.030484783999999997,0.11176174400000001,0.051106104342000004,0.0020438253369088402
606208,38762,7880704,69465,0.02418263000000001,0.0920919408,0.049086566008,0.0012939228165905377
622592,38765,8093696,71316,0.04094443800000001,0.0925358256,0.04894846956,0.0014345693135376304
638976,38777,8306688,73202,0.045976548000000006,0.0863541464,0.046007955,0.0012947143818942612
655360,38777,8519680,75045,0.043676692,0.097428231,0.043751625,0.0012109393671835868
671744,38777,8732672,76928,0.052781079999999994,0.096879473,0.04482074506,0.0012970722195392082
688128,38780,8945664,78791,0.050976270000000004,0.09010897000000001,0.04299464608,0.0009774900513178145
704512,38791,9158656,80645,0.042222876,0.0928803958,0.04088702479999999,0.0010903248639422495
720896,38790,9371648,82511,0.039197664,0.09415027960000001,0.03577939596,0.0009213018533672569
737280,38792,9584640,84399,0.025637992,0.0890880004,0.03174973756,0.0006100705399782944
753664,38794,9797632,86307,0.027192264,0.08672678438,0.029714632600000002,0.0005347504568763848
