trueR , trueI
1.000000 , 0.000000
n_samples , n_paths , estimateR , estimateI, varianceR, varianceI
4096 , 184320 , -0.000000 , 0.000000, 1.000000, 0.000000
8192 , 368640 , 1.166286 , 0.000000, 0.027651, 0.000000
12288 , 552960 , -0.388762 , 0.000000, 1.928660, 0.000000
16384 , 737280 , 0.000000 , 0.000000, 1.000000, 0.000000
20480 , 921600 , -0.233257 , 0.000000, 1.520923, 0.000000
24576 , 1105920 , 0.000000 , 0.000000, 1.000000, 0.000000
28672 , 1290240 , 0.333225 , 0.000000, 0.444589, 0.000000
32768 , 1474560 , 0.291571 , 0.000000, 0.501871, 0.000000
36864 , 1658880 , 0.259175 , 0.000000, 0.548822, 0.000000
40960 , 1843200 , 0.349886 , 0.000000, 0.422648, 0.000000
45056 , 2027520 , 0.848208 , 0.000000, 0.023041, 0.000000
49152 , 2211840 , 1.166286 , 0.000000, 0.027651, 0.000000
53248 , 2396160 , 1.256000 , 0.000000, 0.065536, 0.000000
57344 , 2580480 , 1.082980 , 0.000000, 0.006886, 0.000000
61440 , 2764800 , 1.088534 , 0.000000, 0.007838, 0.000000
65536 , 2949120 , 1.020500 , 0.000000, 0.000420, 0.000000
69632 , 3133440 , 0.823261 , 0.000000, 0.031237, 0.000000
73728 , 3317760 , 0.842318 , 0.000000, 0.024864, 0.000000
77824 , 3502080 , 0.797985 , 0.000000, 0.040810, 0.000000
81920 , 3686400 , 0.699772 , 0.000000, 0.090137, 0.000000
86016 , 3870720 , 0.777524 , 0.000000, 0.049496, 0.000000
90112 , 4055040 , 0.954234 , 0.000000, 0.002095, 0.000000
94208 , 4239360 , 0.963454 , 0.000000, 0.001336, 0.000000
98304 , 4423680 , 0.728929 , 0.000000, 0.073480, 0.000000
102400 , 4608000 , 0.886377 , 0.000000, 0.012910, 0.000000
106496 , 4792320 , 0.897143 , 0.000000, 0.010580, 0.000000
110592 , 4976640 , 0.993503 , 0.000000, 0.000042, 0.000000
114688 , 5160960 , 0.874714 , 0.000000, 0.015696, 0.000000
118784 , 5345280 , 0.924985 , 0.000000, 0.005627, 0.000000
122880 , 5529600 , 0.933029 , 0.000000, 0.004485, 0.000000
126976 , 5713920 , 0.865309 , 0.000000, 0.018142, 0.000000
131072 , 5898240 , 0.874714 , 0.000000, 0.015696, 0.000000
135168 , 6082560 , 0.777524 , 0.000000, 0.049496, 0.000000
139264 , 6266880 , 0.617446 , 0.000000, 0.146348, 0.000000
143360 , 6451200 , 0.666449 , 0.000000, 0.111256, 0.000000
147456 , 6635520 , 0.680334 , 0.000000, 0.102187, 0.000000
151552 , 6819840 , 0.661946 , 0.000000, 0.114280, 0.000000
155648 , 7004160 , 0.644527 , 0.000000, 0.126361, 0.000000
159744 , 7188480 , 0.687810 , 0.000000, 0.097463, 0.000000
163840 , 7372800 , 0.641457 , 0.000000, 0.128553, 0.000000
167936 , 7557120 , 0.597366 , 0.000000, 0.162114, 0.000000
172032 , 7741440 , 0.583143 , 0.000000, 0.173770, 0.000000
176128 , 7925760 , 0.650950 , 0.000000, 0.121836, 0.000000
180224 , 8110080 , 0.583143 , 0.000000, 0.173770, 0.000000
184320 , 8294400 , 0.596102 , 0.000000, 0.163134, 0.000000
188416 , 8478720 , 0.608497 , 0.000000, 0.153275, 0.000000
192512 , 8663040 , 0.570736 , 0.000000, 0.184268, 0.000000
196608 , 8847360 , 0.631738 , 0.000000, 0.135617, 0.000000
200704 , 9031680 , 0.618846 , 0.000000, 0.145279, 0.000000
204800 , 9216000 , 0.606469 , 0.000000, 0.154867, 0.000000
208896 , 9400320 , 0.663182 , 0.000000, 0.113446, 0.000000
212992 , 9584640 , 0.695286 , 0.000000, 0.092851, 0.000000
217088 , 9768960 , 0.660162 , 0.000000, 0.115490, 0.000000
221184 , 9953280 , 0.669535 , 0.000000, 0.109207, 0.000000
225280 , 10137600 , 0.699772 , 0.000000, 0.090137, 0.000000
229376 , 10321920 , 0.687276 , 0.000000, 0.097797, 0.000000
233472 , 10506240 , 0.695679 , 0.000000, 0.092611, 0.000000
237568 , 10690560 , 0.683685 , 0.000000, 0.100055, 0.000000
241664 , 10874880 , 0.711632 , 0.000000, 0.083156, 0.000000
245760 , 11059200 , 0.699772 , 0.000000, 0.090137, 0.000000
249856 , 11243520 , 0.745658 , 0.000000, 0.064690, 0.000000
253952 , 11427840 , 0.733631 , 0.000000, 0.070952, 0.000000
258048 , 11612160 , 0.721987 , 0.000000, 0.077291, 0.000000
262144 , 11796480 , 0.692482 , 0.000000, 0.094567, 0.000000
266240 , 11980800 , 0.663886 , 0.000000, 0.112973, 0.000000
270336 , 12165120 , 0.706840 , 0.000000, 0.085943, 0.000000
274432 , 12349440 , 0.696290 , 0.000000, 0.092240, 0.000000
278528 , 12533760 , 0.686051 , 0.000000, 0.098564, 0.000000
282624 , 12718080 , 0.709913 , 0.000000, 0.084150, 0.000000
286720 , 12902400 , 0.733094 , 0.000000, 0.071239, 0.000000
290816 , 13086720 , 0.689916 , 0.000000, 0.096152, 0.000000
294912 , 13271040 , 0.712730 , 0.000000, 0.082524, 0.000000
299008 , 13455360 , 0.734920 , 0.000000, 0.070267, 0.000000
303104 , 13639680 , 0.724989 , 0.000000, 0.075631, 0.000000
307200 , 13824000 , 0.746423 , 0.000000, 0.064301, 0.000000
311296 , 14008320 , 0.705910 , 0.000000, 0.086489, 0.000000
315392 , 14192640 , 0.742182 , 0.000000, 0.066470, 0.000000
319488 , 14376960 , 0.762572 , 0.000000, 0.056372, 0.000000
323584 , 14561280 , 0.752919 , 0.000000, 0.061049, 0.000000
327680 , 14745600 , 0.772665 , 0.000000, 0.051681, 0.000000
331776 , 14929920 , 0.777524 , 0.000000, 0.049496, 0.000000
335872 , 15114240 , 0.796488 , 0.000000, 0.041417, 0.000000
339968 , 15298560 , 0.800943 , 0.000000, 0.039623, 0.000000
344064 , 15482880 , 0.749755 , 0.000000, 0.062622, 0.000000
348160 , 15667200 , 0.782098 , 0.000000, 0.047481, 0.000000
352256 , 15851520 , 0.759442 , 0.000000, 0.057868, 0.000000
356352 , 16035840 , 0.750713 , 0.000000, 0.062144, 0.000000
360448 , 16220160 , 0.755435 , 0.000000, 0.059812, 0.000000
364544 , 16404480 , 0.733843 , 0.000000, 0.070840, 0.000000
368640 , 16588800 , 0.725689 , 0.000000, 0.075246, 0.000000
372736 , 16773120 , 0.704898 , 0.000000, 0.087085, 0.000000
376832 , 16957440 , 0.697236 , 0.000000, 0.091666, 0.000000
380928 , 17141760 , 0.689739 , 0.000000, 0.096262, 0.000000
385024 , 17326080 , 0.732031 , 0.000000, 0.071808, 0.000000
389120 , 17510400 , 0.736602 , 0.000000, 0.069379, 0.000000
393216 , 17694720 , 0.753226 , 0.000000, 0.060897, 0.000000
397312 , 17879040 , 0.721414 , 0.000000, 0.077610, 0.000000
401408 , 18063360 , 0.690251 , 0.000000, 0.095944, 0.000000
405504 , 18247680 , 0.683279 , 0.000000, 0.100312, 0.000000
409600 , 18432000 , 0.641457 , 0.000000, 0.128553, 0.000000
413696 , 18616320 , 0.646654 , 0.000000, 0.124854, 0.000000
417792 , 18800640 , 0.651748 , 0.000000, 0.121279, 0.000000
421888 , 18984960 , 0.668067 , 0.000000, 0.110180, 0.000000
425984 , 19169280 , 0.684072 , 0.000000, 0.099811, 0.000000
430080 , 19353600 , 0.699772 , 0.000000, 0.090137, 0.000000
434176 , 19537920 , 0.704173 , 0.000000, 0.087514, 0.000000
438272 , 19722240 , 0.719392 , 0.000000, 0.078741, 0.000000
442368 , 19906560 , 0.701932 , 0.000000, 0.088845, 0.000000
446464 , 20090880 , 0.695492 , 0.000000, 0.092725, 0.000000
450560 , 20275200 , 0.699772 , 0.000000, 0.090137, 0.000000
454656 , 20459520 , 0.672453 , 0.000000, 0.107287, 0.000000
458752 , 20643840 , 0.718516 , 0.000000, 0.079233, 0.000000
462848 , 20828160 , 0.743120 , 0.000000, 0.065987, 0.000000
466944 , 21012480 , 0.746832 , 0.000000, 0.064094, 0.000000
471040 , 21196800 , 0.679488 , 0.000000, 0.102728, 0.000000
475136 , 21381120 , 0.683685 , 0.000000, 0.100055, 0.000000
479232 , 21565440 , 0.687810 , 0.000000, 0.097463, 0.000000
483328 , 21749760 , 0.681981 , 0.000000, 0.101136, 0.000000
487424 , 21934080 , 0.715453 , 0.000000, 0.080967, 0.000000
491520 , 22118400 , 0.748367 , 0.000000, 0.063319, 0.000000
495616 , 22302720 , 0.742182 , 0.000000, 0.066470, 0.000000
499712 , 22487040 , 0.716979 , 0.000000, 0.080101, 0.000000
503808 , 22671360 , 0.720632 , 0.000000, 0.078046, 0.000000
507904 , 22855680 , 0.705415 , 0.000000, 0.086780, 0.000000
512000 , 23040000 , 0.699772 , 0.000000, 0.090137, 0.000000
516096 , 23224320 , 0.712730 , 0.000000, 0.082524, 0.000000
520192 , 23408640 , 0.734668 , 0.000000, 0.070401, 0.000000
524288 , 23592960 , 0.738040 , 0.000000, 0.068623, 0.000000
528384 , 23777280 , 0.732319 , 0.000000, 0.071653, 0.000000
532480 , 23961600 , 0.744629 , 0.000000, 0.065214, 0.000000
536576 , 24145920 , 0.747848 , 0.000000, 0.063581, 0.000000
540672 , 24330240 , 0.751018 , 0.000000, 0.061992, 0.000000
544768 , 24514560 , 0.771678 , 0.000000, 0.052131, 0.000000
548864 , 24698880 , 0.783327 , 0.000000, 0.046947, 0.000000
552960 , 24883200 , 0.786163 , 0.000000, 0.045726, 0.000000
557056 , 25067520 , 0.788958 , 0.000000, 0.044539, 0.000000
561152 , 25251840 , 0.791713 , 0.000000, 0.043384, 0.000000
565248 , 25436160 , 0.769073 , 0.000000, 0.053327, 0.000000
569344 , 25620480 , 0.780321 , 0.000000, 0.048259, 0.000000
573440 , 25804800 , 0.783078 , 0.000000, 0.047055, 0.000000
577536 , 25989120 , 0.777524 , 0.000000, 0.049496, 0.000000
581632 , 26173440 , 0.788475 , 0.000000, 0.044743, 0.000000
585728 , 26357760 , 0.791117 , 0.000000, 0.043632, 0.000000
589824 , 26542080 , 0.785623 , 0.000000, 0.045957, 0.000000
593920 , 26726400 , 0.796292 , 0.000000, 0.041497, 0.000000
598016 , 26910720 , 0.774861 , 0.000000, 0.050687, 0.000000
602112 , 27095040 , 0.777524 , 0.000000, 0.049495, 0.000000
606208 , 27279360 , 0.764390 , 0.000000, 0.055512, 0.000000
610304 , 27463680 , 0.751433 , 0.000000, 0.061786, 0.000000
