circuitID,qubits,psi0,0r,0i,1r,1i,2r,2i,3r,3i,4r,4i,5r,5i,6r,6i,7r,7i,8r,8i,9r,9i,10r,10i,11r,11i,12r,12i,13r,13i,14r,14i,15r,15i
192,4,0,0.06600214,-0.21540996,-0.00119067,-0.0123285,0.422228,-0.81256357,0.06538323,-0.07024031,0.01686234,0.00983971,-0.00478886,0.04466522,-0.0199968,-0.02973233,-0.04772303,0.0683232,-0.01025893,-0.0152852,-0.03663067,0.00167463,0.08834489,-0.17307116,0.03482554,-0.00992274,0.04342731,0.11800596,-0.05064501,0.11836541,-0.0362907,-0.1202532,0.02560965,-0.0337951
