trueR , trueI
0.066002 , -0.215410
n_samples , n_paths , estimateR , estimateI, varianceR, varianceI
1024 , 11264 , 0.062572 , -0.212133, 0.000012, 0.000011
2048 , 22528 , 0.057037 , -0.199662, 0.000080, 0.000248
3072 , 33792 , 0.056097 , -0.198017, 0.000098, 0.000303
4096 , 45056 , 0.059482 , -0.206327, 0.000043, 0.000082
5120 , 56320 , 0.063659 , -0.219399, 0.000005, 0.000016
6144 , 67584 , 0.063938 , -0.219596, 0.000004, 0.000018
7168 , 78848 , 0.072194 , -0.202501, 0.000038, 0.000167
8192 , 90112 , 0.071432 , -0.205249, 0.000029, 0.000103
9216 , 101376 , 0.071309 , -0.208684, 0.000028, 0.000045
10240 , 112640 , 0.071929 , -0.213663, 0.000035, 0.000003
11264 , 123904 , 0.073026 , -0.206792, 0.000049, 0.000074
12288 , 135168 , 0.071715 , -0.206772, 0.000033, 0.000075
13312 , 146432 , 0.068968 , -0.202672, 0.000009, 0.000162
14336 , 157696 , 0.068316 , -0.204021, 0.000005, 0.000130
15360 , 168960 , 0.067224 , -0.202488, 0.000001, 0.000167
16384 , 180224 , 0.065567 , -0.200654, 0.000000, 0.000218
17408 , 191488 , 0.066392 , -0.204722, 0.000000, 0.000114
18432 , 202752 , 0.066499 , -0.205989, 0.000000, 0.000089
19456 , 214016 , 0.066513 , -0.207417, 0.000000, 0.000064
20480 , 225280 , 0.066477 , -0.208287, 0.000000, 0.000051
21504 , 236544 , 0.066373 , -0.209297, 0.000000, 0.000037
22528 , 247808 , 0.065302 , -0.207451, 0.000000, 0.000063
23552 , 259072 , 0.065570 , -0.208924, 0.000000, 0.000042
24576 , 270336 , 0.064853 , -0.207543, 0.000001, 0.000062
25600 , 281600 , 0.064317 , -0.207317, 0.000003, 0.000065
26624 , 292864 , 0.064305 , -0.207417, 0.000003, 0.000064
27648 , 304128 , 0.064523 , -0.208601, 0.000002, 0.000046
28672 , 315392 , 0.064107 , -0.208027, 0.000004, 0.000055
29696 , 326656 , 0.063555 , -0.206899, 0.000006, 0.000072
30720 , 337920 , 0.064110 , -0.208895, 0.000004, 0.000042
31744 , 349184 , 0.063860 , -0.208631, 0.000005, 0.000046
32768 , 360448 , 0.063821 , -0.208655, 0.000005, 0.000046
33792 , 371712 , 0.064312 , -0.210558, 0.000003, 0.000024
34816 , 382976 , 0.063734 , -0.209436, 0.000005, 0.000036
35840 , 394240 , 0.064011 , -0.210477, 0.000004, 0.000024
36864 , 405504 , 0.063471 , -0.209252, 0.000006, 0.000038
37888 , 416768 , 0.063850 , -0.210476, 0.000005, 0.000024
38912 , 428032 , 0.064217 , -0.211877, 0.000003, 0.000012
39936 , 439296 , 0.064285 , -0.212597, 0.000003, 0.000008
