trueR , trueI
0.066002 , -0.215410
n_samples , n_paths , estimateR , estimateI, varianceR, varianceI
1024 , 1024 , 0.067867 , -0.230419, 0.000003, 0.000225
2048 , 2048 , 0.072957 , -0.247700, 0.000048, 0.001043
3072 , 3072 , 0.072015 , -0.244500, 0.000036, 0.000846
4096 , 4096 , 0.069564 , -0.236179, 0.000013, 0.000431
5120 , 5120 , 0.068998 , -0.234259, 0.000009, 0.000355
6144 , 6144 , 0.069752 , -0.236819, 0.000014, 0.000458
7168 , 7168 , 0.068112 , -0.235521, 0.000004, 0.000404
8192 , 8192 , 0.068506 , -0.236323, 0.000006, 0.000437
9216 , 9216 , 0.069440 , -0.239081, 0.000012, 0.000560
10240 , 10240 , 0.070301 , -0.241671, 0.000018, 0.000690
11264 , 11264 , 0.070080 , -0.240648, 0.000017, 0.000637
12288 , 12288 , 0.066551 , -0.230931, 0.000000, 0.000241
13312 , 13312 , 0.067348 , -0.233255, 0.000002, 0.000318
14336 , 14336 , 0.067708 , -0.234150, 0.000003, 0.000351
15360 , 15360 , 0.066627 , -0.232186, 0.000000, 0.000281
16384 , 16384 , 0.065997 , -0.229675, 0.000000, 0.000203
17408 , 17408 , 0.066373 , -0.230622, 0.000000, 0.000231
18432 , 18432 , 0.066582 , -0.231038, 0.000000, 0.000244
19456 , 19456 , 0.066173 , -0.229388, 0.000000, 0.000195
20480 , 20480 , 0.066202 , -0.229248, 0.000000, 0.000191
21504 , 21504 , 0.064747 , -0.225518, 0.000002, 0.000102
22528 , 22528 , 0.065248 , -0.226963, 0.000001, 0.000133
23552 , 23552 , 0.066198 , -0.229952, 0.000000, 0.000211
24576 , 24576 , 0.066645 , -0.231251, 0.000000, 0.000251
25600 , 25600 , 0.066784 , -0.231525, 0.000001, 0.000260
26624 , 26624 , 0.065543 , -0.228277, 0.000000, 0.000166
27648 , 27648 , 0.065755 , -0.228783, 0.000000, 0.000179
28672 , 28672 , 0.066032 , -0.229528, 0.000000, 0.000199
29696 , 29696 , 0.066174 , -0.229823, 0.000000, 0.000208
30720 , 30720 , 0.066042 , -0.229203, 0.000000, 0.000190
31744 , 31744 , 0.064934 , -0.227211, 0.000001, 0.000139
32768 , 32768 , 0.063083 , -0.222583, 0.000009, 0.000051
33792 , 33792 , 0.062560 , -0.221459, 0.000012, 0.000037
34816 , 34816 , 0.062716 , -0.221722, 0.000011, 0.000040
35840 , 35840 , 0.063089 , -0.222739, 0.000008, 0.000054
36864 , 36864 , 0.063285 , -0.223165, 0.000007, 0.000060
37888 , 37888 , 0.063867 , -0.224918, 0.000005, 0.000090
38912 , 38912 , 0.063155 , -0.223072, 0.000008, 0.000059
39936 , 39936 , 0.062739 , -0.222207, 0.000011, 0.000046
40960 , 40960 , 0.062896 , -0.222508, 0.000010, 0.000050
41984 , 41984 , 0.062907 , -0.222327, 0.000010, 0.000048
43008 , 43008 , 0.062729 , -0.221513, 0.000011, 0.000037
44032 , 44032 , 0.062151 , -0.220050, 0.000015, 0.000022
45056 , 45056 , 0.062089 , -0.220312, 0.000015, 0.000024
46080 , 46080 , 0.066104 , -0.215114, 0.000000, 0.000000
47104 , 47104 , 0.065442 , -0.213719, 0.000000, 0.000003
48128 , 48128 , 0.065097 , -0.213363, 0.000001, 0.000004
49152 , 49152 , 0.065296 , -0.214199, 0.000000, 0.000001
50176 , 50176 , 0.065394 , -0.214686, 0.000000, 0.000001
51200 , 51200 , 0.064980 , -0.214026, 0.000001, 0.000002
52224 , 52224 , 0.065126 , -0.214648, 0.000001, 0.000001
53248 , 53248 , 0.065309 , -0.215395, 0.000000, 0.000000
54272 , 54272 , 0.065187 , -0.215098, 0.000001, 0.000000
55296 , 55296 , 0.064985 , -0.214529, 0.000001, 0.000001
56320 , 56320 , 0.065263 , -0.215586, 0.000001, 0.000000
