trueR , trueI
0.066002 , -0.215410
n_samples , time, n_paths , n_NZero_paths , estimateR , estimateI , varianceR , varianceI,var,L2
21845 , 24039 , 21845 , 1300 ,0.06644,-0.209919,1.918439999999947e-07,3.0151080999999954e-05,3.0342924999999948e-05,0.0055084412495732355
43690 , 24039 , 43690 , 2583 ,0.063231,-0.215549,7.678441000000052e-06,1.9321000000000064e-08,7.697762000000053e-06,0.0027744840961879836
65535 , 24041 , 65535 , 3860 ,0.064795,-0.219181,1.4568489999999994e-06,1.4220440999999974e-05,1.5677289999999972e-05,0.003959455770683639
87380 , 24041 , 87380 , 5148 ,0.06409,-0.212143,3.655744000000042e-06,1.0673288999999949e-05,1.4329032999999991e-05,0.0037853709197382484
109225 , 24041 , 109225 , 6437 ,0.061778,-0.210868,1.7842176000000045e-05,2.0629763999999914e-05,3.847193999999996e-05,0.006202575271610975
131070 , 24041 , 131070 , 7780 ,0.061967,-0.210329,1.628122500000003e-05,2.5816561000000023e-05,4.209778600000006e-05,0.006488280665939172
152915 , 24041 , 152915 , 9058 ,0.063402,-0.211659,6.760000000000027e-06,1.4070000999999824e-05,2.083000099999985e-05,0.004563989592450869
174760 , 24041 , 174760 , 10385 ,0.063543,-0.215459,6.046681000000014e-06,2.4010000000020823e-09,6.049082000000016e-06,0.0024594881581337237
196605 , 24041 , 196605 , 11715 ,0.063768,-0.217032,4.990755999999999e-06,2.63088400000004e-06,7.621640000000039e-06,0.002760731787044884
218450 , 24047 , 218450 , 13025 ,0.068851,-0.216855,8.116800999999945e-06,2.0880250000000053e-06,1.0204825999999951e-05,0.003194499334794101
240295 , 24047 , 240295 , 14363 ,0.066434,-0.21543,1.8662400000000158e-07,4.0000000000080005e-10,1.8702400000000238e-07,0.00043246271515588763
262140 , 24047 , 262140 , 15612 ,0.066534,-0.21831,2.830239999999902e-07,8.410000000000079e-06,8.69302400000007e-06,0.002948393460852888
283985 , 24047 , 283985 , 16956 ,0.065942,-0.218417,3.6000000000005393e-09,9.042049000000057e-06,9.045649000000059e-06,0.0030075985436889777
305830 , 24047 , 305830 , 18256 ,0.065013,-0.218895,9.781210000000074e-07,1.214522500000011e-05,1.3123346000000118e-05,0.003622615905668184
327675 , 24047 , 327675 , 19625 ,0.067181,-0.22183,1.3900409999999988e-06,4.1216400000000116e-05,4.260644100000011e-05,0.006527360952176623
349520 , 24048 , 349520 , 20924 ,0.069077,-0.219943,9.455624999999966e-06,2.0548089000000085e-05,3.000371400000005e-05,0.005477564604822115
371365 , 24048 , 371365 , 22249 ,0.068316,-0.218939,5.354595999999984e-06,1.245384100000003e-05,1.7808437000000015e-05,0.0042200043838839804
393210 , 24048 , 393210 , 23545 ,0.066153,-0.221097,2.2800999999999504e-08,3.234196899999997e-05,3.236476999999997e-05,0.00568900430655488
415055 , 30958 , 415055 , 24889 ,0.066041,-0.219295,1.5209999999997949e-09,1.5093224999999996e-05,1.5094745999999995e-05,0.003885195747964315
436900 , 30959 , 436900 , 26242 ,0.067341,-0.221416,1.7929209999999811e-06,3.607203600000014e-05,3.7864957000000115e-05,0.006153450820474648
458745 , 30959 , 458745 , 27544 ,0.065892,-0.22105,1.2099999999999777e-08,3.180960000000007e-05,3.182170000000007e-05,0.0056410725930447015
480590 , 30959 , 480590 , 28823 ,0.066964,-0.219159,9.25443999999982e-07,1.4055001000000018e-05,1.4980445e-05,0.003870457983236609
502435 , 32136 , 502435 , 30087 ,0.066665,-0.217688,4.395689999999959e-07,5.18928400000001e-06,5.628853000000006e-06,0.0023725203897964724
524280 , 32140 , 524280 , 31375 ,0.067021,-0.217662,1.038360999999984e-06,5.071504000000018e-06,6.109865000000002e-06,0.0024718141111337646
546125 , 32213 , 546125 , 32675 ,0.066762,-0.218421,5.775999999999951e-07,9.066121000000082e-06,9.643721000000076e-06,0.0031054341081401286
