trueR , trueI
0.073050 , 0.017798
n_samples , n_paths , estimateR , estimateI, varianceR, varianceI
1024 , 6144 , 0.072713 , 0.018273, 0.000000, 0.000000
2048 , 12288 , 0.072949 , 0.017596, 0.000000, 0.000000
3072 , 18432 , 0.072330 , 0.017335, 0.000001, 0.000000
4096 , 24576 , 0.073533 , 0.017772, 0.000000, 0.000000
5120 , 30720 , 0.074270 , 0.017872, 0.000001, 0.000000
6144 , 36864 , 0.074047 , 0.017848, 0.000001, 0.000000
7168 , 43008 , 0.073836 , 0.017955, 0.000001, 0.000000
8192 , 49152 , 0.073443 , 0.017855, 0.000000, 0.000000
9216 , 55296 , 0.073198 , 0.017697, 0.000000, 0.000000
10240 , 61440 , 0.073677 , 0.017783, 0.000000, 0.000000
11264 , 67584 , 0.073409 , 0.017640, 0.000000, 0.000000
12288 , 73728 , 0.073917 , 0.017726, 0.000001, 0.000000
13312 , 79872 , 0.073740 , 0.017658, 0.000000, 0.000000
14336 , 86016 , 0.073424 , 0.017667, 0.000000, 0.000000
15360 , 92160 , 0.073552 , 0.017720, 0.000000, 0.000000
16384 , 98304 , 0.073727 , 0.017786, 0.000000, 0.000000
17408 , 104448 , 0.073765 , 0.017792, 0.000001, 0.000000
18432 , 110592 , 0.073582 , 0.017766, 0.000000, 0.000000
19456 , 116736 , 0.073660 , 0.017758, 0.000000, 0.000000
20480 , 122880 , 0.073764 , 0.017807, 0.000001, 0.000000
21504 , 129024 , 0.073681 , 0.017819, 0.000000, 0.000000
22528 , 135168 , 0.073784 , 0.017834, 0.000001, 0.000000
23552 , 141312 , 0.073819 , 0.017834, 0.000001, 0.000000
24576 , 147456 , 0.073874 , 0.017860, 0.000001, 0.000000
25600 , 153600 , 0.073805 , 0.017858, 0.000001, 0.000000
26624 , 159744 , 0.073778 , 0.017833, 0.000001, 0.000000
27648 , 165888 , 0.073757 , 0.017853, 0.000000, 0.000000
28672 , 172032 , 0.073791 , 0.017837, 0.000001, 0.000000
29696 , 178176 , 0.073823 , 0.017835, 0.000001, 0.000000
30720 , 184320 , 0.073853 , 0.017836, 0.000001, 0.000000
31744 , 190464 , 0.073730 , 0.017830, 0.000000, 0.000000
32768 , 196608 , 0.073768 , 0.017811, 0.000001, 0.000000
33792 , 202752 , 0.073596 , 0.017785, 0.000000, 0.000000
34816 , 208896 , 0.073532 , 0.017782, 0.000000, 0.000000
35840 , 215040 , 0.073465 , 0.017748, 0.000000, 0.000000
36864 , 221184 , 0.073531 , 0.017789, 0.000000, 0.000000
37888 , 227328 , 0.073504 , 0.017808, 0.000000, 0.000000
38912 , 233472 , 0.073522 , 0.017829, 0.000000, 0.000000
39936 , 239616 , 0.073672 , 0.017858, 0.000000, 0.000000
40960 , 245760 , 0.073694 , 0.017843, 0.000000, 0.000000
41984 , 251904 , 0.073751 , 0.017863, 0.000000, 0.000000
43008 , 258048 , 0.073774 , 0.017865, 0.000001, 0.000000
44032 , 264192 , 0.073700 , 0.017840, 0.000000, 0.000000
45056 , 270336 , 0.073775 , 0.017867, 0.000001, 0.000000
46080 , 276480 , 0.073871 , 0.017879, 0.000001, 0.000000
47104 , 282624 , 0.073819 , 0.017868, 0.000001, 0.000000
48128 , 288768 , 0.073730 , 0.017850, 0.000000, 0.000000
49152 , 294912 , 0.073738 , 0.017840, 0.000000, 0.000000
50176 , 301056 , 0.073740 , 0.017827, 0.000000, 0.000000
51200 , 307200 , 0.073772 , 0.017816, 0.000001, 0.000000
52224 , 313344 , 0.073688 , 0.017811, 0.000000, 0.000000
53248 , 319488 , 0.073638 , 0.017783, 0.000000, 0.000000
54272 , 325632 , 0.073765 , 0.017797, 0.000001, 0.000000
55296 , 331776 , 0.073819 , 0.017815, 0.000001, 0.000000
56320 , 337920 , 0.073801 , 0.017819, 0.000001, 0.000000
57344 , 344064 , 0.073866 , 0.017811, 0.000001, 0.000000
58368 , 350208 , 0.073921 , 0.017827, 0.000001, 0.000000
59392 , 356352 , 0.073912 , 0.017840, 0.000001, 0.000000
60416 , 362496 , 0.073918 , 0.017834, 0.000001, 0.000000
61440 , 368640 , 0.073939 , 0.017839, 0.000001, 0.000000
62464 , 374784 , 0.073938 , 0.017839, 0.000001, 0.000000
63488 , 380928 , 0.074036 , 0.017877, 0.000001, 0.000000
64512 , 387072 , 0.074030 , 0.017874, 0.000001, 0.000000
65536 , 393216 , 0.074105 , 0.017882, 0.000001, 0.000000
