trueR , trueI
0.073050 , 0.017798
n_samples , n_paths , estimateR , estimateI, varianceR, varianceI
1024 , 1024 , 0.039129 , 0.005841, 0.001151, 0.000143
2048 , 2048 , 0.019565 , 0.002920, 0.002861, 0.000221
3072 , 3072 , 0.048593 , 0.008823, 0.000598, 0.000081
4096 , 4096 , 0.063107 , 0.011774, 0.000099, 0.000036
5120 , 5120 , 0.058311 , 0.010587, 0.000217, 0.000052
6144 , 6144 , 0.069628 , 0.012747, 0.000012, 0.000026
7168 , 7168 , 0.077439 , 0.015595, 0.000019, 0.000005
8192 , 8192 , 0.081090 , 0.016224, 0.000065, 0.000002
9216 , 9216 , 0.085123 , 0.016368, 0.000146, 0.000002
10240 , 10240 , 0.081406 , 0.015918, 0.000070, 0.000004
11264 , 11264 , 0.077563 , 0.015002, 0.000020, 0.000008
12288 , 12288 , 0.076726 , 0.014984, 0.000014, 0.000008
13312 , 13312 , 0.076018 , 0.014969, 0.000009, 0.000008
14336 , 14336 , 0.078206 , 0.015373, 0.000027, 0.000006
15360 , 15360 , 0.080690 , 0.016125, 0.000058, 0.000003
16384 , 16384 , 0.081090 , 0.016224, 0.000065, 0.000002
17408 , 17408 , 0.076113 , 0.017773, 0.000009, 0.000000
18432 , 18432 , 0.076126 , 0.017942, 0.000009, 0.000000
19456 , 19456 , 0.080156 , 0.019189, 0.000050, 0.000002
20480 , 20480 , 0.078105 , 0.018521, 0.000026, 0.000001
21504 , 21504 , 0.076669 , 0.018204, 0.000013, 0.000000
22528 , 22528 , 0.075852 , 0.017775, 0.000008, 0.000000
23552 , 23552 , 0.077575 , 0.018161, 0.000020, 0.000000
24576 , 24576 , 0.078786 , 0.018264, 0.000033, 0.000000
25600 , 25600 , 0.075635 , 0.017533, 0.000007, 0.000000
26624 , 26624 , 0.075323 , 0.017428, 0.000005, 0.000000
27648 , 27648 , 0.076085 , 0.017661, 0.000009, 0.000000
28672 , 28672 , 0.077177 , 0.017767, 0.000017, 0.000000
29696 , 29696 , 0.075865 , 0.017356, 0.000008, 0.000000
30720 , 30720 , 0.075292 , 0.017069, 0.000005, 0.000001
31744 , 31744 , 0.075673 , 0.017090, 0.000007, 0.000001
32768 , 32768 , 0.076641 , 0.017201, 0.000013, 0.000000
33792 , 33792 , 0.076957 , 0.017216, 0.000015, 0.000000
34816 , 34816 , 0.075529 , 0.016973, 0.000006, 0.000001
35840 , 35840 , 0.076418 , 0.017077, 0.000011, 0.000001
36864 , 36864 , 0.077748 , 0.017510, 0.000022, 0.000000
37888 , 37888 , 0.078768 , 0.017758, 0.000033, 0.000000
38912 , 38912 , 0.078704 , 0.017838, 0.000032, 0.000000
39936 , 39936 , 0.079420 , 0.017909, 0.000041, 0.000000
40960 , 40960 , 0.080811 , 0.018201, 0.000060, 0.000000
41984 , 41984 , 0.075938 , 0.018145, 0.000008, 0.000000
43008 , 43008 , 0.076203 , 0.018135, 0.000010, 0.000000
44032 , 44032 , 0.076706 , 0.018053, 0.000013, 0.000000
45056 , 45056 , 0.076497 , 0.017978, 0.000012, 0.000000
46080 , 46080 , 0.075428 , 0.017778, 0.000006, 0.000000
47104 , 47104 , 0.074831 , 0.017649, 0.000003, 0.000000
48128 , 48128 , 0.074675 , 0.017588, 0.000003, 0.000000
49152 , 49152 , 0.075525 , 0.017777, 0.000006, 0.000000
50176 , 50176 , 0.073294 , 0.018287, 0.000000, 0.000000
51200 , 51200 , 0.073178 , 0.018217, 0.000000, 0.000000
52224 , 52224 , 0.071743 , 0.017860, 0.000002, 0.000000
53248 , 53248 , 0.073676 , 0.018373, 0.000000, 0.000000
54272 , 54272 , 0.075167 , 0.018811, 0.000004, 0.000001
55296 , 55296 , 0.074862 , 0.018625, 0.000003, 0.000001
56320 , 56320 , 0.074568 , 0.018446, 0.000002, 0.000000
57344 , 57344 , 0.075141 , 0.018485, 0.000004, 0.000000
58368 , 58368 , 0.075694 , 0.018523, 0.000007, 0.000001
59392 , 59392 , 0.076565 , 0.018609, 0.000012, 0.000001
60416 , 60416 , 0.075930 , 0.018393, 0.000008, 0.000000
61440 , 61440 , 0.075464 , 0.018284, 0.000006, 0.000000
62464 , 62464 , 0.075799 , 0.018373, 0.000008, 0.000000
63488 , 63488 , 0.077528 , 0.018745, 0.000020, 0.000001
64512 , 64512 , 0.077369 , 0.018683, 0.000019, 0.000001
65536 , 65536 , 0.077659 , 0.018761, 0.000021, 0.000001
66560 , 66560 , 0.078241 , 0.018883, 0.000027, 0.000001
67584 , 67584 , 0.076409 , 0.019153, 0.000011, 0.000002
68608 , 68608 , 0.076145 , 0.018998, 0.000010, 0.000001
69632 , 69632 , 0.075313 , 0.018762, 0.000005, 0.000001
70656 , 70656 , 0.076590 , 0.019048, 0.000013, 0.000002
71680 , 71680 , 0.076055 , 0.018859, 0.000009, 0.000001
72704 , 72704 , 0.075659 , 0.018761, 0.000007, 0.000001
73728 , 73728 , 0.076089 , 0.018787, 0.000009, 0.000001
74752 , 74752 , 0.076240 , 0.018772, 0.000010, 0.000001
75776 , 75776 , 0.075593 , 0.018639, 0.000006, 0.000001
76800 , 76800 , 0.075890 , 0.018585, 0.000008, 0.000001
77824 , 77824 , 0.073583 , 0.018589, 0.000000, 0.000001
78848 , 78848 , 0.074127 , 0.018693, 0.000001, 0.000001
79872 , 79872 , 0.073678 , 0.018529, 0.000000, 0.000001
80896 , 80896 , 0.072993 , 0.018331, 0.000000, 0.000000
81920 , 81920 , 0.072925 , 0.018287, 0.000000, 0.000000
82944 , 82944 , 0.072508 , 0.018133, 0.000000, 0.000000
83968 , 83968 , 0.072101 , 0.017983, 0.000001, 0.000000
84992 , 84992 , 0.071468 , 0.017802, 0.000003, 0.000000
86016 , 86016 , 0.069876 , 0.017992, 0.000010, 0.000000
87040 , 87040 , 0.070079 , 0.017989, 0.000009, 0.000000
88064 , 88064 , 0.069264 , 0.017780, 0.000014, 0.000000
89088 , 89088 , 0.069570 , 0.017848, 0.000012, 0.000000
90112 , 90112 , 0.071404 , 0.018251, 0.000003, 0.000000
91136 , 91136 , 0.070921 , 0.018146, 0.000005, 0.000000
92160 , 92160 , 0.070448 , 0.018044, 0.000007, 0.000000
93184 , 93184 , 0.071158 , 0.018171, 0.000004, 0.000000
94208 , 94208 , 0.071852 , 0.018295, 0.000001, 0.000000
95232 , 95232 , 0.070506 , 0.018526, 0.000006, 0.000001
96256 , 96256 , 0.070682 , 0.018518, 0.000006, 0.000001
97280 , 97280 , 0.068778 , 0.018554, 0.000018, 0.000001
98304 , 98304 , 0.068470 , 0.018421, 0.000021, 0.000000
99328 , 99328 , 0.068056 , 0.018324, 0.000025, 0.000000
100352 , 100352 , 0.067761 , 0.018196, 0.000028, 0.000000
101376 , 101376 , 0.067561 , 0.018132, 0.000030, 0.000000
102400 , 102400 , 0.067277 , 0.018009, 0.000033, 0.000000
103424 , 103424 , 0.067192 , 0.017918, 0.000034, 0.000000
104448 , 104448 , 0.066811 , 0.017830, 0.000039, 0.000000
105472 , 105472 , 0.066543 , 0.017713, 0.000042, 0.000000
106496 , 106496 , 0.067116 , 0.017770, 0.000035, 0.000000
107520 , 107520 , 0.067223 , 0.017712, 0.000034, 0.000000
108544 , 108544 , 0.067493 , 0.017768, 0.000031, 0.000000
109568 , 109568 , 0.067128 , 0.017686, 0.000035, 0.000000
110592 , 110592 , 0.068101 , 0.017935, 0.000024, 0.000000
111616 , 111616 , 0.068015 , 0.017850, 0.000025, 0.000000
112640 , 112640 , 0.067833 , 0.017796, 0.000027, 0.000000
113664 , 113664 , 0.068085 , 0.017850, 0.000025, 0.000000
114688 , 114688 , 0.066843 , 0.017938, 0.000039, 0.000000
115712 , 115712 , 0.067022 , 0.017936, 0.000036, 0.000000
116736 , 116736 , 0.066778 , 0.017830, 0.000039, 0.000000
117760 , 117760 , 0.066614 , 0.017778, 0.000041, 0.000000
118784 , 118784 , 0.066285 , 0.017702, 0.000046, 0.000000
119808 , 119808 , 0.065961 , 0.017627, 0.000050, 0.000000
120832 , 120832 , 0.065402 , 0.017478, 0.000058, 0.000000
121856 , 121856 , 0.065823 , 0.017555, 0.000052, 0.000000
122880 , 122880 , 0.066326 , 0.017605, 0.000045, 0.000000
123904 , 123904 , 0.066263 , 0.017532, 0.000046, 0.000000
124928 , 124928 , 0.066666 , 0.017607, 0.000041, 0.000000
125952 , 125952 , 0.066442 , 0.017511, 0.000044, 0.000000
126976 , 126976 , 0.066766 , 0.017536, 0.000039, 0.000000
128000 , 128000 , 0.067454 , 0.017729, 0.000031, 0.000000
129024 , 129024 , 0.067905 , 0.017847, 0.000026, 0.000000
130048 , 130048 , 0.068210 , 0.017869, 0.000023, 0.000000
131072 , 131072 , 0.068136 , 0.017798, 0.000024, 0.000000
132096 , 132096 , 0.068351 , 0.017844, 0.000022, 0.000000
133120 , 133120 , 0.068781 , 0.017958, 0.000018, 0.000000
134144 , 134144 , 0.069287 , 0.018047, 0.000014, 0.000000
135168 , 135168 , 0.069341 , 0.018068, 0.000014, 0.000000
136192 , 136192 , 0.069541 , 0.018110, 0.000012, 0.000000
137216 , 137216 , 0.070029 , 0.018196, 0.000009, 0.000000
138240 , 138240 , 0.069050 , 0.018312, 0.000016, 0.000000
139264 , 139264 , 0.069182 , 0.018307, 0.000015, 0.000000
140288 , 140288 , 0.069377 , 0.018347, 0.000013, 0.000000
141312 , 141312 , 0.069917 , 0.018472, 0.000010, 0.000000
142336 , 142336 , 0.069977 , 0.018423, 0.000009, 0.000000
143360 , 143360 , 0.070442 , 0.018503, 0.000007, 0.000000
144384 , 144384 , 0.071567 , 0.018814, 0.000002, 0.000001
145408 , 145408 , 0.072027 , 0.018826, 0.000001, 0.000001
146432 , 146432 , 0.071996 , 0.018797, 0.000001, 0.000001
147456 , 147456 , 0.072101 , 0.018790, 0.000001, 0.000001
148480 , 148480 , 0.071934 , 0.018742, 0.000001, 0.000001
149504 , 149504 , 0.071977 , 0.018694, 0.000001, 0.000001
150528 , 150528 , 0.072986 , 0.018950, 0.000000, 0.000001
151552 , 151552 , 0.072204 , 0.019070, 0.000001, 0.000002
152576 , 152576 , 0.072495 , 0.019121, 0.000000, 0.000002
153600 , 153600 , 0.072142 , 0.019013, 0.000001, 0.000001
154624 , 154624 , 0.072358 , 0.019084, 0.000000, 0.000002
155648 , 155648 , 0.072758 , 0.019214, 0.000000, 0.000002
156672 , 156672 , 0.072851 , 0.019204, 0.000000, 0.000002
157696 , 157696 , 0.073013 , 0.019174, 0.000000, 0.000002
158720 , 158720 , 0.073047 , 0.019125, 0.000000, 0.000002
159744 , 159744 , 0.073877 , 0.019287, 0.000001, 0.000002
160768 , 160768 , 0.073588 , 0.019221, 0.000000, 0.000002
161792 , 161792 , 0.073605 , 0.019231, 0.000000, 0.000002
162816 , 162816 , 0.074182 , 0.019295, 0.000001, 0.000002
163840 , 163840 , 0.074141 , 0.019267, 0.000001, 0.000002
164864 , 164864 , 0.073117 , 0.019302, 0.000000, 0.000002
165888 , 165888 , 0.073796 , 0.019438, 0.000001, 0.000003
166912 , 166912 , 0.073463 , 0.019337, 0.000000, 0.000002
167936 , 167936 , 0.073719 , 0.019382, 0.000000, 0.000003
168960 , 168960 , 0.073854 , 0.019408, 0.000001, 0.000003
169984 , 169984 , 0.073526 , 0.019309, 0.000000, 0.000002
171008 , 171008 , 0.072778 , 0.019377, 0.000000, 0.000002
172032 , 172032 , 0.073201 , 0.019474, 0.000000, 0.000003
173056 , 173056 , 0.073115 , 0.019410, 0.000000, 0.000003
174080 , 174080 , 0.073416 , 0.019488, 0.000000, 0.000003
175104 , 175104 , 0.073600 , 0.019548, 0.000000, 0.000003
176128 , 176128 , 0.073564 , 0.019521, 0.000000, 0.000003
177152 , 177152 , 0.073365 , 0.019442, 0.000000, 0.000003
178176 , 178176 , 0.073770 , 0.019534, 0.000001, 0.000003
179200 , 179200 , 0.073846 , 0.019524, 0.000001, 0.000003
180224 , 180224 , 0.074083 , 0.019564, 0.000001, 0.000003
181248 , 181248 , 0.073324 , 0.019593, 0.000000, 0.000003
182272 , 182272 , 0.073132 , 0.019516, 0.000000, 0.000003
183296 , 183296 , 0.073210 , 0.019506, 0.000000, 0.000003
184320 , 184320 , 0.073178 , 0.019480, 0.000000, 0.000003
185344 , 185344 , 0.073195 , 0.019487, 0.000000, 0.000003
