circuitID,qubits,psi0,0r,0i,1r,1i,2r,2i,3r,3i,4r,4i,5r,5i,6r,6i,7r,7i,8r,8i,9r,9i,10r,10i,11r,11i,12r,12i,13r,13i,14r,14i,15r,15i
5,4,0,0.25,-0.0,0.25,-0.0,0.25,-0.0,0.25,-0.0,0.25,-0.0,0.25,-0.0,0.25,-0.0,0.25,-0.0,0.25,-0.0,0.25,-0.0,0.25,-0.0,0.25,-0.0,0.25,-0.0,0.25,-0.0,0.25,-0.0,0.25,-0.0
