trueR , trueI
-0.005146 , -0.021046
n_samples , time, n_paths , n_NZero_paths , estimateR , estimateI , varianceR , varianceI,var,L2
10922 , 31322 , 141986 , 11202 ,-0.004662,-0.019005,2.3425600000000006e-07,4.16568099999999e-06,4.39993699999999e-06,0.0020976026792507655
21844 , 48304 , 283972 , 22419 ,-0.005558,-0.019097,1.6974399999999933e-07,3.7986009999999976e-06,3.968344999999997e-06,0.0019920705308798673
32766 , 58778 , 425958 , 33624 ,-0.005407,-0.019909,6.812099999999998e-08,1.292768999999998e-06,1.360889999999998e-06,0.0011665719009130975
43688 , 79342 , 567944 , 44841 ,-0.005626,-0.0209,2.3039999999999955e-07,2.1316000000000086e-08,2.5171599999999966e-07,0.0005017130654069113
54610 , 89833 , 709930 , 56048 ,-0.005432,-0.020393,8.179599999999988e-08,4.264089999999965e-07,5.082049999999964e-07,0.0007128849837105537
65532 , 100306 , 851916 , 67257 ,-0.005525,-0.020498,1.43641e-07,3.0030399999999985e-07,4.4394499999999986e-07,0.0006662919780396578
76454 , 110784 , 993902 , 78469 ,-0.005527,-0.020788,1.4516099999999954e-07,6.656399999999887e-08,2.117249999999984e-07,0.0004601358495053373
87376 , 111929 , 1135888 , 89695 ,-0.005626,-0.021125,2.3039999999999955e-07,6.241000000000423e-09,2.3664099999999998e-07,0.00048645760349695427
98298 , 122512 , 1277874 , 100920 ,-0.005687,-0.02138,2.926809999999998e-07,1.1155600000000065e-07,4.0423700000000047e-07,0.00063579635104332
109220 , 131320 , 1419860 , 112123 ,-0.005602,-0.02168,2.0793599999999983e-07,4.019560000000033e-07,6.098920000000031e-07,0.0007809558246149414
120142 , 133013 , 1561846 , 123302 ,-0.005319,-0.02183,2.9928999999999844e-08,6.14656e-07,6.445849999999998e-07,0.000802860510923286
131064 , 141802 , 1703832 , 134565 ,-0.005393,-0.021769,6.100899999999991e-08,5.227290000000021e-07,5.837380000000019e-07,0.0007640274864165568
141986 , 141983 , 1845818 , 145791 ,-0.005625,-0.021548,2.2944099999999941e-07,2.5200400000000247e-07,4.814450000000018e-07,0.0006938623782854939
152908 , 143510 , 1987804 , 157034 ,-0.005427,-0.021174,7.8961e-08,1.6383999999999907e-08,9.53449999999999e-08,0.00030877985685598067
163830 , 152481 , 2129790 , 168249 ,-0.005289,-0.020955,2.044899999999997e-08,8.280999999999515e-09,2.8729999999999484e-08,0.00016949926253526735
