trueR , trueI
-0.005146 , -0.021046
n_samples , time, n_paths , n_NZero_paths , estimateR , estimateI , varianceR , varianceI,var,L2
43690 , 45436 , 43690 , 8 ,-0.001766,-0.017776,1.1424400000000002e-05,1.069289999999999e-05,2.2117299999999992e-05,0.004702903358564791
87380 , 45440 , 87380 , 21 ,-0.004911,-0.021943,5.522500000000039e-08,8.046090000000035e-07,8.598340000000039e-07,0.0009272723440284435
131070 , 45445 , 131070 , 31 ,-0.006504,-0.019825,1.8441639999999995e-06,1.4908409999999996e-06,3.335004999999999e-06,0.0018261996057386495
174760 , 45455 , 174760 , 35 ,-0.005335,-0.018961,3.572099999999997e-08,4.3472250000000005e-06,4.382946000000001e-06,0.0020935486619613124
218450 , 45455 , 218450 , 39 ,-0.006151,-0.018046,1.0100249999999997e-06,8.999999999999995e-06,1.0010024999999996e-05,0.0031638623547809402
262140 , 45455 , 262140 , 45 ,-0.004502,-0.017324,4.147360000000006e-07,1.3853283999999998e-05,1.4268019999999998e-05,0.003777303270853427
305830 , 45455 , 305830 , 59 ,-0.004116,-0.017055,1.0609000000000011e-06,1.5928080999999985e-05,1.6988980999999987e-05,0.004121769158989861
349520 , 45455 , 349520 , 70 ,-0.004283,-0.018302,7.44769e-07,7.529536e-06,8.274305e-06,0.0028765091691145364
393210 , 45455 , 393210 , 80 ,-0.003549,-0.02099,2.550409000000001e-06,3.1359999999996666e-09,2.553545000000001e-06,0.0015979815393176483
436900 , 45456 , 436900 , 91 ,-0.003618,-0.022753,2.334784000000001e-06,2.9138490000000007e-06,5.248633000000001e-06,0.0022909895242012785
480590 , 45456 , 480590 , 102 ,-0.00353,-0.022048,2.611456000000001e-06,1.0040040000000059e-06,3.615460000000007e-06,0.0019014362992222503
524280 , 45456 , 524280 , 108 ,-0.003941,-0.020468,1.4520250000000007e-06,3.3408399999999845e-07,1.7861089999999991e-06,0.0013364538899640344
567970 , 45456 , 567970 , 116 ,-0.00144,-0.020276,1.3734436e-05,5.928999999999998e-07,1.4327336e-05,0.0037851467606950196
611660 , 52438 , 611660 , 128 ,-0.001709,-0.0149,1.1812969000000002e-05,3.777331599999998e-05,4.958628499999998e-05,0.00704175297777478
655350 , 56214 , 655350 , 137 ,-0.003055,-0.014822,4.372281000000002e-06,3.873817599999998e-05,4.311045699999998e-05,0.00656585538981784
699040 , 56447 , 699040 , 142 ,-0.003704,-0.015802,2.0793640000000015e-06,2.7499535999999985e-05,2.9578899999999985e-05,0.005438648729234127
742730 , 56447 , 742730 , 148 ,-0.00542,-0.015775,7.507599999999996e-08,2.7783440999999977e-05,2.7858516999999977e-05,0.005278116804315719
786420 , 62465 , 786420 , 166 ,-0.00501,-0.017516,1.849600000000019e-08,1.246089999999999e-05,1.247939599999999e-05,0.0035326188585806974
830110 , 67270 , 830110 , 175 ,-0.005479,-0.017628,1.1088899999999998e-07,1.1682723999999983e-05,1.1793612999999984e-05,0.003434183017836991
873800 , 67271 , 873800 , 180 ,-0.005488,-0.016996,1.169639999999996e-07,1.6402499999999984e-05,1.6519463999999985e-05,0.004064414348956069
917490 , 68379 , 917490 , 189 ,-0.006145,-0.017323,9.980009999999998e-07,1.3860728999999978e-05,1.4858729999999979e-05,0.0038547023231372845
961180 , 69077 , 961180 , 198 ,-0.0052,-0.017323,2.9159999999999308e-09,1.3860728999999978e-05,1.3863644999999978e-05,0.003723391599066633
1004870 , 69138 , 1004870 , 204 ,-0.004873,-0.017392,7.452900000000036e-08,1.3351715999999981e-05,1.3426244999999981e-05,0.0036641840838036485
1048560 , 69213 , 1048560 , 211 ,-0.004644,-0.017293,2.520040000000007e-07,1.4085008999999996e-05,1.4337012999999997e-05,0.0037864248308925926
1092250 , 69254 , 1092250 , 223 ,-0.004821,-0.017809,1.0562500000000042e-07,1.0478169000000003e-05,1.0583794000000004e-05,0.003253274350558219
1135940 , 69418 , 1135940 , 238 ,-0.004288,-0.018034,7.361640000000004e-07,9.072143999999984e-06,9.808307999999984e-06,0.0031318218340129094
1179630 , 69418 , 1179630 , 252 ,-0.004184,-0.018171,9.254440000000003e-07,8.265624999999994e-06,9.191068999999994e-06,0.003031677588398871
1223320 , 69422 , 1223320 , 258 ,-0.0044,-0.018101,5.565160000000002e-07,8.673024999999998e-06,9.229540999999999e-06,0.0030380159644083503
1267010 , 69463 , 1267010 , 275 ,-0.00519,-0.017249,1.9359999999999797e-09,1.4417208999999988e-05,1.4419144999999987e-05,0.0037972549295510814
1310700 , 69464 , 1310700 , 294 ,-0.005113,-0.01752,1.0890000000000028e-09,1.2432675999999985e-05,1.2433764999999985e-05,0.0035261544208953733
1354390 , 69464 , 1354390 , 307 ,-0.004948,-0.016174,3.9204000000000104e-08,2.3736383999999978e-05,2.3775587999999977e-05,0.004876021739081972
