circuitID,qubits,psi0,0r,0i,1r,1i,2r,2i,3r,3i,4r,4i,5r,5i,6r,6i,7r,7i,8r,8i,9r,9i,10r,10i,11r,11i,12r,12i,13r,13i,14r,14i,15r,15i,16r,16i,17r,17i,18r,18i,19r,19i,20r,20i,21r,21i,22r,22i,23r,23i,24r,24i,25r,25i,26r,26i,27r,27i,28r,28i,29r,29i,30r,30i,31r,31i,32r,32i,33r,33i,34r,34i,35r,35i,36r,36i,37r,37i,38r,38i,39r,39i,40r,40i,41r,41i,42r,42i,43r,43i,44r,44i,45r,45i,46r,46i,47r,47i,48r,48i,49r,49i,50r,50i,51r,51i,52r,52i,53r,53i,54r,54i,55r,55i,56r,56i,57r,57i,58r,58i,59r,59i,60r,60i,61r,61i,62r,62i,63r,63i
195,6,0,-0.00514611,-0.02104634,0.02603791,0.01225291,0.00533941,-0.0588308,-0.07291013,-0.06203561,-0.00443541,-0.00036135,-0.00298187,-0.00202332,-0.04352877,0.00547618,-0.00523083,0.01219128,0.0110225,0.00380556,-0.0339175,0.00663353,-0.00317604,0.00605003,0.01108482,0.00566403,0.00074089,0.00279904,0.00227114,0.00057742,0.00618739,0.00145672,0.00065726,-0.00104876,0.00112115,-0.00414276,-0.02637754,-0.01339869,-0.04628618,-0.0654523,0.01145095,0.00445326,0.07783341,-0.09394242,0.00322818,-0.00331703,0.35560274,-0.63536403,0.01949562,-0.07153816,0.00712714,-0.005015,-0.00997638,0.0169297,0.00406932,0.002806,0.0013881,-0.00772397,0.01395986,0.00823718,-0.01186491,-0.00052146,-0.02296469,0.03005716,0.00011629,0.00345827,0.00949017,-0.0017593,-0.02597977,0.01981676,-0.00299601,0.00692808,-0.00350607,-0.0002354,-0.01160844,0.00737187,0.00332529,0.00231255,-0.05285257,0.0617236,-0.00358138,0.00753631,0.1112551,0.01760518,-0.33392902,0.08352814,-0.01848283,0.00433935,0.05816995,-0.02913303,-0.01371076,-0.02270482,0.0308375,0.02884951,-0.04216981,-0.05373263,-0.0124445,-0.00846214,-0.00595493,-0.0033328,-0.00910199,0.0066191,-0.05970821,-0.00634297,-0.00649265,0.0015216,-0.02117553,-0.07259206,0.00055926,-0.00709288,-0.1901534,-0.4339871,-0.02827278,-0.03660273,-0.00749592,-0.01180073,0.0498855,0.04164141,0.01453972,0.01783869,-0.00514809,0.00092394,-0.04331535,0.05097482,0.0218764,-0.02732244,-0.02362067,0.15095315,-0.00134234,0.02024408
