Alg,Circuit,DType,R_label,qubits,depth,time,init,final,samples,nodes,threads,paths,nzero_paths,estR,estI,varR,varI
BD_V,325,SP,1,25,97,289598656,0,0,1073741824,1,128,104152956928,1073745515,3.57850641e-02,4.45403457e-02,1.29021017e-03,2.00361293e-03
BD_V,325,SP,2,25,97,294986336,0,0,1073741824,1,128,104152956928,1073745601,-7.26900771e-02,1.79716479e-02,5.26432181e-03,3.30986630e-04
BD_V,325,SP,3,25,97,292732288,0,0,1073741824,1,128,104152956928,1073746127,-1.54996648e-01,-6.19017556e-02,2.39823088e-02,3.80446739e-03
