trueR , trueI
-0.000134 , -0.000221
n_samples , time, n_paths , n_NZero_paths , estimateR , estimateI , varianceR , varianceI,var,L2
87381 , 5651121 , 8475957 , 87381 ,0.002009,-0.001986,4.592449e-06,3.1152249999999995e-06,7.707674e-06,0.0027762697995691987
174762 , 5664268 , 16951914 , 174762 ,0.000564,-0.001083,4.872040000000001e-07,7.430439999999999e-07,1.230248e-06,0.0011091654520404067
262143 , 5694451 , 25427871 , 262143 ,-7.6e-05,-0.001286,3.364e-09,1.134225e-06,1.1375889999999998e-06,0.0010665781734125258
349524 , 5735723 , 33903828 , 349524 ,-0.000591,-0.001703,2.0884900000000005e-07,2.1963240000000003e-06,2.405173e-06,0.0015508620183626912
436905 , 5861791 , 42379785 , 436905 ,-0.000572,-0.001139,1.91844e-07,8.427239999999999e-07,1.034568e-06,0.0010171371588925458
524286 , 6022430 , 50855742 , 524286 ,-0.000729,-0.001303,3.540250000000001e-07,1.1707239999999997e-06,1.5247489999999999e-06,0.001234807272411367
611667 , 6098842 , 59331699 , 611667 ,-0.000907,-0.000486,5.975290000000001e-07,7.0225e-08,6.677540000000001e-07,0.0008171621626091116
699048 , 6139262 , 67807656 , 699048 ,-0.00093,-0.000317,6.336160000000001e-07,9.216000000000001e-09,6.42832e-07,0.000801768046257769
786429 , 6614226 , 76283613 , 786429 ,-0.000433,-0.000373,8.940100000000001e-08,2.3104000000000003e-08,1.1250500000000001e-07,0.000335417650102078
873810 , 7373577 , 84759570 , 873810 ,-0.000181,-0.000238,2.2090000000000005e-09,2.8900000000000024e-10,2.4980000000000007e-09,4.9979995998399204e-05
961191 , 7486342 , 93235527 , 961191 ,-5.1e-05,-9.1e-05,6.889000000000002e-09,1.6900000000000002e-08,2.3789000000000005e-08,0.00015423683088030564
1048572 , 7559804 , 101711484 , 1048572 ,-1.3e-05,2.6e-05,1.4641e-08,6.100899999999999e-08,7.564999999999999e-08,0.00027504545078950134
1135953 , 7572175 , 110187441 , 1135953 ,-0.000129,6.4e-05,2.500000000000013e-11,8.122499999999999e-08,8.124999999999999e-08,0.0002850438562747845
1223334 , 7578750 , 118663398 , 1223334 ,-0.000275,0.000227,1.9881000000000004e-08,2.00704e-07,2.20585e-07,0.0004696647740676322
1310715 , 7590291 , 127139355 , 1310715 ,4e-06,3.6e-05,1.9043999999999998e-08,6.604900000000001e-08,8.5093e-08,0.0002917070448240837
1398096 , 7609329 , 135615312 , 1398096 ,-2.4e-05,5.8e-05,1.21e-08,7.7841e-08,8.9941e-08,0.0002999016505456414
1485477 , 7647838 , 144091269 , 1485477 ,1.5e-05,0.000158,2.2201000000000005e-08,1.43641e-07,1.65842e-07,0.0004072370317149461
1572858 , 8359689 , 152567226 , 1572858 ,-4.7e-05,0.0001,7.569e-09,1.03041e-07,1.1061000000000001e-07,0.0003325808172459741
1660239 , 8386633 , 161043183 , 1660239 ,-0.000317,4.7e-05,3.3489e-08,7.182400000000001e-08,1.0531300000000001e-07,0.00032451964501398065
1747620 , 8462058 , 169519140 , 1747620 ,-0.000313,1.5e-05,3.2041e-08,5.569600000000001e-08,8.773700000000001e-08,0.0002962043213729334
1835001 , 9043130 , 177995097 , 1835001 ,-0.000398,0.000138,6.9696e-08,1.28881e-07,1.98577e-07,0.0004456197930972097
1922382 , 9149896 , 186471054 , 1922382 ,-0.000493,0.000196,1.2888099999999995e-07,1.73889e-07,3.0276999999999995e-07,0.0005502453997990351
2009763 , 9214128 , 194947011 , 2009763 ,-0.000503,0.000106,1.3616099999999997e-07,1.0692900000000002e-07,2.4309e-07,0.0004930415803966233
2097144 , 9411633 , 203422968 , 2097145 ,-0.000471,0.000121,1.13569e-07,1.1696400000000001e-07,2.3053300000000002e-07,0.0004801385216789005
2184525 , 9673654 , 211898925 , 2184526 ,-0.000416,0.000137,7.952399999999998e-08,1.28164e-07,2.0768799999999997e-07,0.0004557279890460975
2271906 , 9691854 , 220374882 , 2271907 ,-0.000286,0.000141,2.3104000000000003e-08,1.3104400000000002e-07,1.54148e-07,0.0003926168615839111
2359287 , 9773320 , 228850839 , 2359288 ,-0.00026,8.3e-05,1.5875999999999993e-08,9.241600000000001e-08,1.08292e-07,0.0003290774984711048
2446668 , 9779685 , 237326796 , 2446669 ,-0.000261,7.8e-05,1.6129e-08,8.940100000000001e-08,1.0553e-07,0.0003248538132760642
2534049 , 9863155 , 245802753 , 2534050 ,-0.000262,1.6e-05,1.6384000000000006e-08,5.6169000000000005e-08,7.255300000000001e-08,0.0002693566409056959
2621430 , 9869508 , 254278710 , 2621431 ,-0.000294,4.6e-05,2.5599999999999994e-08,7.1289e-08,9.688899999999999e-08,0.00031126997927843924
2708811 , 9901275 , 262754667 , 2708812 ,-0.000291,4.7e-05,2.4649000000000008e-08,7.182400000000001e-08,9.647300000000002e-08,0.0003106010302622965
2796192 , 9910766 , 271230624 , 2796193 ,-0.00033,3.9e-05,3.8416e-08,6.760000000000001e-08,1.0601600000000001e-07,0.00032560098279949955
2883573 , 9946135 , 279706581 , 2883574 ,-0.000246,4.4e-05,1.2544000000000003e-08,7.0225e-08,8.276899999999999e-08,0.0002876960201323612
2970954 , 9950344 , 288182538 , 2970955 ,-0.000198,1.2e-05,4.095999999999998e-09,5.4289e-08,5.8384999999999996e-08,0.00024162988225796906
3058335 , 9979113 , 296658495 , 3058336 ,-0.000182,2.3e-05,2.3040000000000003e-09,5.9536e-08,6.184e-08,0.00024867649667791286
3145716 , 10004042 , 305134452 , 3145717 ,-0.000245,4.4e-05,1.2320999999999997e-08,7.0225e-08,8.254599999999999e-08,0.0002873081968896815
3233097 , 10165040 , 313610409 , 3233105 ,-0.000192,6e-05,3.364e-09,7.8961e-08,8.2325e-08,0.00028692333470807144
3320478 , 10173537 , 322086366 , 3320486 ,-0.000189,-6.8e-05,3.025000000000001e-09,2.3409e-08,2.6434000000000004e-08,0.00016258536219475604
3407859 , 10307451 , 330562323 , 3407867 ,-0.000247,-9.8e-05,1.2768999999999997e-08,1.5129000000000003e-08,2.7898e-08,0.00016702694393420483
3495240 , 10441320 , 339038280 , 3495248 ,-0.000271,-5.6e-05,1.876899999999999e-08,2.7225e-08,4.5993999999999995e-08,0.00021446211786700233
3582621 , 10753248 , 347514237 , 3582629 ,-0.000224,-5.1e-05,8.099999999999998e-09,2.8900000000000004e-08,3.7e-08,0.00019235384061671345
3670002 , 10887799 , 355990194 , 3670010 ,-0.000175,-0.000227,1.6809999999999995e-09,3.59999999999998e-11,1.7169999999999993e-09,4.143669871020132e-05
3757383 , 10907168 , 364466151 , 3757391 ,-0.000116,-0.000153,3.240000000000001e-10,4.624e-09,4.948e-09,7.03420215802759e-05
3844764 , 10966842 , 372942108 , 3844772 ,-0.000139,-0.000131,2.499999999999986e-11,8.099999999999998e-09,8.124999999999998e-09,9.013878188659972e-05
3932145 , 10997148 , 381418065 , 3932153 ,-0.000209,-8.3e-05,5.625000000000001e-09,1.9043999999999998e-08,2.4669e-08,0.0001570636813525011
4019526 , 10998760 , 389894022 , 4019534 ,-0.000174,-8.8e-05,1.5999999999999996e-09,1.7689e-08,1.9289e-08,0.00013888484438555562
4106907 , 11116970 , 398369979 , 4106915 ,-0.000192,-0.00012,3.364e-09,1.0201e-08,1.3565e-08,0.00011646887996370532
4194288 , 11134102 , 406845936 , 4194296 ,-0.000162,-0.000125,7.840000000000002e-10,9.216000000000001e-09,1.0000000000000002e-08,0.0001
4281669 , 11170708 , 415321893 , 4281677 ,-0.000194,-9.8e-05,3.5999999999999996e-09,1.5129000000000003e-08,1.8729000000000002e-08,0.00013685393673548452
4369050 , 11293776 , 423797850 , 4369058 ,-0.000267,-0.000147,1.7688999999999994e-08,5.476000000000001e-09,2.3164999999999996e-08,0.00015220052562327108
4456431 , 11381517 , 432273807 , 4456439 ,-0.000271,-0.000148,1.876899999999999e-08,5.329000000000002e-09,2.4097999999999992e-08,0.00015523530526268822
4543812 , 11385899 , 440749764 , 4543823 ,-0.000267,-0.000136,1.7688999999999994e-08,7.225000000000001e-09,2.4913999999999994e-08,0.0001578416928444446
4631193 , 11516612 , 449225721 , 4631204 ,-0.00033,-0.000124,3.8416e-08,9.409e-09,4.7825e-08,0.00021868927728629038
4718574 , 11634520 , 457701678 , 4718585 ,-0.000373,-9e-05,5.7121000000000006e-08,1.7160999999999997e-08,7.4282e-08,0.0002725472436110848
4805955 , 11672200 , 466177635 , 4805966 ,-0.000302,-0.000145,2.8224000000000005e-08,5.776000000000001e-09,3.4000000000000007e-08,0.00018439088914585776
4893336 , 11869548 , 474653592 , 4893347 ,-0.000296,-0.000121,2.6243999999999993e-08,1e-08,3.624399999999999e-08,0.0001903785702225962
4980717 , 12315320 , 483129549 , 4980728 ,-0.000362,-0.000125,5.1984000000000004e-08,9.216000000000001e-09,6.12e-08,0.00024738633753705966
5068098 , 12696353 , 491605506 , 5068109 ,-0.000338,-0.000135,4.161599999999999e-08,7.3960000000000005e-09,4.901199999999999e-08,0.00022138653978957256
5155479 , 12982313 , 500081463 , 5155490 ,-0.000306,-4.9e-05,2.9584000000000002e-08,2.9584000000000002e-08,5.9168000000000004e-08,0.00024324473272817234
5242860 , 13057584 , 508557420 , 5242871 ,-0.000273,-5.3e-05,1.9321000000000005e-08,2.8224000000000005e-08,4.7545000000000007e-08,0.00021804815981796315
5330241 , 13066219 , 517033377 , 5330252 ,-0.000303,-5.2e-05,2.8560999999999997e-08,2.8561000000000003e-08,5.7122e-08,0.00023900209204105307
5417622 , 13083311 , 525509334 , 5417633 ,-0.000311,-7e-05,3.132900000000001e-08,2.2801000000000003e-08,5.413000000000001e-08,0.0002326585480914037
5505003 , 13096040 , 533985291 , 5505014 ,-0.000358,-9.9e-05,5.0175999999999986e-08,1.4884000000000003e-08,6.505999999999999e-08,0.000255068618218706
5592384 , 13157642 , 542461248 , 5592395 ,-0.000404,-0.00011,7.29e-08,1.2321e-08,8.522099999999999e-08,0.00029192636057745794
5679765 , 13228406 , 550937205 , 5679776 ,-0.000382,-0.000133,6.1504e-08,7.744e-09,6.924800000000001e-08,0.00026315014725437647
5767146 , 13862792 , 559413162 , 5767157 ,-0.000418,-0.0001,8.0656e-08,1.4641e-08,9.529700000000001e-08,0.0003087021217938095
5854527 , 13885859 , 567889119 , 5854538 ,-0.000456,-1.4e-05,1.0368400000000002e-07,4.284900000000001e-08,1.4653300000000003e-07,0.00038279629047314453
5941908 , 13960495 , 576365076 , 5941919 ,-0.000447,1.2e-05,9.796900000000001e-08,5.4289e-08,1.52258e-07,0.0003902025115244647
6029289 , 14534910 , 584841033 , 6029300 ,-0.000396,-1.8e-05,6.864399999999999e-08,4.1209e-08,1.09853e-07,0.0003314407941095966
6116670 , 14593969 , 593316990 , 6116681 ,-0.00037,-3.7e-05,5.5696e-08,3.3856e-08,8.955200000000001e-08,0.00029925240182828946
6204051 , 14642849 , 601792947 , 6204062 ,-0.000339,-1.6e-05,4.2025e-08,4.2025e-08,8.405e-08,0.0002899137802864845
6291432 , 14908062 , 610268904 , 6291443 ,-0.00033,-6e-05,3.8416e-08,2.5921000000000004e-08,6.4337e-08,0.00025364739304790815
6378813 , 15180994 , 618744861 , 6378824 ,-0.000351,-8.3e-05,4.7089000000000006e-08,1.9043999999999998e-08,6.6133e-08,0.0002571633721975196
6466194 , 15185243 , 627220818 , 6466205 ,-0.000336,-6.3e-05,4.080399999999999e-08,2.4963999999999998e-08,6.576799999999998e-08,0.00025645272468819666
6553575 , 15190565 , 635696775 , 6553586 ,-0.000353,-7e-05,4.7961e-08,2.2801000000000003e-08,7.076200000000001e-08,0.0002660112779564055
6640956 , 15276101 , 644172732 , 6640967 ,-0.000397,-4.6e-05,6.9169e-08,3.0625e-08,9.9794e-08,0.00031590188350182405
6728337 , 15280023 , 652648689 , 6728348 ,-0.000407,-9.9e-05,7.452900000000002e-08,1.4884000000000003e-08,8.941300000000002e-08,0.0002990200662162993
6815718 , 15280631 , 661124646 , 6815730 ,-0.00038,-0.000114,6.051600000000001e-08,1.1449e-08,7.196500000000001e-08,0.0002682629307228265
6903099 , 15346259 , 669600603 , 6903111 ,-0.000437,-0.000187,9.1809e-08,1.156000000000001e-09,9.2965e-08,0.000304901623478787
6990480 , 15384052 , 678076560 , 6990492 ,-0.000415,-0.000222,7.8961e-08,9.999999999999943e-13,7.8962e-08,0.00028100177935379695
7077861 , 15411092 , 686552517 , 7077873 ,-0.000387,-0.000208,6.400899999999999e-08,1.6900000000000048e-10,6.4178e-08,0.00025333377192944485
7165242 , 15470084 , 695028474 , 7165254 ,-0.000384,-0.000288,6.25e-08,4.4890000000000005e-09,6.698899999999999e-08,0.00025882233288493476
