trueR , trueI
1.000000 , 0.000000
n_samples , time, n_paths , estimateR , estimateI, varianceR, varianceI
14155560 , 15985404773 , 608689080 , 1.046275 , 0.000000, 0.002141, 0.000000
14199250 , 15988840558 , 610567750 , 1.045364 , 0.000000, 0.002058, 0.000000
14242940 , 15990401459 , 612446420 , 1.042157 , 0.000000, 0.001777, 0.000000
14286630 , 15990416715 , 614325090 , 1.038970 , 0.000000, 0.001519, 0.000000
14330320 , 15994991252 , 616203760 , 1.035803 , 0.000000, 0.001282, 0.000000
14374010 , 15999049374 , 618082430 , 1.032654 , 0.000000, 0.001066, 0.000000
14417700 , 15999531799 , 619961100 , 1.031798 , 0.000000, 0.001011, 0.000000
14461390 , 16000189036 , 621839770 , 1.028680 , 0.000000, 0.000823, 0.000000
14505080 , 16000589404 , 623718440 , 1.027841 , 0.000000, 0.000775, 0.000000
14548770 , 16007840513 , 625597110 , 1.033763 , 0.000000, 0.001140, 0.000000
14592460 , 16018197376 , 627475780 , 1.032914 , 0.000000, 0.001083, 0.000000
14636150 , 16023886957 , 629354450 , 1.029830 , 0.000000, 0.000890, 0.000000
14679840 , 18231208383 , 631233120 , 1.028997 , 0.000000, 0.000841, 0.000000
14723530 , 18242347425 , 633111790 , 1.028169 , 0.000000, 0.000794, 0.000000
14767220 , 18244484259 , 634990460 , 1.029565 , 0.000000, 0.000874, 0.000000
14810910 , 18246279259 , 636869130 , 1.030953 , 0.000000, 0.000958, 0.000000
14854600 , 18247079250 , 638747800 , 1.032332 , 0.000000, 0.001045, 0.000000
14898290 , 18247567442 , 640626470 , 1.031504 , 0.000000, 0.000993, 0.000000
14941980 , 18248736787 , 642505140 , 1.028488 , 0.000000, 0.000812, 0.000000
14985670 , 18248739073 , 644383810 , 1.027676 , 0.000000, 0.000766, 0.000000
15029360 , 18250794563 , 646262480 , 1.026869 , 0.000000, 0.000722, 0.000000
15073050 , 18251467060 , 648141150 , 1.026067 , 0.000000, 0.000679, 0.000000
15116740 , 18251909525 , 650019820 , 1.023101 , 0.000000, 0.000534, 0.000000
15160430 , 18253286753 , 651898490 , 1.024475 , 0.000000, 0.000599, 0.000000
15204120 , 18253847554 , 653777160 , 1.027997 , 0.000000, 0.000784, 0.000000
15247810 , 18254624319 , 655655830 , 1.027200 , 0.000000, 0.000740, 0.000000
15291500 , 18254824257 , 657534500 , 1.028551 , 0.000000, 0.000815, 0.000000
15335190 , 18255255858 , 659413170 , 1.025621 , 0.000000, 0.000656, 0.000000
15335446 , 18255707102 , 659424178 , 1.025603 , 0.000000, 0.000656, 0.000000
15379136 , 18255896721 , 661302848 , 1.024820 , 0.000000, 0.000616, 0.000000
15422826 , 18257283545 , 663181518 , 1.021917 , 0.000000, 0.000480, 0.000000
15466516 , 18258253589 , 665060188 , 1.021149 , 0.000000, 0.000447, 0.000000
15510206 , 18258686103 , 666938858 , 1.018273 , 0.000000, 0.000334, 0.000000
15553896 , 18260499918 , 668817528 , 1.017519 , 0.000000, 0.000307, 0.000000
15597586 , 18260724635 , 670696198 , 1.016770 , 0.000000, 0.000281, 0.000000
15641276 , 18262248043 , 672574868 , 1.018119 , 0.000000, 0.000328, 0.000000
15684966 , 18263226946 , 674453538 , 1.019462 , 0.000000, 0.000379, 0.000000
15728656 , 18263444669 , 676332208 , 1.018713 , 0.000000, 0.000350, 0.000000
15772346 , 18263588819 , 678210878 , 1.015891 , 0.000000, 0.000253, 0.000000
15816036 , 18263687134 , 680089548 , 1.017228 , 0.000000, 0.000297, 0.000000
15859726 , 18264760776 , 681968218 , 1.018558 , 0.000000, 0.000344, 0.000000
15903416 , 18265313403 , 683846888 , 1.015760 , 0.000000, 0.000248, 0.000000
15947106 , 18265927299 , 685725558 , 1.017087 , 0.000000, 0.000292, 0.000000
15990796 , 18268762063 , 687604228 , 1.018406 , 0.000000, 0.000339, 0.000000
16034486 , 18270688180 , 689482898 , 1.017675 , 0.000000, 0.000312, 0.000000
16078176 , 18273737575 , 691361568 , 1.016947 , 0.000000, 0.000287, 0.000000
16121866 , 18278261131 , 693240238 , 1.020289 , 0.000000, 0.000412, 0.000000
16165556 , 18279732679 , 695118908 , 1.019558 , 0.000000, 0.000383, 0.000000
16209246 , 18280940341 , 696997578 , 1.016810 , 0.000000, 0.000283, 0.000000
16252936 , 18281140478 , 698876248 , 1.014077 , 0.000000, 0.000198, 0.000000
16296626 , 18281734809 , 700754918 , 1.015379 , 0.000000, 0.000237, 0.000000
16340316 , 18285361976 , 702633588 , 1.014670 , 0.000000, 0.000215, 0.000000
16384006 , 18286398106 , 704512258 , 1.019964 , 0.000000, 0.000399, 0.000000
16427696 , 18290091771 , 706390928 , 1.021240 , 0.000000, 0.000451, 0.000000
16471386 , 18290542767 , 708269598 , 1.022510 , 0.000000, 0.000507, 0.000000
16515076 , 18296898206 , 710148268 , 1.023773 , 0.000000, 0.000565, 0.000000
16558766 , 18300478854 , 712026938 , 1.027009 , 0.000000, 0.000729, 0.000000
16602456 , 18301329444 , 713905608 , 1.026280 , 0.000000, 0.000691, 0.000000
16646146 , 18304960256 , 715784278 , 1.033428 , 0.000000, 0.001117, 0.000000
16689836 , 18945316428 , 717662948 , 1.030723 , 0.000000, 0.000944, 0.000000
16733526 , 18975640654 , 719541618 , 1.033906 , 0.000000, 0.001150, 0.000000
16777216 , 20510047491 , 721420288 , 1.033167 , 0.000000, 0.001100, 0.000000
