trueR , trueI
0.250000 , -0.000000
n_samples , n_paths , estimateR , estimateI, varianceR, varianceI
1024 , 1024 , 0.376781 , -0.230076, 0.016073, 0.052935
2048 , 2048 , 0.279084 , -0.138435, 0.000846, 0.019164
3072 , 3072 , 0.221921 , -0.124580, 0.000788, 0.015520
4096 , 4096 , 0.207632 , -0.076004, 0.001795, 0.005777
5120 , 5120 , 0.184500 , -0.079419, 0.004290, 0.006307
6144 , 6144 , 0.206991 , -0.065742, 0.001850, 0.004322
7168 , 7168 , 0.225598 , -0.067466, 0.000595, 0.004552
8192 , 8192 , 0.239672 , -0.083792, 0.000107, 0.007021
9216 , 9216 , 0.237909 , -0.072768, 0.000146, 0.005295
10240 , 10240 , 0.238061 , -0.064651, 0.000143, 0.004180
11264 , 11264 , 0.234651 , -0.070198, 0.000236, 0.004928
12288 , 12288 , 0.237232 , -0.069826, 0.000163, 0.004876
13312 , 13312 , 0.232991 , -0.073946, 0.000289, 0.005468
14336 , 14336 , 0.220530 , -0.072666, 0.000868, 0.005280
15360 , 15360 , 0.229945 , -0.062831, 0.000402, 0.003948
16384 , 16384 , 0.233033 , -0.062095, 0.000288, 0.003856
17408 , 17408 , 0.233263 , -0.066764, 0.000280, 0.004457
18432 , 18432 , 0.229832 , -0.066584, 0.000407, 0.004433
19456 , 19456 , 0.227554 , -0.059529, 0.000504, 0.003544
20480 , 20480 , 0.227524 , -0.060096, 0.000505, 0.003611
21504 , 21504 , 0.227430 , -0.056165, 0.000509, 0.003154
22528 , 22528 , 0.226330 , -0.057566, 0.000560, 0.003314
23552 , 23552 , 0.230233 , -0.058944, 0.000391, 0.003474
24576 , 24576 , 0.231152 , -0.049589, 0.000355, 0.002459
25600 , 25600 , 0.239294 , -0.038456, 0.000115, 0.001479
26624 , 26624 , 0.239320 , -0.039213, 0.000114, 0.001538
27648 , 27648 , 0.237154 , -0.044001, 0.000165, 0.001936
28672 , 28672 , 0.240025 , -0.048160, 0.000099, 0.002319
29696 , 29696 , 0.234841 , -0.050583, 0.000230, 0.002559
30720 , 30720 , 0.233181 , -0.045359, 0.000283, 0.002057
31744 , 31744 , 0.234864 , -0.045124, 0.000229, 0.002036
32768 , 32768 , 0.238401 , -0.042716, 0.000135, 0.001825
33792 , 33792 , 0.234764 , -0.038287, 0.000232, 0.001466
34816 , 34816 , 0.237401 , -0.036247, 0.000159, 0.001314
35840 , 35840 , 0.236898 , -0.031894, 0.000172, 0.001017
36864 , 36864 , 0.237249 , -0.035163, 0.000163, 0.001236
37888 , 37888 , 0.236754 , -0.039009, 0.000175, 0.001522
38912 , 38912 , 0.236762 , -0.040836, 0.000175, 0.001668
39936 , 39936 , 0.236679 , -0.039335, 0.000177, 0.001547
40960 , 40960 , 0.236840 , -0.038527, 0.000173, 0.001484
41984 , 41984 , 0.234343 , -0.035868, 0.000245, 0.001286
43008 , 43008 , 0.235317 , -0.034874, 0.000216, 0.001216
44032 , 44032 , 0.237664 , -0.034207, 0.000152, 0.001170
45056 , 45056 , 0.237877 , -0.031084, 0.000147, 0.000966
46080 , 46080 , 0.240159 , -0.030982, 0.000097, 0.000960
47104 , 47104 , 0.237603 , -0.030458, 0.000154, 0.000928
48128 , 48128 , 0.236987 , -0.030036, 0.000169, 0.000902
49152 , 49152 , 0.236353 , -0.030596, 0.000186, 0.000936
50176 , 50176 , 0.236509 , -0.029723, 0.000182, 0.000883
51200 , 51200 , 0.236706 , -0.032081, 0.000177, 0.001029
52224 , 52224 , 0.238376 , -0.030478, 0.000135, 0.000929
53248 , 53248 , 0.239696 , -0.030944, 0.000106, 0.000958
54272 , 54272 , 0.238332 , -0.028489, 0.000136, 0.000812
55296 , 55296 , 0.239342 , -0.029471, 0.000114, 0.000869
56320 , 56320 , 0.241096 , -0.027977, 0.000079, 0.000783
57344 , 57344 , 0.239858 , -0.028039, 0.000103, 0.000786
58368 , 58368 , 0.240270 , -0.024168, 0.000095, 0.000584
59392 , 59392 , 0.237107 , -0.024625, 0.000166, 0.000606
60416 , 60416 , 0.238117 , -0.025330, 0.000141, 0.000642
61440 , 61440 , 0.238502 , -0.025887, 0.000132, 0.000670
62464 , 62464 , 0.239831 , -0.023102, 0.000103, 0.000534
63488 , 63488 , 0.240595 , -0.024060, 0.000088, 0.000579
64512 , 64512 , 0.240931 , -0.022246, 0.000082, 0.000495
65536 , 65536 , 0.240501 , -0.022423, 0.000090, 0.000503
66560 , 66560 , 0.241119 , -0.021995, 0.000079, 0.000484
67584 , 67584 , 0.240395 , -0.021526, 0.000092, 0.000463
68608 , 68608 , 0.241111 , -0.019889, 0.000079, 0.000396
69632 , 69632 , 0.241211 , -0.020030, 0.000077, 0.000401
70656 , 70656 , 0.242790 , -0.020010, 0.000052, 0.000400
71680 , 71680 , 0.241712 , -0.020730, 0.000069, 0.000430
72704 , 72704 , 0.240390 , -0.020840, 0.000092, 0.000434
73728 , 73728 , 0.239501 , -0.021046, 0.000110, 0.000443
74752 , 74752 , 0.240099 , -0.022970, 0.000098, 0.000528
75776 , 75776 , 0.240177 , -0.022850, 0.000096, 0.000522
76800 , 76800 , 0.240680 , -0.024493, 0.000087, 0.000600
77824 , 77824 , 0.239355 , -0.027482, 0.000113, 0.000755
78848 , 78848 , 0.240368 , -0.027928, 0.000093, 0.000780
79872 , 79872 , 0.240367 , -0.027695, 0.000093, 0.000767
80896 , 80896 , 0.240679 , -0.027273, 0.000087, 0.000744
81920 , 81920 , 0.241761 , -0.023122, 0.000068, 0.000535
82944 , 82944 , 0.242397 , -0.022413, 0.000058, 0.000502
83968 , 83968 , 0.243011 , -0.022448, 0.000049, 0.000504
84992 , 84992 , 0.241847 , -0.022081, 0.000066, 0.000488
86016 , 86016 , 0.242751 , -0.022231, 0.000053, 0.000494
87040 , 87040 , 0.241907 , -0.020678, 0.000065, 0.000428
88064 , 88064 , 0.241473 , -0.021932, 0.000073, 0.000481
89088 , 89088 , 0.241430 , -0.019423, 0.000073, 0.000377
90112 , 90112 , 0.240994 , -0.016540, 0.000081, 0.000274
91136 , 91136 , 0.240859 , -0.017226, 0.000084, 0.000297
92160 , 92160 , 0.242200 , -0.016731, 0.000061, 0.000280
93184 , 93184 , 0.242005 , -0.016247, 0.000064, 0.000264
94208 , 94208 , 0.239264 , -0.014974, 0.000115, 0.000224
95232 , 95232 , 0.239015 , -0.014873, 0.000121, 0.000221
96256 , 96256 , 0.239638 , -0.013723, 0.000107, 0.000188
97280 , 97280 , 0.240051 , -0.012615, 0.000099, 0.000159
98304 , 98304 , 0.240291 , -0.014563, 0.000094, 0.000212
99328 , 99328 , 0.238667 , -0.014023, 0.000128, 0.000197
100352 , 100352 , 0.239814 , -0.014408, 0.000104, 0.000208
101376 , 101376 , 0.238973 , -0.015003, 0.000122, 0.000225
102400 , 102400 , 0.240124 , -0.013614, 0.000098, 0.000185
103424 , 103424 , 0.241192 , -0.013517, 0.000078, 0.000183
104448 , 104448 , 0.240993 , -0.012672, 0.000081, 0.000161
105472 , 105472 , 0.241103 , -0.013484, 0.000079, 0.000182
106496 , 106496 , 0.241306 , -0.012169, 0.000076, 0.000148
107520 , 107520 , 0.241523 , -0.012067, 0.000072, 0.000146
108544 , 108544 , 0.241853 , -0.011967, 0.000066, 0.000143
109568 , 109568 , 0.242514 , -0.012793, 0.000056, 0.000164
110592 , 110592 , 0.243231 , -0.012908, 0.000046, 0.000167
111616 , 111616 , 0.242700 , -0.012323, 0.000053, 0.000152
112640 , 112640 , 0.241773 , -0.011022, 0.000068, 0.000121
113664 , 113664 , 0.242637 , -0.011866, 0.000054, 0.000141
114688 , 114688 , 0.243042 , -0.011967, 0.000048, 0.000143
115712 , 115712 , 0.243291 , -0.010121, 0.000045, 0.000102
116736 , 116736 , 0.244092 , -0.008612, 0.000035, 0.000074
117760 , 117760 , 0.242401 , -0.008999, 0.000058, 0.000081
118784 , 118784 , 0.242189 , -0.009910, 0.000061, 0.000098
119808 , 119808 , 0.241489 , -0.009775, 0.000072, 0.000096
120832 , 120832 , 0.241093 , -0.008511, 0.000079, 0.000072
121856 , 121856 , 0.241753 , -0.008929, 0.000068, 0.000080
122880 , 122880 , 0.241877 , -0.008847, 0.000066, 0.000078
123904 , 123904 , 0.241686 , -0.009952, 0.000069, 0.000099
124928 , 124928 , 0.240900 , -0.010821, 0.000083, 0.000117
125952 , 125952 , 0.241641 , -0.011336, 0.000070, 0.000128
126976 , 126976 , 0.242354 , -0.011946, 0.000058, 0.000143
128000 , 128000 , 0.241740 , -0.011751, 0.000068, 0.000138
129024 , 129024 , 0.241568 , -0.010949, 0.000071, 0.000120
130048 , 130048 , 0.240816 , -0.011374, 0.000084, 0.000129
131072 , 131072 , 0.240746 , -0.012773, 0.000086, 0.000163
132096 , 132096 , 0.239466 , -0.012225, 0.000111, 0.000149
133120 , 133120 , 0.238776 , -0.010712, 0.000126, 0.000115
134144 , 134144 , 0.238211 , -0.010294, 0.000139, 0.000106
135168 , 135168 , 0.238554 , -0.010266, 0.000131, 0.000105
136192 , 136192 , 0.238822 , -0.010584, 0.000125, 0.000112
137216 , 137216 , 0.239632 , -0.011427, 0.000108, 0.000131
138240 , 138240 , 0.239844 , -0.012376, 0.000103, 0.000153
139264 , 139264 , 0.239829 , -0.010396, 0.000103, 0.000108
140288 , 140288 , 0.238984 , -0.011088, 0.000121, 0.000123
141312 , 141312 , 0.239267 , -0.010535, 0.000115, 0.000111
142336 , 142336 , 0.239995 , -0.010926, 0.000100, 0.000119
143360 , 143360 , 0.240129 , -0.011584, 0.000097, 0.000134
144384 , 144384 , 0.239873 , -0.011511, 0.000103, 0.000133
145408 , 145408 , 0.240636 , -0.011427, 0.000088, 0.000131
146432 , 146432 , 0.240600 , -0.011262, 0.000088, 0.000127
147456 , 147456 , 0.240959 , -0.009911, 0.000082, 0.000098
148480 , 148480 , 0.241392 , -0.009903, 0.000074, 0.000098
149504 , 149504 , 0.241499 , -0.010552, 0.000072, 0.000111
150528 , 150528 , 0.241624 , -0.011099, 0.000070, 0.000123
151552 , 151552 , 0.241111 , -0.009919, 0.000079, 0.000098
152576 , 152576 , 0.241673 , -0.009668, 0.000069, 0.000093
153600 , 153600 , 0.241554 , -0.009762, 0.000071, 0.000095
154624 , 154624 , 0.242495 , -0.009690, 0.000056, 0.000094
155648 , 155648 , 0.243670 , -0.009333, 0.000040, 0.000087
156672 , 156672 , 0.244001 , -0.010364, 0.000036, 0.000107
157696 , 157696 , 0.243972 , -0.011285, 0.000036, 0.000127
158720 , 158720 , 0.243587 , -0.010796, 0.000041, 0.000117
159744 , 159744 , 0.243047 , -0.010340, 0.000048, 0.000107
160768 , 160768 , 0.243141 , -0.009320, 0.000047, 0.000087
161792 , 161792 , 0.243787 , -0.009380, 0.000039, 0.000088
162816 , 162816 , 0.243874 , -0.009056, 0.000038, 0.000082
163840 , 163840 , 0.243881 , -0.010126, 0.000037, 0.000103
164864 , 164864 , 0.244285 , -0.009481, 0.000033, 0.000090
165888 , 165888 , 0.244049 , -0.009948, 0.000035, 0.000099
166912 , 166912 , 0.243930 , -0.010641, 0.000037, 0.000113
167936 , 167936 , 0.243945 , -0.011730, 0.000037, 0.000138
168960 , 168960 , 0.243997 , -0.012073, 0.000036, 0.000146
169984 , 169984 , 0.244242 , -0.012336, 0.000033, 0.000152
171008 , 171008 , 0.244424 , -0.012446, 0.000031, 0.000155
172032 , 172032 , 0.244395 , -0.011665, 0.000031, 0.000136
173056 , 173056 , 0.243323 , -0.011563, 0.000045, 0.000134
174080 , 174080 , 0.243710 , -0.011099, 0.000040, 0.000123
175104 , 175104 , 0.243451 , -0.011630, 0.000043, 0.000135
176128 , 176128 , 0.244061 , -0.012245, 0.000035, 0.000150
177152 , 177152 , 0.245118 , -0.012648, 0.000024, 0.000160
178176 , 178176 , 0.245254 , -0.011266, 0.000023, 0.000127
179200 , 179200 , 0.245092 , -0.012029, 0.000024, 0.000145
180224 , 180224 , 0.244356 , -0.012220, 0.000032, 0.000149
181248 , 181248 , 0.244505 , -0.012136, 0.000030, 0.000147
182272 , 182272 , 0.244296 , -0.012570, 0.000033, 0.000158
183296 , 183296 , 0.244371 , -0.012261, 0.000032, 0.000150
184320 , 184320 , 0.244467 , -0.012415, 0.000031, 0.000154
185344 , 185344 , 0.244585 , -0.012352, 0.000029, 0.000153
186368 , 186368 , 0.244077 , -0.011796, 0.000035, 0.000139
187392 , 187392 , 0.244059 , -0.011062, 0.000035, 0.000122
188416 , 188416 , 0.243661 , -0.011123, 0.000040, 0.000124
189440 , 189440 , 0.242971 , -0.010746, 0.000049, 0.000115
190464 , 190464 , 0.242943 , -0.010416, 0.000050, 0.000108
191488 , 191488 , 0.243162 , -0.009033, 0.000047, 0.000082
192512 , 192512 , 0.243588 , -0.009152, 0.000041, 0.000084
193536 , 193536 , 0.243175 , -0.008991, 0.000047, 0.000081
194560 , 194560 , 0.243152 , -0.009203, 0.000047, 0.000085
195584 , 195584 , 0.243217 , -0.008792, 0.000046, 0.000077
