trueR , trueI
0.250000 , -0.000000
n_samples , n_paths , estimateR , estimateI, varianceR, varianceI
1024 , 1024 , 0.333534 , -0.008090, 0.006978, 0.000065
2048 , 2048 , 0.306820 , -0.006096, 0.003229, 0.000037
3072 , 3072 , 0.299784 , -0.038643, 0.002478, 0.001493
4096 , 4096 , 0.243993 , -0.013594, 0.000036, 0.000185
5120 , 5120 , 0.260914 , 0.042590, 0.000119, 0.001814
6144 , 6144 , 0.257747 , 0.057003, 0.000060, 0.003249
7168 , 7168 , 0.252638 , 0.055827, 0.000007, 0.003117
8192 , 8192 , 0.253167 , 0.039230, 0.000010, 0.001539
9216 , 9216 , 0.244519 , 0.050155, 0.000030, 0.002515
10240 , 10240 , 0.248279 , 0.029021, 0.000003, 0.000842
11264 , 11264 , 0.247274 , 0.017307, 0.000007, 0.000300
12288 , 12288 , 0.246620 , 0.017439, 0.000011, 0.000304
13312 , 13312 , 0.238760 , 0.011533, 0.000126, 0.000133
14336 , 14336 , 0.236917 , 0.011885, 0.000171, 0.000141
15360 , 15360 , 0.236989 , 0.021709, 0.000169, 0.000471
16384 , 16384 , 0.239452 , 0.032601, 0.000111, 0.001063
17408 , 17408 , 0.240346 , 0.027098, 0.000093, 0.000734
18432 , 18432 , 0.235924 , 0.030071, 0.000198, 0.000904
19456 , 19456 , 0.236634 , 0.035241, 0.000179, 0.001242
20480 , 20480 , 0.233345 , 0.036224, 0.000277, 0.001312
21504 , 21504 , 0.233281 , 0.036541, 0.000280, 0.001335
22528 , 22528 , 0.231521 , 0.037014, 0.000341, 0.001370
23552 , 23552 , 0.239489 , 0.038304, 0.000110, 0.001467
24576 , 24576 , 0.241439 , 0.040393, 0.000073, 0.001632
25600 , 25600 , 0.243218 , 0.039669, 0.000046, 0.001574
26624 , 26624 , 0.242303 , 0.036848, 0.000059, 0.001358
27648 , 27648 , 0.241836 , 0.038382, 0.000067, 0.001473
28672 , 28672 , 0.239362 , 0.033416, 0.000113, 0.001117
29696 , 29696 , 0.234477 , 0.033539, 0.000241, 0.001125
30720 , 30720 , 0.239452 , 0.040649, 0.000111, 0.001652
31744 , 31744 , 0.240250 , 0.037211, 0.000095, 0.001385
32768 , 32768 , 0.242683 , 0.037334, 0.000054, 0.001394
33792 , 33792 , 0.241582 , 0.038905, 0.000071, 0.001514
34816 , 34816 , 0.240382 , 0.034505, 0.000093, 0.001191
35840 , 35840 , 0.239119 , 0.033563, 0.000118, 0.001126
36864 , 36864 , 0.239378 , 0.028506, 0.000113, 0.000813
37888 , 37888 , 0.240834 , 0.026526, 0.000084, 0.000704
38912 , 38912 , 0.242740 , 0.023539, 0.000053, 0.000554
39936 , 39936 , 0.246062 , 0.020967, 0.000016, 0.000440
40960 , 40960 , 0.246129 , 0.022034, 0.000015, 0.000485
41984 , 41984 , 0.248173 , 0.018146, 0.000003, 0.000329
43008 , 43008 , 0.246451 , 0.013758, 0.000013, 0.000189
44032 , 44032 , 0.244934 , 0.012869, 0.000026, 0.000166
45056 , 45056 , 0.245393 , 0.010827, 0.000021, 0.000117
46080 , 46080 , 0.247062 , 0.012435, 0.000009, 0.000155
47104 , 47104 , 0.246456 , 0.014554, 0.000013, 0.000212
48128 , 48128 , 0.248623 , 0.014577, 0.000002, 0.000212
49152 , 49152 , 0.249950 , 0.014212, 0.000000, 0.000202
50176 , 50176 , 0.249389 , 0.015229, 0.000000, 0.000232
51200 , 51200 , 0.247797 , 0.017068, 0.000005, 0.000291
52224 , 52224 , 0.246318 , 0.017819, 0.000014, 0.000318
53248 , 53248 , 0.244497 , 0.014741, 0.000030, 0.000217
54272 , 54272 , 0.242399 , 0.015324, 0.000058, 0.000235
55296 , 55296 , 0.245318 , 0.017965, 0.000022, 0.000323
56320 , 56320 , 0.244830 , 0.018620, 0.000027, 0.000347
57344 , 57344 , 0.245186 , 0.016114, 0.000023, 0.000260
58368 , 58368 , 0.246082 , 0.012377, 0.000015, 0.000153
59392 , 59392 , 0.248177 , 0.012005, 0.000003, 0.000144
60416 , 60416 , 0.247891 , 0.012284, 0.000004, 0.000151
61440 , 61440 , 0.250832 , 0.011568, 0.000001, 0.000134
62464 , 62464 , 0.249117 , 0.011311, 0.000001, 0.000128
63488 , 63488 , 0.248044 , 0.010107, 0.000004, 0.000102
64512 , 64512 , 0.246750 , 0.011073, 0.000011, 0.000123
65536 , 65536 , 0.245823 , 0.007663, 0.000017, 0.000059
66560 , 66560 , 0.247788 , 0.007031, 0.000005, 0.000049
67584 , 67584 , 0.248201 , 0.009345, 0.000003, 0.000087
68608 , 68608 , 0.249166 , 0.007874, 0.000001, 0.000062
69632 , 69632 , 0.251252 , 0.006784, 0.000002, 0.000046
70656 , 70656 , 0.251927 , 0.007542, 0.000004, 0.000057
71680 , 71680 , 0.251522 , 0.007748, 0.000002, 0.000060
72704 , 72704 , 0.250198 , 0.010803, 0.000000, 0.000117
73728 , 73728 , 0.250137 , 0.009753, 0.000000, 0.000095
74752 , 74752 , 0.249606 , 0.011117, 0.000000, 0.000124
75776 , 75776 , 0.249748 , 0.012049, 0.000000, 0.000145
76800 , 76800 , 0.250530 , 0.013277, 0.000000, 0.000176
77824 , 77824 , 0.249318 , 0.014071, 0.000000, 0.000198
78848 , 78848 , 0.251027 , 0.015399, 0.000001, 0.000237
79872 , 79872 , 0.251050 , 0.015131, 0.000001, 0.000229
80896 , 80896 , 0.252111 , 0.012951, 0.000004, 0.000168
81920 , 81920 , 0.252178 , 0.011762, 0.000005, 0.000138
82944 , 82944 , 0.251491 , 0.013707, 0.000002, 0.000188
83968 , 83968 , 0.251607 , 0.014520, 0.000003, 0.000211
84992 , 84992 , 0.251926 , 0.015927, 0.000004, 0.000254
86016 , 86016 , 0.250857 , 0.014848, 0.000001, 0.000220
87040 , 87040 , 0.250693 , 0.015298, 0.000000, 0.000234
88064 , 88064 , 0.251275 , 0.016776, 0.000002, 0.000281
89088 , 89088 , 0.250896 , 0.017288, 0.000001, 0.000299
90112 , 90112 , 0.252012 , 0.017844, 0.000004, 0.000318
91136 , 91136 , 0.252384 , 0.018469, 0.000006, 0.000341
92160 , 92160 , 0.250945 , 0.017363, 0.000001, 0.000301
93184 , 93184 , 0.252184 , 0.015151, 0.000005, 0.000230
94208 , 94208 , 0.252067 , 0.015213, 0.000004, 0.000231
95232 , 95232 , 0.252270 , 0.013778, 0.000005, 0.000190
96256 , 96256 , 0.251610 , 0.014913, 0.000003, 0.000222
97280 , 97280 , 0.251607 , 0.013880, 0.000003, 0.000193
98304 , 98304 , 0.251930 , 0.014311, 0.000004, 0.000205
99328 , 99328 , 0.251233 , 0.014088, 0.000002, 0.000198
100352 , 100352 , 0.252389 , 0.013653, 0.000006, 0.000186
101376 , 101376 , 0.253242 , 0.013704, 0.000011, 0.000188
102400 , 102400 , 0.252557 , 0.013538, 0.000007, 0.000183
103424 , 103424 , 0.251949 , 0.014418, 0.000004, 0.000208
104448 , 104448 , 0.252005 , 0.013649, 0.000004, 0.000186
105472 , 105472 , 0.252093 , 0.013641, 0.000004, 0.000186
106496 , 106496 , 0.251254 , 0.012147, 0.000002, 0.000148
107520 , 107520 , 0.252724 , 0.011543, 0.000007, 0.000133
108544 , 108544 , 0.252804 , 0.013200, 0.000008, 0.000174
109568 , 109568 , 0.253454 , 0.012547, 0.000012, 0.000157
