trueR , trueI
0.250000 , -0.000000
n_samples , n_paths , estimateR , estimateI, varianceR, varianceI
1024 , 4096 , 0.378479 , 0.128882, 0.016507, 0.016611
2048 , 8192 , 0.314049 , 0.045925, 0.004102, 0.002109
3072 , 12288 , 0.294616 , 0.064941, 0.001991, 0.004217
4096 , 16384 , 0.253718 , 0.009938, 0.000014, 0.000099
5120 , 20480 , 0.232621 , 0.002864, 0.000302, 0.000008
6144 , 24576 , 0.249095 , 0.021217, 0.000001, 0.000450
7168 , 28672 , 0.254566 , 0.030853, 0.000021, 0.000952
8192 , 32768 , 0.240284 , 0.017670, 0.000094, 0.000312
9216 , 36864 , 0.245665 , 0.016040, 0.000019, 0.000257
10240 , 40960 , 0.244415 , 0.010020, 0.000031, 0.000100
11264 , 45056 , 0.249016 , 0.008506, 0.000001, 0.000072
12288 , 49152 , 0.240349 , 0.008732, 0.000093, 0.000076
13312 , 53248 , 0.236427 , 0.022589, 0.000184, 0.000510
14336 , 57344 , 0.232592 , 0.031073, 0.000303, 0.000966
15360 , 61440 , 0.222332 , 0.024846, 0.000766, 0.000617
16384 , 65536 , 0.232167 , 0.026244, 0.000318, 0.000689
17408 , 69632 , 0.235866 , 0.014667, 0.000200, 0.000215
18432 , 73728 , 0.224702 , 0.016361, 0.000640, 0.000268
19456 , 77824 , 0.230189 , 0.002975, 0.000392, 0.000009
20480 , 81920 , 0.235916 , -0.000312, 0.000198, 0.000000
21504 , 86016 , 0.242688 , 0.005083, 0.000053, 0.000026
22528 , 90112 , 0.244677 , 0.003658, 0.000028, 0.000013
23552 , 94208 , 0.249854 , 0.016542, 0.000000, 0.000274
24576 , 98304 , 0.247819 , 0.012903, 0.000005, 0.000166
25600 , 102400 , 0.248712 , 0.011843, 0.000002, 0.000140
26624 , 106496 , 0.260108 , 0.012426, 0.000102, 0.000154
27648 , 110592 , 0.269493 , 0.009403, 0.000380, 0.000088
28672 , 114688 , 0.265038 , 0.007845, 0.000226, 0.000062
29696 , 118784 , 0.261905 , 0.003203, 0.000142, 0.000010
30720 , 122880 , 0.264011 , -0.000599, 0.000196, 0.000000
31744 , 126976 , 0.257446 , 0.001820, 0.000055, 0.000003
32768 , 131072 , 0.256695 , -0.004605, 0.000045, 0.000021
33792 , 135168 , 0.257841 , -0.015434, 0.000061, 0.000238
34816 , 139264 , 0.259525 , -0.017646, 0.000091, 0.000311
35840 , 143360 , 0.261514 , -0.012354, 0.000133, 0.000153
36864 , 147456 , 0.259851 , -0.009589, 0.000097, 0.000092
37888 , 151552 , 0.260044 , -0.012332, 0.000101, 0.000152
38912 , 155648 , 0.258717 , -0.004560, 0.000076, 0.000021
39936 , 159744 , 0.258863 , -0.002958, 0.000079, 0.000009
40960 , 163840 , 0.261105 , -0.002713, 0.000123, 0.000007
41984 , 167936 , 0.262615 , -0.005283, 0.000159, 0.000028
43008 , 172032 , 0.259113 , 0.001564, 0.000083, 0.000002
44032 , 176128 , 0.257689 , 0.000458, 0.000059, 0.000000
45056 , 180224 , 0.259429 , 0.001101, 0.000089, 0.000001
46080 , 184320 , 0.256006 , 0.001575, 0.000036, 0.000002
47104 , 188416 , 0.254393 , 0.003333, 0.000019, 0.000011
48128 , 192512 , 0.255825 , 0.003808, 0.000034, 0.000015
49152 , 196608 , 0.255546 , 0.002480, 0.000031, 0.000006
50176 , 200704 , 0.253991 , 0.006027, 0.000016, 0.000036
51200 , 204800 , 0.252699 , 0.006261, 0.000007, 0.000039
52224 , 208896 , 0.254039 , 0.003289, 0.000016, 0.000011
53248 , 212992 , 0.257715 , 0.005334, 0.000060, 0.000028
54272 , 217088 , 0.252614 , 0.004549, 0.000007, 0.000021
55296 , 221184 , 0.253518 , 0.003465, 0.000012, 0.000012
56320 , 225280 , 0.253316 , 0.005405, 0.000011, 0.000029
57344 , 229376 , 0.255168 , 0.003049, 0.000027, 0.000009
58368 , 233472 , 0.251563 , 0.001124, 0.000002, 0.000001
59392 , 237568 , 0.253868 , 0.000851, 0.000015, 0.000001
60416 , 241664 , 0.256352 , 0.001695, 0.000040, 0.000003
61440 , 245760 , 0.257119 , 0.004442, 0.000051, 0.000020
62464 , 249856 , 0.255828 , 0.005653, 0.000034, 0.000032
63488 , 253952 , 0.257576 , 0.008027, 0.000057, 0.000064
64512 , 258048 , 0.259396 , 0.006356, 0.000088, 0.000040
65536 , 262144 , 0.260181 , 0.005650, 0.000104, 0.000032
66560 , 266240 , 0.261128 , 0.007337, 0.000124, 0.000054
67584 , 270336 , 0.259162 , 0.007984, 0.000084, 0.000064
68608 , 274432 , 0.258196 , 0.008089, 0.000067, 0.000065
69632 , 278528 , 0.258368 , 0.006155, 0.000070, 0.000038
70656 , 282624 , 0.257524 , 0.003277, 0.000057, 0.000011
71680 , 286720 , 0.258494 , 0.001407, 0.000072, 0.000002
72704 , 290816 , 0.259149 , 0.001033, 0.000084, 0.000001
73728 , 294912 , 0.257197 , 0.000107, 0.000052, 0.000000
74752 , 299008 , 0.257747 , 0.002477, 0.000060, 0.000006
75776 , 303104 , 0.257885 , 0.002707, 0.000062, 0.000007
76800 , 307200 , 0.258051 , 0.003181, 0.000065, 0.000010
77824 , 311296 , 0.256220 , 0.001389, 0.000039, 0.000002
78848 , 315392 , 0.258872 , 0.001341, 0.000079, 0.000002
79872 , 319488 , 0.259896 , 0.003267, 0.000098, 0.000011
80896 , 323584 , 0.260873 , 0.002280, 0.000118, 0.000005
81920 , 327680 , 0.260083 , 0.001287, 0.000102, 0.000002
82944 , 331776 , 0.261602 , 0.002330, 0.000135, 0.000005
83968 , 335872 , 0.262425 , 0.004546, 0.000154, 0.000021
84992 , 339968 , 0.262663 , 0.005954, 0.000160, 0.000035
86016 , 344064 , 0.263124 , 0.007807, 0.000172, 0.000061
87040 , 348160 , 0.264266 , 0.009822, 0.000204, 0.000096
88064 , 352256 , 0.264836 , 0.013232, 0.000220, 0.000175
89088 , 356352 , 0.264234 , 0.010836, 0.000203, 0.000117
90112 , 360448 , 0.264293 , 0.009416, 0.000204, 0.000089
91136 , 364544 , 0.265016 , 0.011288, 0.000225, 0.000127
