trueR , trueI
1.000000 , 0.000000
n_samples , time, n_paths , n_NZero_paths , estimateR , estimateI , varianceR , varianceI,var,L2
699050 , 473474392 , 699050 , 0 ,0.0,0.0,1.0,0.0,1.0,1.0
1398100 , 473540125 , 1398100 , 0 ,0.0,0.0,1.0,0.0,1.0,1.0
2097150 , 475952206 , 2097150 , 0 ,0.0,0.0,1.0,0.0,1.0,1.0
2796200 , 476021301 , 2796200 , 0 ,0.0,0.0,1.0,0.0,1.0,1.0
3495250 , 476023635 , 3495250 , 0 ,0.0,0.0,1.0,0.0,1.0,1.0
4194300 , 476836216 , 4194300 , 0 ,0.0,0.0,1.0,0.0,1.0,1.0
4893350 , 536571474 , 4893350 , 0 ,0.0,0.0,1.0,0.0,1.0,1.0
5592400 , 537993824 , 5592400 , 0 ,0.0,0.0,1.0,0.0,1.0,1.0
6291450 , 538026670 , 6291450 , 0 ,0.0,0.0,1.0,0.0,1.0,1.0
6990500 , 538041183 , 6990500 , 0 ,0.0,0.0,1.0,0.0,1.0,1.0
7689550 , 538087736 , 7689550 , 0 ,0.0,0.0,1.0,0.0,1.0,1.0
8388600 , 538137682 , 8388600 , 0 ,0.0,0.0,1.0,0.0,1.0,1.0
9087650 , 538143044 , 9087650 , 0 ,0.0,0.0,1.0,0.0,1.0,1.0
9786700 , 538153342 , 9786700 , 0 ,0.0,0.0,1.0,0.0,1.0,1.0
10485750 , 538163495 , 10485750 , 0 ,0.0,0.0,1.0,0.0,1.0,1.0
11184800 , 538190277 , 11184800 , 0 ,0.0,0.0,1.0,0.0,1.0,1.0
11883850 , 538214327 , 11883850 , 0 ,0.0,0.0,1.0,0.0,1.0,1.0
12582900 , 538235599 , 12582900 , 0 ,0.0,0.0,1.0,0.0,1.0,1.0
13281950 , 538262038 , 13281950 , 0 ,0.0,0.0,1.0,0.0,1.0,1.0
13981000 , 538294511 , 13981000 , 0 ,0.0,0.0,1.0,0.0,1.0,1.0
14680050 , 538295381 , 14680050 , 0 ,0.0,0.0,1.0,0.0,1.0,1.0
15379100 , 538297434 , 15379100 , 0 ,0.0,0.0,1.0,0.0,1.0,1.0
16078150 , 538299117 , 16078150 , 0 ,0.0,0.0,1.0,0.0,1.0,1.0
16777200 , 538310358 , 16777200 , 0 ,0.0,0.0,1.0,0.0,1.0,1.0
17476250 , 538313101 , 17476250 , 0 ,0.0,0.0,1.0,0.0,1.0,1.0
