trueR , trueI
1.000000 , 0.000000
n_samples , time, n_paths , estimateR , estimateI, varianceR, varianceI
14155560 , 35860946501 , 608689080 , 0.921246 , 0.000000, 0.006202, 0.000000
14199250 , 35862176926 , 610567750 , 0.923026 , 0.000000, 0.005925, 0.000000
14242940 , 35862220040 , 612446420 , 0.922495 , 0.000000, 0.006007, 0.000000
14286630 , 35865514638 , 614325090 , 0.921968 , 0.000000, 0.006089, 0.000000
14330320 , 35869412162 , 616203760 , 0.921443 , 0.000000, 0.006171, 0.000000
14374010 , 35869492076 , 618082430 , 0.920922 , 0.000000, 0.006253, 0.000000
14417700 , 35872954230 , 619961100 , 0.918131 , 0.000000, 0.006702, 0.000000
14461390 , 35875292298 , 621839770 , 0.919889 , 0.000000, 0.006418, 0.000000
14505080 , 35883376305 , 623718440 , 0.917118 , 0.000000, 0.006869, 0.000000
14548770 , 35894169093 , 625597110 , 0.916616 , 0.000000, 0.006953, 0.000000
14592460 , 35895583802 , 627475780 , 0.913872 , 0.000000, 0.007418, 0.000000
14636150 , 35914968936 , 629354450 , 0.915621 , 0.000000, 0.007120, 0.000000
14679840 , 35986057889 , 631233120 , 0.915128 , 0.000000, 0.007203, 0.000000
14723530 , 40951896655 , 633111790 , 0.919089 , 0.000000, 0.006547, 0.000000
14767220 , 40958036876 , 634990460 , 0.920807 , 0.000000, 0.006271, 0.000000
14810910 , 40960419564 , 636869130 , 0.920303 , 0.000000, 0.006352, 0.000000
14854600 , 40961389817 , 638747800 , 0.924214 , 0.000000, 0.005744, 0.000000
14898290 , 40963915316 , 640626470 , 0.921504 , 0.000000, 0.006162, 0.000000
14941980 , 40964293346 , 642505140 , 0.921002 , 0.000000, 0.006241, 0.000000
14985670 , 40964884417 , 644383810 , 0.918317 , 0.000000, 0.006672, 0.000000
15029360 , 40965116963 , 646262480 , 0.922188 , 0.000000, 0.006055, 0.000000
15073050 , 40966609950 , 648141150 , 0.921688 , 0.000000, 0.006133, 0.000000
15116740 , 40967677210 , 650019820 , 0.919025 , 0.000000, 0.006557, 0.000000
15160430 , 40970532468 , 651898490 , 0.916376 , 0.000000, 0.006993, 0.000000
15204120 , 40972379087 , 653777160 , 0.913743 , 0.000000, 0.007440, 0.000000
15247810 , 40979564635 , 655655830 , 0.913274 , 0.000000, 0.007521, 0.000000
15248066 , 40981876884 , 655666838 , 0.913258 , 0.000000, 0.007524, 0.000000
15291756 , 40982321585 , 657545508 , 0.919220 , 0.000000, 0.006525, 0.000000
15335446 , 40985737711 , 659424178 , 0.918738 , 0.000000, 0.006604, 0.000000
15379136 , 40987639986 , 661302848 , 0.918258 , 0.000000, 0.006682, 0.000000
15422826 , 40988986701 , 663181518 , 0.915657 , 0.000000, 0.007114, 0.000000
15466516 , 40990014166 , 665060188 , 0.915189 , 0.000000, 0.007193, 0.000000
15510206 , 40990190720 , 666938858 , 0.918948 , 0.000000, 0.006569, 0.000000
15553896 , 40992041931 , 668817528 , 0.920580 , 0.000000, 0.006307, 0.000000
15597586 , 40992326547 , 670696198 , 0.918002 , 0.000000, 0.006724, 0.000000
15641276 , 40992725633 , 672574868 , 0.917532 , 0.000000, 0.006801, 0.000000
15684966 , 40992868487 , 674453538 , 0.919155 , 0.000000, 0.006536, 0.000000
15728656 , 40995056181 , 676332208 , 0.922851 , 0.000000, 0.005952, 0.000000
15772346 , 40995464687 , 678210878 , 0.920295 , 0.000000, 0.006353, 0.000000
15816036 , 40996240673 , 680089548 , 0.917752 , 0.000000, 0.006765, 0.000000
15859726 , 40996506386 , 681968218 , 0.919356 , 0.000000, 0.006503, 0.000000
15903416 , 40997170574 , 683846888 , 0.918891 , 0.000000, 0.006579, 0.000000
15947106 , 40998745050 , 685725558 , 0.916373 , 0.000000, 0.006993, 0.000000
15990796 , 40999632160 , 687604228 , 0.915919 , 0.000000, 0.007070, 0.000000
16034486 , 41000233524 , 689482898 , 0.913423 , 0.000000, 0.007496, 0.000000
16078176 , 41003218770 , 691361568 , 0.912979 , 0.000000, 0.007573, 0.000000
16121866 , 41003760857 , 693240238 , 0.914569 , 0.000000, 0.007298, 0.000000
16165556 , 41004203025 , 695118908 , 0.914124 , 0.000000, 0.007375, 0.000000
16209246 , 41004970942 , 696997578 , 0.911661 , 0.000000, 0.007804, 0.000000
16252936 , 41005157357 , 698876248 , 0.909210 , 0.000000, 0.008243, 0.000000
16296626 , 41005969316 , 700754918 , 0.908783 , 0.000000, 0.008321, 0.000000
16340316 , 41013462200 , 702633588 , 0.910364 , 0.000000, 0.008035, 0.000000
16384006 , 41017866920 , 704512258 , 0.913935 , 0.000000, 0.007407, 0.000000
16427696 , 41020939517 , 706390928 , 0.915494 , 0.000000, 0.007141, 0.000000
16471386 , 41024039312 , 708269598 , 0.913066 , 0.000000, 0.007558, 0.000000
16515076 , 41026925270 , 710148268 , 0.910650 , 0.000000, 0.007983, 0.000000
16558766 , 41029744582 , 712026938 , 0.912205 , 0.000000, 0.007708, 0.000000
16602456 , 41038492964 , 713905608 , 0.913751 , 0.000000, 0.007439, 0.000000
16646146 , 41049077500 , 715784278 , 0.911353 , 0.000000, 0.007858, 0.000000
16689836 , 41068371487 , 717662948 , 0.914857 , 0.000000, 0.007249, 0.000000
16733526 , 41099108902 , 719541618 , 0.912469 , 0.000000, 0.007662, 0.000000
16777216 , 41138387598 , 721420288 , 0.913998 , 0.000000, 0.007396, 0.000000
